PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung und Specification der Bestandtheile der erfundenen Vorrichtung zu der,,,,,
2224,Baum,Daniel,,,,,,"Tüllband, Bobinetmaschine, Bandstuhl",Wien,,1833,07.06.1833
"",,,,,,,DoubleLockerBobbinetMaschine für Streifen,,,,,
"",,,,,,,"Beschreibung der Erfindung, das Sie in allen Formen und Farben leicht zu bearbeitende künstliche",,,,,
"",,,,,,,"Steinmasse dem Marmor gleich verfertigen, welche jeder Witterung Trotz biethet, zu Mosaik,","Kunststein, Kunstmarmor, Mosaik,",,,,
2225,Fleischer,Michael,Heckmann,Joseph sen.,,,,,Wien,,1838,08.01.1838
"",,,,,,,"Fußparquetten, Wänderverzierungen und allerley anderen Kunstgegenständen verarbeitet","Fußboden, Wandverkleidung",,,,
"",,,,,,,werden kann,,,,,
"",,,,,,,Beschreibung der ... Erfindung einer Colorit-Walzendruck-Maschine und der dazu erforderlichen,,,,,
2226,Kramerius,Wenzel,,,,,,"Farbendruck, Druckwalze, Farbwalze",Wien,,1838,27.02.1838
"",,,,,,,"Coleur-Auftragwalze, ...",,,,,
2227,Wurm,Franz Xaver,,,,,Neue Anwendung des Schallhornprinzips auf den Condensator der Watt'schen Dampfmaschinen,"Dampfmaschine, Kondensator",Wien,,1835,04.09.1835
"",,,,,,,"Beschreibung der ... Erfindung den Hanf mittelst einer ... Maschine zu Reiben und zu Insalben ...,","Hanfreibe, Imprägnierung/Hanf,",,,,
2228,Cichocky,Felix,,,,,,,Wien,,1837,21.02.1837
"",,,,,,,"und in der Verbesserung sämtliche Seilerarbeiten wasserdicht zu erzeugen, ...",Wasserdicht(es) Seil,,,,
"",,,,,,,Beschreibung der Erfindung die Anwendung der Hydraulischen /:Bramah:/ presse zum Betrieb,,,,,
2229,Morell,Bernhard v.,,,,,,"Presse, Getriebe",Triest,,1836,02.03.1836
"",,,,,,,jeglicher Machinerie & als Ersatz der Dampfmaschine betreffend,,,,,
"",,,,,,,"Descrizione della nuova invenzione di un Edificio gallegiante in Mare, da construirsi per uso di",,,,,
2230,Angeli,Domenico,,,,,"Bagni di Acqua Marina naturale, e volendo anche calda [Schwimmendes Haus als Meeres- und","Badeschiff, Dampfbad",Trieste,,1823,21.04.1823
"",,,,,,,Warmwasserbad],,,,,
"",,,,,,,"Beschreibung samt beygefügter Zeichnung der ... Verbesserung, ..., daß der bisher aus dem",,,,,
"",Romer - Kiss -,,,,,,Auslande eingeführte Phosphor mit Anwendung neuer ... Hülfsmitteln ... erzeugt werden kann und,,,,,
2231,,Stephan Edl.v.,,,,,,"Phosphor, Zündholz",Wien,,1837,06.02.1837
"",Enyitzke,,,,,,daß dessen ... zu der Frictions oder Reibzündmassa mit neuen ... Zuthaten eine wohlfeilere,,,,,
"",,,,,,,Erzeugung dieser Massa gestattet,,,,,
"",,,,,,,"Beschreibung eines neu erfundenen, doppelten Flamm-Frischofens, zum Verfrischen des",,,,,
2232,Overmann,Friedrich,,,,,,"Roheisen, Eisenfrischen, Frischofen",Rottenmann,,1836,01.11.1836
"",,,,,,,Roheisens,,,,,
"",,,,,,,"Beschreibung der ... Erfindung u. Verbesserung, ..., daß er Spielwerke verfertigt, in welchen die zur",,,,,
"",,,,,,,"Hervorbingung der Töne nöthige Vibration der Zungen, ... durch die mittelst mensurmässig auf der",,,,,
2233,Friemel,Johann,,,,,,Spielwerk,Wien,,1838,17.01.1838
"",,,,,,,Walze eingerichteter Stifte bewirkte Eröffnung der auf dem Druckblasblage angebrachten Ventille,,,,,
"",,,,,,,"und die hinaus ausströmende Luft geschieht, ...",,,,,
"",,,,,,,"Verbesserung, ..., daß eine neue Art Kapsel und zwar elastischer Art gebraucht wird, welche für",,,,,
2234,Ries,Joseph F.,,,,,,Klavier,Wien,,1838,20.01.1838
"",,,,,,,"Fortepiano jeder Art anwendbar sind, durch welche der Ton an Kraft und Reinheit gewinnt ...",,,,,
"",,,,,,,"Entdeckung eines neuerfundenen Gerbstoffes, der sich in Mengen vorfindet, vernichtet werden",,,,,
2235,Mueller,Christian,Mueller,Friedrich,,,,"Leder, Gerbung",Birnbaum,,1833,30.09.1833
"",,,,,,,kann u. bisher als unbenützt verlohren ging,,,,,
"",,,,,,,Descrizione del miglioramento ... il quale sostanzialmente consiste in una Macchina a Cilindro,,,,,
2236,Bassolini,Gaetano,,,,,,Farbholzmühle,Brescia,,1823,09.07.1823
"",,,,,,,onde trinciare qualunque legno da tingere a fette scottilissime e pertugiate ... [Farbholzmühle],,,,,
"",,,,,,,"Plan et Elévation d'un Moulin à ouvrer les Soies, Ave l'application d'un appareil servant à faire des",,,,,
2237,Delachi,,Merini,,,,,"Seide, Spinnmaschine, Fadenregulator",Milan,,1833,12.12.1833
"",,,,,,,écheveaux d'une longueur déterminée,,,,,
2238,Origone,Giorgio,,,,,Processo di Fabbricazione della Carta colle Foglie di ogni genere filaceo [Papier aus Blättern],"Blatt, Papier",Milano,,1823,25.04.1823
2239,Mniszek,Stanislaus Graf v.,Pitner,Franz Joseph,,,"Verfahrungsart bei Erzeugung des neu erfundenen Halbwegdwoods Geschirr, ...","Tonwaren, Färben/Tonwaren, Glasur",Schloß Frain,,1827,27.08.1827
"",,,,,,,... zeiget ... an eine neue Erfindung ...: den inländischen Zucker aus Runkelrüben zu erzeugen und,,,,,
"",Du Temple v.,,,,,,,,,,,
2240,,Ange Louis,,,,,"alle sonstigen Zuckergattungen zu raffinieren, und zwar beides mittelst eines ... neuerfundenen","Zuckerrübe, Raffinade/Zucker",Wien,,1835,25.06.1835
"",Beaujieu,,,,,,,,,,,
"",,,,,,,"kontinuirlichen circulations Apparates, ...",,,,,
"",,,,,,,"... zeigt ... an, eine neue Erfindung ... daß er 1.) in ein und demselben Claviercorpus ein Pedall",,,,,
"",,,,,,,"angebracht hat, ... 2.) hat er seine Erfindung vom Jahre 1827, die Fortepiano-Sarge von Eisen zu",,,,,
2241,Mueller,Mathias,,,,,,"Klavier, Pedal",Wien,,1835,04.10.1835
"",,,,,,,machen verbessert. 3.) Hat er diese Verbeserung auch bei den Quer angewendet in Verbindung,,,,,
"",,,,,,,"mit einem Pedall, ...",,,,,
2242,Fruehwirth,Ernest B.,Mayer,Ludwig,,,K.K. ausschl.priv. Bettstelle aus Eisenstäben,"Bett, Liegestuhl",Wien,,1835,06.12.1835
"",,,,,,,Genaue Beschreibung der ... Erfindung auf geschmolzene Uhrblätter alle möglichen Zeichnungen,,,,,
2243,Dallinger,Joseph,Petronin,Wilhelm,,,,"Zifferblatt, Aetzen, Dessin",Wien,,1836,04.02.1836
"",,,,,,,und Desains hervorzubringen,,,,,
"",,,,,,,"Mir unterzeichnete, beschräuben die Verschönerung der matten u. glatten Galanterie Backfong-",,,,,
2244,Haut,Ignaz,Weichesmueller,Andreas,,,,"Neusilber, Galanterie",Wien,,1836,21.04.1836
"",,,,,,,Arbeiten,,,,,
"",,,,,,,1. Wie man ... jede Sandigen oder Küsselstein artigen unfruchtbaren Gründe urbarmachen kann.,,,,,
"",,,,,,,"2. Wie man ... Wasser meillen weit leiten kann, wo das selbe wo Runkelrüben angebaut werden","Bodenbearbeitung, Kürbisanbau,",,,,
2245,Urly,Vinzenz,,,,,oder zu gemeinschaftlichen zu gemüße Garten etc. etc. ohne Menschliche Kraft auf jedes Beet,"Bewässerung, Kochapparat,",Wien,,1836,10.03.1836
"",,,,,,,rinnen lassen kann. 3. Wie man mittelst einem ... Wirtschafts Apparat 80 bis 100 Eimer Flüssigkeit,Melioration,,,,
"",,,,,,,mit 8 Klafter Holz bis zum Sudgrad erhitzen kann,,,,,
