PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
571,Besetzny,Franz,,,,,Beschreibung des neu erfundenen Apparats des Bier mit mehreren Vortheilen zu Bräuen,"Bier, Brauapparat",Wien,,1823,03.03.1823
572,Zuckrigl,Johann,,,,,Bereitung der Caffe Essenz,Kaffee,Wien,,1823,23.05.1823
"",,,,,,,"Beschreibung der ... Erfindung, welche ... darin besteht: Es ist eine neue Art von Getränk unter der",,,,,
573,Schreiner,Joseph,,,,,,Punsch,Wien,,1823,10.04.1823
"",,,,,,,Benennung Wiener Punsch: ...,,,,,
"",,,,,,,Beschreibung des neu verbesserten Brandweinapparats. Beschreibung der Sago-Fabrikation.,"Branntwein, Destillierapparat, Sago,",,,,
574,Haehnisch,Johann Georg,,,,,,,Wien,,1823,21.05.1823
"",,,,,,,Beschreibung der Essig-Fabrikation.,Essig,,,,
575,Lieberger,Julius Gottlieb,,,,,Beschreibung des ... erfundenen Caffe Surogates ...,"Kaffee, Mais",Wien,,1823,30.04.1823
576,Bruckmann,Ferdinand,,,,,Beschreibung meines neu erfundenen Gesundheits-Punsches,Punsch,Wien,,1823,15.09.1823
577,Kammerer,Johann Daniel,,,,,Beschreibung der ... verbesserten Fleischselcherey nach Lioner Methode ...,"Fleisch, Selchen",Wien,,1823,26.08.1823
578,Ludwig,Heinrich,,,,,Gewissenhafte Zubereitungsart des unter der Benennung Carolinen Cafè erzeugten Cafè Surogats,Kaffee,Wien,,1824,13.01.1824
579,Gloos,Josepha,,,,,Verfahrungsart meines Kaffee Sourogat /: Deutscher Kaffee genannt :/,Kaffee,Wien,,1823,03.11.1823
"",,,,,,,"Beschreibung der ... Erfindung allerley Sorten Hamburger Lebkuchens, - wie auch allerley Sorten",,,,,
580,Schwarz,Moritz,,,,,,"Lebkuchen, Met, Essig",Wien,,1824,30.01.1824
"",,,,,,,"Hamburger Med, wie auch allerley Sorten Essig ...",,,,,
581,Schmidt,Johann Friedrich,,,,,Genaue Beschreibung der Entdeckung ... Zur Erzeugung der französischen Senftsorten ...,Senf,Wien,,1825,04.02.1825
582,Ludwig,Heinrich,,,,,Specielle Beschreibung der Bereitungsart des Burgunder Biers,"Bier, Rübe",Wien,,1825,02.05.1825
"",,,,,,,"Beschreibung der ... Verbesserung, welche ... darin besteht: daß er alle Gattungen Getränke,",,,,,
583,Selka,Vinzenz Jakob,,,,,,"Branntwein, Zinnkessel",Wien,,1823,08.03.1823
"",,,,,,,"welche gekocht, oder distillirt werden, auf zinnernen Kesseln ... zu verfertigen im Stande ist",,,,,
"",,,,,,,"Beschreibung der ... Entdeckung, welche ... darin besteht, daß er Siegellack von den",,,,,
584,Ullmann,Jonathan,,,,,,"Siegellack, Färben/Siegellack",Wien,,1828,24.10.1828
"",,,,,,,verschiedensten Farben ... verfertiget,,,,,
"",,,,,,,"Beschreibung der ... Erfindung eines neuen sowohl zu gemeinen chemischem Pulver, als auch zu",,,,,
585,Strixner,Johann,,,,,,Gewehrschloß,Wien,,1825,22.07.1825
"",,,,,,,chemischen Kapseln anwendbaren Feuerschlosses,,,,,
"",,,,,,,"Beschreibung nachbenannter, ... zum Gebrauch der Percussions Gewehre welche gegenwärtig mit",,,,,
586,Eberl,Joseph,,,,,Kapseln oder Hüttchen abgefeuert werden alleinig und zu allererst erfundenen und bereits,Gewehrschloß,Wien,,1825,21.12.1825
"",,,,,,,verfertigten mehreren Arten von dem so zu nennenden Kapselstecker,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, die ... darin besteht, daß Filzhüte durch eine Materie die nöthige",,,,,
587,Becker,Heinrich,,,,,,Hut,Wien,,1825,21.07.1825
"",,,,,,,"Steife erhalten, ...",,,,,
588,Kotoczek,Wenzel,,,,,Beschreibung eines ... neu erfundenen Sparrherdes,Kochherd,Wien,,1825,14.09.1825
589,Mayerhofer,Joseph,,,,,Beschreibung der englischen Stiefeleisen,"Schuhabsatz,Stiefelabsatz",Wien,,1826,29.05.1826
590,Ganahl,Joseph v.,,,,,"Die Art und Weise, Eisen in Stahl zu verwandeln, ...",Stahl,Bozen,,1825,20.12.1825
"",,,,,,,"zeigen an, eine neue Erfindung gemacht zu haben, welche darin besteht: Durch ein Triebwerk",,,,,
591,Schmidt,Karl,Tanzwohl,Johann,,,"mittelst Pferde oder Wasserkraft geleitet, alle Gattungen von Perlmutter Galanterie Waaren, mit","Galanterie, Getriebe",Wien,,1826,23.06.1826
"",,,,,,,"Gold, Silber, Bronz, und Stahlverzierung zu verfertigen",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, welche ... darin besteht: 1.) Haare und Wolle oder andere",,,,,
"",,,,,,,"Materialien, woraus Hüte verfertigt werden, ... zuzubereiten; 2.) mittels einer",,,,,
592,Ganahl,Joseph v.,,,,,,"Hut, Aufwinder",London,,1826,26.02.1826
"",,,,,,,Aufwindungsmaschine ... zwey Hut-Körper durch eine einzige Operazion zu bilden; 3.) mittels,,,,,
"",,,,,,,"eines Rades ... Hüte ... zu färben, ...",,,,,
593,Ganahl,Joseph v.,,,,,"Beschreibung der ... Verbesserungen im Dampfmaschinen-Wesen, ...","Dampfmaschine, Dampfkessel",Wien,,1826,22.05.1826
"",,,,,,,"Beschreibung der Verbesserung ... Erfindung, Wäsche aller Art, dann Wolle, mittelst Anwendung",,,,,
594,Schoenfeld,Jakob R.v.,Tedeschi,Anton,,,,"Waschmaschine, Wollwäsche",Wien,,1825,05.09.1825
"",,,,,,,"von Maschinen vollkommen zu reinigen, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, nämlich Ueberschuhe /Galosche:/ und Schuhe mit ganz, hölzerne,","Schuh, Sandalen, Schuhsohle,",,,,
595,Gonzallese,Emanuel,,,,,,,Wien,,1825,19.11.1825
"",,,,,,,"biegsame, bewegliche Sohlen zu verfertigen, ...","Ueberschuh, Galosche",,,,
"",,,,,,,"Beschreibung einer neuen Entdeckung, von einer Nachtlampen ohne Tocht, wie auch alle anderen",,,,,
596,Demuth,Karl,,,,,,Lampe,Wien,,1827,22.08.1827
"",,,,,,,"Lampen, auf die selbe Art zu verfertigen",,,,,
