PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung meiner Erfindung aus animalischen Stoffen aller Art, vorzüglich aber aus See- und",,,,,
"",,,,,,,,"Eingeweide, Kadaver, Fischtran, Oel,",,,,
"",,,,,,,"Flußfischen, Molusken und Cetaceen, den Eingeweiden und Ausweidungen von Wild und Geflügel",,,,,
"",,,,,,,,"Seife, Ammoniumkarbonat,",,,,
5652,Doblhoff - Dier,Anton Frh.v.,,,,,"aller Art, von gefallenem Viehe- verschiedene Gattungen von festen und flüssigen Fetten, und",,Wien,,1839,25.07.1839
"",,,,,,,,"Ammoniak, Salzsaures, Berlinerblau,",,,,
"",,,,,,,"Wasch- Walk- und Färberseife zu erzeugen, bei deren Verfertigung ich noch kohlensaures und",,,,,
"",,,,,,,,"Knochenkohle, Hausenblase",,,,
"",,,,,,,"salzsaures Amonium, Berlinerblau, thierische Kohle und Hausblase als Nebenprodukte gewinne",,,,,
"",,,,,,,Beschreibung meines Systems ener sich selbst fortsetzenden Verbrennung für Heitzungs- und,"Blatt, Nadel (Baum), Treber, Wurzel,",,,,
"",,,,,,,"Beleuchtungszwecke, und der ... hiezu eingerichteten Apparate;- ... organische Stoffe ... zu","Sägespäne, Flaschenkork,",,,,
"",,,,,,,"benützen ... wie Blätter, Weintrebern und Sägespäne. Hiemit stehen alle Nebenprodukte ... in","Gebrauchter, Feuerung, Leuchtgas,",,,,
5653,Doblhoff - Dier,Anton Frh.v.,,,,,,,Wien,,1839,25.06.1839
"",,,,,,,"Verbindung, welche sich durch meine Verbrennung vorfinden und erzeugen, wie: Kohle,","Heizgas, Gasreinigungsapparat,",,,,
"",,,,,,,"Druckerschwärze, Bitume, Holzessig und Holzgeist ... welches System ... ich System-Phönix nenne,","Druckerschwärze, Bitumen, Holzessig,",,,,
"",,,,,,,...,Methylalkohol,,,,
"",,,,,,,Descrizione della nuova scoperta di miglioramento che ... consiste in sostanza nel metodo die,,,,,
5654,Elena,Francesco,,,,,,Lorbeeröl,Brescia,,1850,08.11.1850
"",,,,,,,"fabbricar l'olio lauro ... [Lorbeeröl], Maderno, Distretto Gargnano, Prov. Brescia",,,,,
5655,Macovitz,Karl,,,,,Beschreibung ener Getreide Dampf-Mühle,Dampfmühle,Wien,,1836,02.09.1836
5656,Rixner,Franz,,,,,"Beschreibung der ... neuen Verbesserung an Getreide-Mähmaschinen, ...",Mähmaschine,Wien,,1852,05.05.1852
"",,,,,,,Beschreibung der ... Erfindung einer mechanischen Vorrichtung bey Maßmachung auf Militär- und,"Kleidung, Maßnehmen, Zuschneiden,",,,,
5657,Leinboek,Leopold,,,,,,,Wien,,1850,31.03.1850
"",,,,,,,Civilröcke ...,Schneiderei,,,,
"",,,,,,,"Beschreibung der neuen Erfindung, eine gewisse Gattung gewebter Schaafwollstoffe durch ein",,,,,
5658,Jamek,Laurenz,,,,,,"Schafwollstoff, Hemd, Unterhose",Wien,,1851,16.08.1851
"",,,,,,,"eigenes Verfahren, als Hemden und Unterhosen auf dem blossen Leibe ... tragbar zu machen ...",,,,,
"",,,,,,,Beschreibung meiner Erfindung in Stabeisen- oder Blechwalzen für eine gebrochenen gußeisernen,,,,,
5659,Katzelt,Gustav,,,,,,"Walze, Zapfen, Schraubenverbindung",Feistritz,,1847,30.03.1847
"",,,,,,,Zapfen eine solchen von Schmiedeisen dauernd fest einzusetzen,,,,,
"",,,,,,,"Descrizione della nuova Macchinetta per poter levare con facilità una ruota da carrozza, quando",,,,,
5660,Sala,Cesare,,,,,sia arrestata o ingranata per la bussole e l'Assole [Ein gesperrtes Wagenrad durch einen,Wagenrad,Milano,,1847,
"",,,,,,,Mechanismus wieder laufen machen],,,,,
5661,Geyling,Karl,,,,,Beschreibung für Erzeugung von Mousselinglas,"Musselinglas, Glasätzen",Wien,,1847,20.07.1847
"",,,,,,,,"Lederwaren, Galanterie,",,,,
"",,,,,,,"... zeigt ... an, eine neue Verbesserung gemacht zu haben, ..., daß: Alle Gattungen",,,,,
5662,Funk,Leopold,,,,,,"Imprägnierung/Leder,",Wien,,1851,25.07.1851
"",,,,,,,"Ledergalanteriearbeiten ... fabrizirt werden, daß sie vor Nässe geschützt sind ...",,,,,
"",,,,,,,,Feuchtigkeitsschutz,,,,
"",,,,,,,,"Brennholz, Spaltmaschine/Holz,",,,,
5663,Heidenwag,Georg,,,,,Beschreibung der ... neu erfundenen Universal Druck- und Spalt-Maschinen,,Wien,,1851,25.08.1851
"",,,,,,,,Hebelpresse,,,,
"",,Franz Jakob,,,,,"Beschreibung der ... Verbesserung, welche ... in Abtheilungs-Hahnen ... zur Vertheilung des",,,,,
5664,Hemberger,,,,,,,Gashahn,Wien,,1847,12.01.1847
"",,Heinrich,,,,,Beleuchtungs-Gases und dessen Consumtion bestehet,,,,,
"",,,,,,,"Beschreibung einer neuen Verbesserung in der Kerzen-Erzeugung, dann einer Verbesserung in der",,,,,
5665,Bauer,Franz,Riegler,Anton,Boehm,Karl,,"Unschlitt, Kerze, Seife",Wien,,1846,01.09.1846
"",,,,,,,Erzeugung einer kaustischen Seife,,,,,
