PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung einer Entdeckung ... das durch vertheilung und vereinfachung der Arbeit ich es dahin,,,,,
"",,,,,,,gebracht habe zu meinen Vergolder Arbeiten Mädchen überhaupt auch Kinder verwenden und,,,,,
5507,Lillich,Georg Christoph,,,,,,"Vergolden, Schabeisen",Wien,,1849,29.12.1849
"",,,,,,,mit ihnen eine Arbeit zu erzielen im Stande bin welche sonst nur von geschickten Gesellen,,,,,
"",,,,,,,verlangt werden kann,,,,,
5508,Winds,Joseph,,,,,Lager mit Oelschmir Vorrichtung und deren Vortheil bei Eisenbahn-Wagen,"Eisenbahnwagen, Schierbüchse",Wien,,1850,31.07.1850
"",,,,,,,,"Steinkohle, Teer, Pyridin, Asphalt,",,,,
5509,Kailan,Anton,,,,,Beschreibung der Theerprodukten Erzeugung,"Pyridinlack, Kunstleder, Pyridinleim,",Wien,,1850,29.07.1850
"",,,,,,,,"Teeröl, Naphtalin, Plastische Masse",,,,
"",,,,,,,"Beschreibung der ... neu erfundenen Maschine zur Rettung bei Feuersgefahr, zum Gebrauche bei",,,,,
5510,Sinsler,Franz,,,,,"Baulichkeiten Ausbesserungen, Weißen und Anstreichen der Kirchen, Bescheiden der Bäume etc.,",Hängegerüst,Wien,,1846,27.07.1846
"",,,,,,,etc.,,,,,
5511,Alexovits,Vinzenz,,,,,"Beschreibung der ... neu erfundenen Trocknungs Vorrichtung für chemische Zünd-Requisiten, ...","Zündholz, Trockenapparat",Wien,,1849,12.11.1849
5512,Schoeller,Adolph,,,,,Beschreibung der liegenden Centrifugaltrocken Maschine ...,"Trockenapparat, Zentrifuge",Wien,,1849,04.06.1849
5513,Hell,Ferdinand,,,,,Beschreibung eines neu erfundenen Signal-Rohres ...,"Signalpfeife, Lockpfeife",Wien,,1850,04.11.1850
"",,,,,,,Descrizione del miglioramento ... alla macchina per al sgranatura delle pannochie del Mais,,,,,
5514,Guioni,Giuseppe,,,,,,"Mais, Rebbelmaschine/Mais",Milano,,1846,10.06.1846
"",,,,,,,[Maisrebbelmaschine],,,,,
"",,,,,,,"Descrizione del Metodo per levare le Macchie d'Accido, et Umidita ai Muri [Mittel zur","Mauer/Isolierung, Feuchtigkeitsschutz,",,,,
5515,Zumaglini,Andrea,,,,,,,Milano,,1846,08.06.1846
"",,,,,,,Mauerisolierung],Trockenlegung,,,,
"",,,,,,,"Beschreibung der Vervollkommnungen in den Wagen Rädern und ihres Zubehörs, um ihnen auf","Eisenbahnwagen, Wagenrad, Weiche,",,,,
5516,Dixon,Abraham,,,,,,,Wien,,1846,26.06.1846
"",,,,,,,den Eisenbahnen die ausweichenden Linien nehmen zu lassen,Geleise,,,,
5517,Rewig,Karl,,,,,Beschreibung der ... Verbesserung der Fußbekleidungen,"Schuh, Stiefel",Teschen,,1847,12.07.1847
"",,,,,,,Unterthänigste Bekanntgebung der von uns auf chemischem Wege neu Erfundenen Komposition,,,,,
5518,Kuehn,Eduard,Kuehn,Rudolph,Kuehn,Karl,,Guttapercha,Wien,,1847,22.07.1847
"",,,,,,,von Gutta Bercha,,,,,
5519,Lasinsky,Anton,,,,,Beschreibung des ... neuerfundenen Kerzenguß-Apparat ...,Kerzengießapparat,Wien,,1847,05.07.1847
"",,,,,,,Zusammensetzung und Construktion des ... erfundenen neuen Löschmittels und der zu seiner,,,,,
5520,Kuehn,Heinrich Gottlieb,,,,,,Feuerlöscher,Meißen,,1847,30.01.1847
"",,,,,,,Anwendung dienenden Löschpatronen,,,,,
5521,Neuknapp,Joseph,,,,,Beschreibung der Erfindung mit einem Gewehrschlosse ...,Gewehrschloß,Wien,,1848,12.04.1848
"",,Jakob Franz,,,,,"Beschreibung der ... Entdeckung, welche ... in Verbeßerungen an dem System von Feuergewehren",,,,,
5522,Hemberger,,,,,,,Gewehrschloß,Wien,,1849,05.07.1849
"",,Heinrich,,,,,mit beweglichen Frictions-Schwanzschrauben bestehet,,,,,
"",,,,,,,"Genaue Beschreibung und Zeichnung einer Erfindung, einer Vorrichtung zur schon früher priv.,",,,,,
5523,Hartinger,Johann,,,,,,"Zeugdruck, Druckmaschine",Wien,,1849,14.07.1849
"",,,,,,,und von mir Erfundenen Druckmaschine ...,,,,,
"",,,,,,,"Beschreibung der Erfindung, Crepin, Börtel und Franzen mit erhobner Seide (:Noppen:) auf Schub-","Krepp, Borte, Franse,",,,,
5524,Vogl,Joseph,,,,,,,Wien,,1850,18.07.1850
"",,,,,,,und Mühlstühlen zu machen ...,"Posamentierstuhl, Bandstuhl",,,,
"",,,,,,,Beschreibung der Verbesserung daß bei allen Dampfmaschinen ein großer Theil des,,,,,
"",,,,,,,,"Dampfkessel, Feuerung,",,,,
5525,Beitl,Franz,Iserstein,Joachim,,,"Brennmaterials erspart, und dennoch die Kraft des Dampfes um Vieles erhöht werden kann;",,Prag,,1850,09.07.1850
"",,,,,,,,Zentralheizung,,,,
"",,,,,,,"ferner bei Zimmerheitzungen, Grob- und Nagelschmieden mehrere Zimmer erwärmen zu können",,,,,
5526,Mayer,Franz,,,,,Beschreibung der ... Verbesserung der Perotin-Druckerey ...,"Zeugdruck, Perrotine",Wien,,1850,03.07.1850
"",,,,,,,Beschreibung der ... bei den Häng- und Steckkuppeln für das k.k.Militär und Staatsbeamte,,,,,
5527,Wagner,Johann,,,,,,Kuppel,Wien,,1850,02.08.1850
"",,,,,,,angebrachten neuen Verbesserung ...,,,,,
"",,,,,,,"Metodo di fabbricazione del Ciment-marbre, atto a formare il Marmo artificiale [Märbl als",,,,,
5528,Bello,Maurizio,Spanna,Giuseppe,,,,Kunstmarmor,Torino,,1847,10.03.1847
"",,,,,,,Kunstmarmor],,,,,
5529,Renner,Anton,,,,,Beschreibung der Form und Erzeugungsart der neuen vom Gefertigten erfundenen Dachtaschen ...,"Dachziegel, Dach",Prag,,1848,20.05.1848
"",,,,,,,,"Palmöl, Unschlitt, Stearinsäure,",,,,
"",,,,Friedlieb,,,"Genaue, detaillirte Beschreibung der Darstellung der Stearinsäure aus Palmoel und Talg nebst",,,,,
5530,Ebers,Georg Moritz,Runge,,,,,"Kalk/Gelöschter,",Wien,,1836,04.05.1836
"",,,,Ferdinand,,,Nutzungsangabe der Nebenprodukte,,,,,
"",,,,,,,,Natron/Phosphorsaures,,,,
"",,,,,,,"Beschreibung der Verbesserung in Erzeugung von Wollwaren und Decken, daß keine Schaben und","Weberkette, Schlichten,",,,,
5531,Lederer,Maria,Lieber,Ignaz,,,,,Prag,,1840,25.07.1840
"",,,,,,,Motten eindringen,"Schabenvertilgung, Mottenvertilgung",,,,
5532,Zoechling,Johann,,,,,Beschreibung der ... Erfindung neuer Gewehre ...,Gewehr,Wien,,1849,28.08.1849
5533,Kamauf,Leopold,,,,,Beschreibung eines ... Farben-Extrahirungs-Dampfapparates,"Farbholz, Extraktionsappart",Perchtoldsdorf,,1849,26.07.1849
5534,Schlee,Ferdinand,,,,,Beschreibung der ... Erfindung: aus Papierpappe eine Bedachungsmateriale ...,"Pappe, Dach, Imprägnierung/Pappe",Wien,,1849,03.07.1849
"",,,,,,,Beschreibung eines neuen Apparates und verbeßerten Verfahrens zur Darstellung des,,,,,
5535,Koeller,Franz,,,,,,Schwefelkohlenstoff,Wien,,1850,
"",,,,,,,Schwefelkohlenstoffes (Schwefelalkohols) ...,,,,,
