PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung über meine Erfindung und Verbesserung, das roh Unschlitt /:Talg:/ ... zu schmelzen,",,,,,
"",,,,,,,"aus dem daraus zu erhaltenden ganz reinen Kern-Unschlitt ein brauchbareres Oel, als die bis jetzt",,,,,
3827,Blumer,Alois,,,,,,"Unschlitt, Stearinsäure, Stearin, Kerze",Wien,,1843,05.09.1843
"",,,,,,,bekannte Elain-Säure zu extrahieren und die dabei bleibende Massa ... zur Stearin-Erzeugung,,,,,
"",,,,,,,anzuwenden,,,,,
"",,,,,,,Spiegazione delli miglioramenti ottenuti nella fabbricazione della Stearina e Candele Steariche ...,,,,,
3828,Machlig,Pietro,,,,,,"Stearin, Kerze",Trieste,,1840,22.05.1840
"",,,,,,,[Stearin und Stearinkerzen],,,,,
3829,Seldorn,Gustav,,,,,Beschreibung des mechanischen Schnellfahrwagens ohne Dampf und ohne vorgespannte Pferde,"Wagen, Getriebe",Wien,,1843,19.07.1843
3830,Feyfar,Kaspar,Hock,Leopold,,,Genaue Beschreibung der ... Erfindung einer neuen Art Lampen ...,"Lampe, Docht",Wien,,1843,27.01.1843
"",,,,,,,"Beschreibung nebst Zeichnungen und Muster ... der ... Erfindung, deren Wesenheit in einem",,,,,
"",,,,,,,,"Nagel, Schneidemaschine,",,,,
3831,Wurm,Franz Xaver,,,,,"neuen Maschinen- und Manipulations-Systeme besteht, um alle Gattungen ... Nägel mit",,Wien,,1835,15.07.1835
"",,,,,,,,"Kopfstauchen, Presse",,,,
"",,,,,,,"zweylappigen Köpfen, und zwar auf dem kalten Wege ... zu erzeigen, ...",,,,,
3832,Snizek,Maria,,,,,"Beschreibung der Bereitungsart, des Gebrauches und der Wirkung der Aurora Pomade",Hautcreme,Wien,,1839,14.07.1839
"",,,,,,,,Imprägnierung/Papier-Leinwand-Holz-,,,,
"",,,,,,,,"Leder, Wasserdichtes/Papier-Leinwand-",,,,
"",,,,,,,Die zu allen hier angeführten Artikeln /:ausgenommen das Papier:/ zu verwendende Massa -,,,,,
3833,Roetzer,Ignaz,Tichazek,Johann v.,Roetzer,Johann,,"Leder, Feuchtigkeitsschutz,",Wien,,1840,09.06.1840
"",,,,,,,sogenannte Universal-Conservations schnell trocken Massa,,,,,
"",,,,,,,,"Oberflächenschutz, Rostschutz,",,,,
"",,,,,,,,"Anstrich, Dichtungsmasse",,,,
3834,Rolle,,Schwilgue,,,,Beschreibung der großen Feuerspritze,Feuerspritze,Wien,,1840,23.06.1840
"",,,,,,,Spiegazione delli miglioramenti ottenuti nella fabbricazione dell'Acido solfarico ossia Olio di,,,,,
3835,Machlig,Pietro,,,,,,"Schwefelsäure, Bleikammer",Trieste,,1840,22.05.1840
"",,,,,,,Vitriolo ... [Schwefelsäure],,,,,
"",,,,,,,Beschreibung der ... Erfindung ...: die Ventille bei den chromatischen Metall-Blas-Instrumenten,"Blasinstrument,",,,,
3836,Stoehr,Franz,,,,,,,Prag,,1840,29.07.1840
"",,,,,,,"durch einen senkrechten Druck in eine horicontal drehende Bewegung zu bringen, ...",Klappe/Blasinstrument,,,,
3837,Weinhaeusel,Joseph,,,,,Beschreibung eines Sparofens in Verbindung mit einer Luftheitzungsabtheilung,Kachelofen,Wien,,1840,28.08.1840
"",,,,Ottavio,,,,,,,,
"",,,,,,,Beschreibung ihre neue Erfindung: Eine neu construirte gänzlich wasserdichte Frictions-,,,,,
3838,Krutzler,Johann,Trevani,Francesco,,,,"Reibzündmasse, Zündholz",Wien,,1842,23.06.1842
"",,,,,,,Zündmasse zur Anwendung auf Feuerzeuge aller Art zu bereiten,,,,,
"",,,,Antonio,,,,,,,,
3839,Sabarkiewicz,Johann,,,,,"Beschreibung einer ganz neu verbesserten Haar-Touren-Feder, ...",Perücke,Wien,,1842,29.07.1842
"",,,,,,,"Beschreibung der ... Erfindung u. Verbesserung, ..., daß er 1.) einen eigens konstruirten",,,,,
"",,,,,,,,"Einmaischapparat, Extraktionsapparat,",,,,
3840,Dolainsky,Ferdinand,,,,,"Erwärmungs- und Extraktions Apparat verfertigt und anwendet, ... jede Gattung Bier erzeugen",,Wien,,1843,26.05.1843
"",,,,,,,,"Bier, Kühlapparat",,,,
"",,,,,,,"kann, ...",,,,,
3841,Renssiem,Paul,,,,,Die neue Patent-Tabakspfeife ...,"Tabakspfeife, Zigarrenspitze",Wien,,1843,06.07.1843
3842,Gutkind,Koppelmann,,,,,Beschreibung der gemachten Erfindung zur verbesserten Schnellbleiche,"Leinwand, Baumwollstoff, Bleichen",Prag,,1843,13.07.1843
3843,Contriner,Joseph,Contriner,Leopold,,,Auf die Verbesserung ihrer bereits seit 30.12.1839 ausschl. priv. Feuersternschlößer ...,Gewehrschloß,Wien,,1843,15.04.1843
3845,Haas,Joseph,,,,,Beschreibung der ... Verbesserung Metall-Buchstaben zu gießen,"Letternholz, Patrize, Metallbuchstabe",Wien,,1844,05.08.1844
"",,,,,,,"Beschreibung ... auf eine verbesserte amerikanische Rollmühle, u. zwar durch Anwendung von",,,,,
3846,Heindoerffer,Daniel,,,,,Kräften aller Art eine besonders schöne Gattung Ullmergesundheitsgerstel schnell und wohlfeil zu,"Rollgerste, Graupenmühle",Wien,,1844,18.06.1844
"",,,,,,,erzeugen,,,,,
"",,,,,,,Beschreibung der Verbesserungen der Oefen und Feuerherde zur besseren Verzehrung des,,,,,
3847,Dixon,Abraham,,,,,,"Feuerung, Ofen",Wien,,1840,27.07.1840
"",,,,,,,Feuerstoffes,,,,,
"",,,,,,,Beschreibung des neu erfundenen Zeigerwerks und der ersparten Bestandtheile der verbesserten,,,,,
3848,Stiehl,Wilhelm,,,,,,Uhr,Wien,,1837,11.10.1837
"",,,,,,,Uhr,,,,,
"",,,,,,,"... Beschreibung der ... Erfindung in der Construction der Pfannenheitzungen, ..., daß alle Hitze, ...,",,,,,
3849,Schupp,J.G.,,,,,,"Würzpfanne, Feuerung, Zugregulator",Wien,,1842,30.07.1842
"",,,,,,,"mittelst des Luftzgues unter die Pfanne gebracht, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung und Verbesserung, welche ... in einem neuen System von Heitz-",,,,,
3850,Lecocq,Hypolite,,,,,,"Ofen, Kamin, Feuerung",Wien,,1842,10.05.1842
"",,,,,,,"Oefen ... und Kamin-Heitz-Apparaten aller Art besteht, ... [Text frz.u.dt.]",,,,,
"",,,,,,,"Beschreibung einer Erfindung, welche ... in einem Kreiselrad besteht, welches keine",,,,,
"",Escher -,,,,,,,,,,,
3851,,Gustav Albert v.,,,,,"Gegenschaufeln oder Strahlleiter hat, sondern durch eine regelmäßige Pression, des durch die",Wasserturbine,Feldkirch,,1844,01.04.1844
"",Felsenhof,,,,,,,,,,,
"",,,,,,,Schaufeln einströmenden Wassers in Bewegung gesetzt wird,,,,,
"",,,,,,,,"Blasinstrument,",,,,
3852,Stowasser,Ignaz,,,,,Beschreibung der Verbesserung der Radl-Maschin Blasinstrumente,,Wien,,1843,10.01.1843
"",,,,,,,,Klappe/Blasinstrument,,,,
"",,,,,,,,"Taschnerwaren, Galanterie,",,,,
3853,Steinmeyer,Karl,,,,,"Die Erfindung, alle Taschen-Arbeiten durch besondere Manipulation dauerhafter zu machen, ...",,Wien,,1844,24.12.1844
"",,,,,,,,"Imprägnierung/Leder, Lederkitt",,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., mit Hilfe und Anwendung einer geeigneten Fläche ... den","Vitriollauge, Schiefe Ebene,",,,,
