PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
4166,Elfert,Gottfried,Klein,Friedrich,,,Beschreibung der Buchstaben welche aus einer Massa von Alabaster Gips besteht,"Gipsbuchstabe, Beschriften",Wien,,1844,27.09.1844
4167,Kitschelt,August,,,,,"Beschreibung ... auf eine neue Erfindung, alle Gattungen Möbeln von Eisen herzustellen, ...",Stahlrohrmöbel,Wien,,1844,08.10.1844
4168,Schiffner,Rudolph,Schmidl,Joseph,,,Erfindung auf Erzeugung des Zinobers auf nassem Wege,"Quecksilber, Fällung, Zinnober",Wien,,1844,29.08.1844
4169,Heidt,Friedrich,,,,,Beschreibung der ... Verbesserung bey der Construction der Armbänder oder Braceleten ...,Armband,Wien,,1844,01.08.1844
"",,,,,,,Beschreibung: Die Verbesserung an der gewöhnlichen Krempel Maschine für Schafwolle und alle,,,,,
4170,Bracegirdle,Thomas,,,,,,"Schafwolle, Krempeln",Prag,,1843,18.02.1843
"",,,,,,,andern Faserstoffe ...,,,,,
4171,Specker,David,,,,,Beschreibung und Zeichnung einer neu erfundenen mechanischen Cattun - Druckmaschine,"Zeugdruck, Druckmaschine",Wien,,1845,10.01.1845
"",,,,,,,,"Gummikleidung, Gummischuh, Billard,",,,,
"",,,,Johann,,,Verbesserte Verfertigung der Bekleidungen der Füsse und anderer Theile durch genaueres,,,,,
4172,Purtscher,Augustin,Reithoffer,,Reithoffer,Eduard,,"Möbelstoff, Thermosflasche,",Wien,,1830,30.07.1830
"",,,,Nepomuk,,,Zusammenfügen der Näthe,,,,,
"",,,,,,,,Lösungsmittel,,,,
"",,,,,,,Beschreibung der Vorrichtung für das Fortbewegen von Lasten oder zum Hervorbringen großer,,,,,
4173,Schiereck,Joseph Friedrich,,,,,,"Wagen, Getriebe, Transport",Wien,,1841,20.07.1841
"",,,,,,,"Geschwindigkeit, mittelst animalischer Kräfte ...",,,,,
"",,,,,,,"Beschreibung der ... bereits in Rußland und Frankreich priv. Erfindung eines neuen Brennmaterials,",,,,,
4174,Wéschniakoff,André,,,,,,Brikett,St. Petersburg,,1841,29.03.1841
"",,,,,,,"Carboleine genannt, ...",,,,,
"",,,,,,,"Beschreibung einer neuen Erfindung, ..., daß man sich vermittlest einer mechanischen Vorrichtung",,,,,
4175,Cavillier,Adolph Eugen,,,,,,Spiegel,Wien,,1844,31.07.1844
