PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung einer neuen erfundenen Vorrichtung an der bis jetzt bekannt und in Gebrauch,"Nagel, Schneidemaschine,",,,,
4518,Pommer,Kajetan,,,,,,,Steyr,,1845,09.01.1845
"",,,,,,,gewesenen Maschine zur Erzeugung von Nägeln aus Eisenblech ohne Feuer,"Kopfstauchen, Stauchmaschine",,,,
"",,,,,,,,"Inlett, Imprägnierung/Inlett,",,,,
4519,Perelis,,Pollak,,,,Beschreibung der Präparation der Bettinlete,,Pilsen,,1845,30.01.1845
"",,,,,,,,Mottenschutz,,,,
"",,,,,,,"Gewisse Verbesserungen in der Maschinerie behufs der Vorbereitung, des Spinnens und Dublirens","Vorbereitungsmaschine,",,,,
4520,Urling,Roo W.,,,,,,,Wien,,1845,12.12.1845
"",,,,,,,"von Baumwolle, Wolle, Flachs und ähnliche Faserstoffe","Spinnmaschine, Doubliermaschine",,,,
"",,,,,,,"Rezept des von mir neu erfundenen und verbesserten Gummi-Surrogat, oder Chemischen Gummi",,,,,
4521,Lichtenstadt,David,,,,,,Dextrin,Prag,,1845,24.11.1845
"",,,,,,,genannt,,,,,
"",,,,,,,,"Seidenstoff, Leinwand, Schafwollstoff,",,,,
"",,,,,,,"Zeichnung und Beschreibung der Maschine, mittelst der man Seide, Leinen-Wollen- und",,,,,
4522,Gleisberg,Friedrich Lebrecht,,,,,,"Baumwollstoff, Leder, Zeugdruck,",Wien,,1845,23.12.1845
"",,,,,,,"Baumwollstoffe, so wie auch Leder pressen kann",,,,,
"",,,,,,,,Druckmaschine,,,,
4523,Haase,Gottlieb,& Söhne,,,,Beschreibung des [Schrift] Gussverfahrens,Schriftgießmaschine,Wien,,1846,02.02.1846
"",,,,,,,"... zeugen hiemit an, ... eine Erfindung gemacht zu haben ...: Mittelst einer Maschine, zu jeder",,,,,
4524,Palkh,Joseph,Schraml,Mathias,,,,"Eismaschine, Gefrorenes, Kunsteis",Wien,,1846,30.10.1846
"",,,,,,,"Jahreszeit, künstliches Eis und zugleich Gefrorenes, in jeder Form zu erzeugen",,,,,
"",,,,,,,,"Uhrenbestandteil, Zahnrad,",,,,
"",,,,,,,,"Räderschneidemaschine,",,,,
"",,,,,,,,"Fräsmaschine/Metall, Schraube,",,,,
4525,Willenbacher,Alois,,,,,"Beschreibung der Erfindung, sämtliche Uhrenbestandtheile ... zu erzeugen ...",,Wien,,1846,21.11.1846
"",,,,,,,,"Gewindeschneiden, Hemmung,",,,,
"",,,,,,,,"Fallhammer, Härten/Stahl, Messing,",,,,
"",,,,,,,,Feinmechanik,,,,
4526,Renz,Mathias F.,,,,,Beschreibung einer Verbesserung in der Eisendraht-Fabrication,"Drahtziehen, Polieren",Wien,,1847,28.01.1847
4527,Rietsch,Franz Gottfried,,,,,"Beschreibung der ... Erfindung: den Hopfen auf eine neue Art aufzubewahren, ...","Hopfen, Konservierung",Wien,,1846,30.09.1846
4528,Orth,Louis v.,,,,,Specification eines neuen Verfahrens zur Fabrikation von flachen Tauen,"Borte, Jacquardmaschine",Wien,,1847,04.02.1847
4529,Huegel,Adam,,,,,"Beschreibung der erfundenen Verbesserung und Vorrichtung der Ueberschuhe, ...",Galosche,Wien,,1847,20.01.1847
4530,Herz,Adolph v.,,,,,Beschreibung der neuerfundenen Schwimm-Maschine,Schwimmgürtel,Wien,,1845,01.12.1845
4531,Wimmer,Leopold,,,,,Beschreibung der Anfertigung von Kleyen-Ziegeln,"Kleie, Konservierung, Futter",Wien,,1845,08.01.1845
"",,,,,,,"Beschreibung der mechanischen Vorrichtung, worin der privilegiums-Werber ... das Mittel",,,,,
