PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der ... Erfindung, welche ... in einer ihm eigenthümlichen Methode der Vornahme",,,,,
4198,Derffel,Joseph,,,,,"der ersten Vorübungen ohne Tinte und Feder, zum systematischen Schreibunterricht der Jugend",Schönschreiben,Wien,,1845,23.12.1845
"",,,,,,,"bestehet, ...",,,,,
"",,,,,,,Beschreibung der Neuen Vorrichtung das bei Mahlmühlen der Untere und geringere Mühlstein als,,,,,
4199,Kornmueller,Jakob,,,,,,Mühle,Wampersdorf,,1845,22.11.1845
"",,,,,,,Läufer angewendet werden kann,,,,,
"",,,,,,,Privilegiums Beschreibung auf Erzeugung von englischer Schwefelsäure in besser und neu,"Bleikammer,",,,,
4200,Schiffner,Rudolph,Schmidl,Joseph,,,,,Wien,,1844,07.02.1844
"",,,,,,,konstruirten Bleikammern,Schwefelsäuremonohydrat,,,,
"",,,,,,,"Beschreibung der Hut, Haube ... zur Kopfbedeckung für Damen ... mit allen Gattungen Leder von",,,,,
4201,Schnaus,Isidora,,,,,,"Hut, Haube, Lederüberzug",Wien,,1846,30.03.1846
"",,,,,,,aussen und auch von innen überzogen ...,,,,,
4202,Schadlbauer,Ernst,,,,,"Beschreibung der ... Verbesserung seines ... Privilegiums auf Stahlmiederfedern, ...","Stahlfeder, Mieder",Wien,,1840,03.12.1840
"",Escher -,,,,,,"Beschreibung unserer Erfindung u. Verbesserung einer neuen Schiffs-Dampfmaschine und Kessel,",,,,,
4203,,Gustav  Albert v.,Loyd,D.,,,,"Dampfmaschine, Schiffsantrieb",Wien,,1841,25.10.1841
"",Felsenhof,,,,,,...,,,,,
4204,Dixon,Abraham,,,,,"Beschreibung einer Maschine, um Pfähle und Piloten in die Erde zu rammen","Pilotanschlagen, Ramme",Wien,,1841,29.10.1841
"",,,,,,,Beschreibung meiner Verbesserung meiner verbesserten Fabrication aller aus Talg bereiteten,,,,,
4205,Hirschfeld,Wilhelm Karl,,,,,,"Unschlitt, Kerze",Wien,,1843,09.09.1843
"",,,,,,,Kerzen ...,,,,,
"",,,,,,,Specification eines von mir erfundenen Verfahrens zur Erzeugung von gewobenen Woll-Mosaik-,,,,,
4208,Joos,Jakob,Stephan,Leopold,,,,"Wollmosaik, Ausschneiderahmen",Wien,,1844,27.11.1844
"",,,,,,,Bildern,,,,,
"",,,,,,,,"Lokomotive, Eisenbahnwagen,",,,,
4209,Scala,Franz,Scala,Johann,,,Beschreibung der Verbesserung an Locomotiven und Wagons,,Wien,,1844,28.10.1844
"",,,,,,,,"Wagenrad, Getriebe",,,,
4210,Hoffmann,Christian,,,,,"Beschreibung der ... Erfindung einer Tafel-Waage, ...",Schnellwaage,Leipzig,,1844,16.09.1844
"",,,,,,,"Beschreibung der ... neu erfundenen Maschine, mittelst Dampf Roßhaare und Bettfedern ...","Roßhaar, Bettfedern, Federnreinigung,",,,,
4211,Stoehr,Abraham,,,,,,,Wien,,1844,25.10.1844
"",,,,,,,"schnell zu reinigen, ...",Waschmaschine,,,,
4212,Hendrich,Anton,,,,,Beschreibung eines ... neu erfundenen Kapsel-Gewehres,Kapselgewehr,Wien,,1845,20.09.1845
"",,,,,,,Patent auf die von mir erfundene auf Kugeln laufenden Drehscheiben für Eisenbahnen und die,,,,,
4213,Busse,August Friedrich,,,,,,"Drehscheibe, Walzlager",Leipzig,,1845,27.09.1845
"",,,,,,,Anwendung dieses Systems für stehende Wellen,,,,,
"",,,,,,,,"Lokomotive, Eisenbahnwagen,",,,,
4214,Busse,August Friedrich,,,,,"Patent auf die von mir erfundene Construction der Anti Vibrations Räder aus Holz und Eisen, ...",,Leipzig,,1845,27.09.1845
"",,,,,,,,Wagenrad,,,,
"",,,,,,,Patent auf meine Erfindung Achsenbüchsen und Achsenpfannen für Fuhrwerke namentlich für,"Schmierbüchse, Lager,",,,,
4215,Busse,August Friedrich,,,,,,,Leipzig,,1845,08.10.1845
"",,,,,,,Eisenbahnwagen ...,Eisenbahnwagen,,,,
"",,,,,,,Beschreibung und Zeichnung einer Erfindung ... von Hemm- oder Bremsapparaten für Fuhrwerke,,,,,
4216,Busse,August Friedrich,,,,,,Bremse,Leipzig,,1841,08.10.1841
"",,,,,,,und Maschinen aller Art mit zweiseitig wirkender Schraube,,,,,
"",,,,,,,"Patent auf die von mir erfundene Construction und Anwendung von der Länge nach getheilten,",,,,,
4217,Busse,August Friedrich,,,,,,Geleise,Leipzig,,1845,20.09.1845
"",,,,,,,"durch Schäftung verbundenen Eisenbahnschienen, ...",,,,,
"",,,,,,,Patent auf meine Erfindung; einzelne Eisentheil anstatt der Schweißung durch Bleilegierungen zu,,,,,
"",,,,,,,,"Maschinenelemente, Welle,",,,,
4218,Busse,August Friedrich,,,,,"beliebig großen Stücken z.B. Locomotiven und Wagenachsen, Wellen für Mühlen und",,Leipzig,,1845,27.09.1845
"",,,,,,,,"Dauerfestigkeit, Bruchsicherheit",,,,
"",,,,,,,"Dampfmaschinen aller Art, Anker u. sonstige Theile ...u. solche klaglos zu machen, ...",,,,,
"",,,,,,,"Beschreibung einer neuen Erfindung, die Kappen der Spitzen aller Arten von Webeschützen von",,,,,
4219,Mesch,Friedrich,,,,,Stahl glashart zu machen und dieselben bei den Handschützen auf eine eigene Art mit dem Holz,"Schütze, Härten/Stahl",Wien,,1846,26.05.1846
"",,,,,,,der Schütze zu verbinden,,,,,
"",,,,,,,Beschreibung zur Erwirkung des ... Privilegiums wegen Mannskleider Verfertigung aus allen,,,,,
4220,Hutter,Emanuel Jontof,,,,,,"Kleidung, Schneiderei, Roßhaar, Zwirn",Prag,,1843,09.09.1843
"",,,,,,,Stoffen ...,,,,,
"",,,,,,,"Beschreibung eines ganz neuen Verfahrens, wodurch die im Kirschbaumholz häufig","Kirschbaumholz, Furnierholz,",,,,
4221,Mayer,Ferdinand,,,,,,,Wien,,1845,03.01.1845
"",,,,,,,vorkommenden grünen Streifen und Schmutzflecken herausgezogen werden,Imprägnierung/Holz,,,,
"",,Friedrich Heinrich,,,,,,,,,,
4222,Franzenshuld,,,,,,Technischer Plan einer einfachen Militär-Bettstelle aus eisernen hohlen Cylindern,"Militärbett, Stahlrohrmöbel",Wien,,1837,11.12.1837
"",,Hartmann Edl.v.,,,,,,,,,,
4223,Mueller,Ferdinand,Mueller,Mathias,,,Zeigen an eine neue Bleyweiß Farb Reibmaschine erfunden zu haben,"Bleiweiß, Farbmühle",Wien,,1843,20.12.1843
"",Mones,Johann Peter,,,,,"Beschreibung über die ... Verbesserung, welche in ... einem Reit-Sattel, Sicherheits-Sattel genannt,",,,,,
4224,,,,,,,,Sattel,Wien,,1843,06.10.1843
"",d'Elbouix,Joseph v.,,,,,"bestehet, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß er mittelst einer auf den Rauchfang gesetzten",,,,,
4225,Smetana,Peter,,,,,,Champion,Wien,,1845,11.11.1845
"",,,,,,,eigenthümlichen Vorrichtung dem Rauche abhilft,,,,,
"",,,,,,,"Meine Erfindung besteht ... darin, daß ich bey der Feuerstelle, sowohl des Heitzofens, als des",,,,,
4226,Smetana,Peter,,,,,Sparherdes nebst dem gewöhnlichen ... liegenden roste auch noch seitwärts zwei ... Röste,"Ofen, Kochherd, Feuerrost",Wien,,1845,06.11.1845
"",,,,,,,anbringe,,,,,
4227,Kirchberger,Joseph,,,,,Beschreibung der ... Verbesserungen in der Schifffahrt,"Schiffsantrieb, Kettenschiffahrt",Heinrichsgrün,,1843,16.08.1843
"",,,,,,,Descrizione della nuova scoperta che ... consiste nella rivificazione senza alcune confumo di,,,,,
"",,,,,,,,"Knochenkohle, Regeneration, Zucker,",,,,
4228,Conti,Luigi,Giacobbe,Giovanni,,,"compustibile, del nero animale ..., che serve alla decolorazione dei  Siroppi Zuccherini",,Milano,,1844,06.02.1844
"",,,,,,,,Raffinade/Zucker,,,,
"",,,,,,,[Regeneration der Knochenkohle für die Zuckerraffinade],,,,,
