PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der Merkl'schen Bierbräu- und Bierbräu-Abkühlungs Methode: Eiskühle, und des",,,,,
1496,Merckle,Elise,Merckle,Franz,,,"zum Bierbrauen verwendeten und eigends praeparirten gewöhnlichen Brunn- und Flußwassers,","Bier, Kühlapparat, Eiskühlung",Wien,,1825,27.02.1825
"",,,,,,,sohin des Merkl'schen Eisbieres,,,,,
"",,,,,,,"Beschreibung eines verbesserten Apparates, um Behufs der Gasbeleuchtung, Gas zu bereiten aus",,,,,
1497,Browne,John,,,,,"thierischen Oelen, vegetabilischen und mineralischen Oelen aus Fetten, Harzen, Erdharzen oder",Leuchtgas,Wien,,1825,12.03.1825
"",,,,,,,"aus sonstigen Stoffen, welche brennbares Gas zu liefern fähig sind",,,,,
1498,Gross,Franz Joseph,,,,,Beschreibung von die Oeconomische Lichter,"Kerze, Unschlitt, Docht",Wien,,1825,14.03.1825
1499,Berner,Georg,,,,,Beschreibung der ... Getreide-Stampf-Maschine,"Putzmaschine, Getreide",Wien,,1825,19.03.1825
"",,,,,,,"Descrizione dell'invenzione che ... consiste nel preparare da qualunqua rottame di ferro, ed acciajo",,,,,
1500,Crivelli,Antonio,,,,,malleato fuso senz'intervento di flusso alcuno dell'acciajo fuso in tutto simile all'acciajo Inglese,Gußstahl,Milano,,1825,02.03.1825
"",,,,,,,detto Huntzmann ... [Gußstahl],,,,,
1501,Löwy,Gebrüder,,,,,Brennöhl-Reinigungs-Methode erleichtern,Ölraffinade,Wien,,1825,31.03.1825
1502,Sesser,Johann,,,,,"Beschreibung der ... Erfindung, ... daß er eine Maschine zur Verfertigung der Bürsten erfunden, ...","Bürstenbinder, Bohrmaschine",Wien,,1825,30.03.1825
"",,,,,,,"Beschreibung und Zeichnung in zwey Blättern einer Maschine, um Stein, Holz und andere",,,,,
1503,Browne,John,,,,,"Substanzen zu Sägen, welche durch Dampf, Gas, Wasser, Menschen oder Thierkraft getrieben","Holzsäge, Steinsäge",Wien,,1825,07.04.1825
"",,,,,,,wird,,,,,
1504,Wildauer,Johann Nepomuk,,,,,Beschreibung nach der Zeichnung der Bleistift-Maschine,"Bleistift, Fräsmaschine/Holz, Kreissäge",Wien,,1825,25.04.1825
"",,,,,,,"Privilegium auf fünf Jahre auf die Einführung und Vervollkommnung von Verfahrungsarten, die",,,,,
"",,,,,,,,"Seidenkokon, Seidenhaspel,",,,,
1505,Davy,Henry Savill,,,,,"Seide aus den Cocons zu ziehen, und sie auf eine Winde oder eine Spule gehen zu lassen; und auf",,London,,1825,26.04.1825
"",,,,,,,,"Registrierapparat, Zählapparat",,,,
"",,,,,,,die Anwendung eines Mechanismus zum Zählen bei Ausziehen und Aufwinden der rohen Seide,,,,,
"",,,,,,,"Privilegium auf fünf Jahre zur Einführung und Vervollkommnung auf verschiedene Arten den Tull,",,,,,
"",,,,,,,"Bobin net genannt, so wie Mousseline, Gas und andere leichte Stoffe zu verzieren und auf eine","Bobinet, Tull, Spitzen, Gaze, Musselin,",,,,
1506,Davy,Henry Savill,,,,,,,London,,1825,26.04.1825
"",,,,,,,"Methode einzeln Bouquete, Blumen oder andere Verzierungen zu verfertigen, welche geeignet",Kunstblume,,,,
"",,,,,,,"sind, auf Tull Musseline oder andere Geweben aufgetragen zu werden",,,,,
1507,Hlawa,Vinzenz,,,,,Beschreibung einer neuen Schindelmaschine,Schindel,Datschitz,,1825,01.06.1825
1508,Sellier,,,,,,"Beschreibung der Kupferhütchen, ...",Zündhütchen,Wien,,1825,26.02.1825
"",,Franz Sigmund,,,,,Genaue Beschreibung der neu verbesserten bisher noch nicht angewendeten Bleiweiß,,,,,
1510,Emperger,,,,,,,Bleiweiß,Wien,,1825,06.07.1825
"",,Edl.v.,,,,,"Erzeugungsart, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: a) einem Verfahren, alle Arten von lithographischen Arbeiten",,,,,
"",,,,,,,mittelst einer verbesserten Presse ... darzustellen ... b) mit der gewöhnlichen lithographischen,"Lithographie, Presse, Zeugdruck,",,,,
1511,Haeussle,Joseph,,,,,,,Wien,,1825,09.07.1825
"",,,,,,,Verfahrungsart alle Arten von Geweben mit im Waschen haltbaren verschiedenen Farben zu,Appretur,,,,
"",,,,,,,"bedrucken, ... wobei zugleich bei kurzen Gewebstücken die Appretur auf dem Steine gegeben wird",,,,,
"",,,,,,,Beschreibung der ... Erfindung zur Einführung eines neuen Systems von Bahnen mit regelmässigen,,,,,
"",,,,,,,"Geleisen gemacht zu haben, welche ... darin besteht, auf Holzbahnen von besonderem Baue","Pferdebahn, Wagen, Eisenbahn,",,,,
1512,Greathed,Eduard,,,,,,,Wien,,1825,04.08.1825
"",,,,,,,sowohl die gewöhnlichen als besondere Wagen durch Pferde oder mittels beweglicher,Geleise,,,,
"",,,,,,,Dampfmaschinen zu führen,,,,,
1513,Gianicelli,Eugenius,,,,,Beschreibung über die Fortobiano Saiten Drath,Klaviersaite,Wimpassing,,1825,30.07.1825
1514,Bueche,Johann,,,,,Beschreibung uiber die ganz neu erfundene Verbesserung der Regenschirme,Regenschirm,St.Pölten,,1825,19.07.1825
"",,,,,,,Descrizione del miglioramento che ... consiste in uno stromento di sua invenzione denominato,,,,,
1515,Cernuschi,Claudio,,,,,"Pycnometro per conoscere con precisione il punto giusto della cottura dei Sciroppi di zucchero, ...","Raffinade/Zucker, Zucker, Pyknometer",Milano,,1825,06.08.1825
"",,,,,,,[Dichtigkeitsmesser für die Zuckerrafinade],,,,,
"",,,,,,,"Beschreibung des Verfahrens, wie schlagbare Buchenstämme ihrer specifischen Schwere, und",,,,,
"",,,,,,,"Untauglichkeit zur flößung ungeachtet, entweder in ganzen und ungekliebenen Stücken, oder in",,,,,
1516,Bardometz,Bernard,,,,,,Floß,Wien,,1825,12.09.1825
