PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der ... Verbesserung, welche ... in einem Luft-Heizungs Apparat ... bestehet, u. zum",,,,,
"",,,,,,,,"Lokomotive, Dampfkessel, Feuerung,",,,,
4488,Londe,Ludwig,,,,,"Zweck hat 1. die Luft zu heitzen ehe selbe in die Locomotiv-Heitz-Oefen, in die Dampfkessel bey",,Wien,,1842,30.06.1842
"",,,,,,,,"Luftvorwärmer, Luftheizung",,,,
"",,,,,,,"Dampfschiffen u. anderen Dampfmaschinen, u. in die Heitz-Oefen der Wohnung geleitet wird ...",,,,,
4489,Schoenherr,Louis,,,,,Beschreibung des Tuchstuhles,Webstuhl,Chemnitz,,1842,20.09.1842
"",,,,,,,Beschreibung u. Zeichnung der neuen Erfindung resp. Verbesserung eines Apparates ... zur,,,,,
4490,Coutamin,Vinzenz,,,,,"Appretierung der Shawls, Cachemire, des Zitz oder Kattuns, der Wolle, Baumwolle und überhaupt",Appreturmaschine,Wien,,1844,12.11.1844
"",,,,,,,aller Stoffe ...,,,,,
"",,,,,,,Beschreibung der ... erfundenen Wasserhebemaschine ... bloß durch eigenen Luftdruck mittelst,,"Carolinengrund,",,,
4491,Hofmann,Karl,Jakob,Joseph,,,,Flüssigkeitsheber,,,1844,01.10.1844
"",,,,,,,Saugung ...,,Kreis Pilsen,,,
4492,Wergifosse,N.,,,,,"Beschreibung eines neuen Systems zur Anfertigung von Schienen von Eisen und Holz, ...","Geleise, Oberbau",Aachen,,1844,25.10.1844
4493,Trevani,Hedwig,,,,,Beschreibung der verbesserten Frictionszündholzmassa ...,Reibzündmasse,Wien,,1845,13.11.1845
4494,Damboeck,,Faber,,,,Beschreibung der Verbesserung bei Erzeugung von Jacquard Petinets & derlei Spitzen ...,"Petinet, Spitzen",Wien,,1845,03.12.1845
4495,Packh,Nikolaus Franz,,,,,N.F.Packh-sches Luftheitzungs und Luftreinigungs Prinzip,"Luftheizung, Gebläse",Wien,,1846,16.06.1846
"",Hennin de,,,,,,,,,,,
4496,,Eduard de,,,,,Beschreibung sammt Zeichnung der Korksohlen ErzeugungsMaschine ...,"Korksohle, Kreissäge",Wien,,1846,23.07.1846
"",Boussu,,,,,,,,,,,
"",,,,,,,"Beschreibung der ... neuen Erfindung und Verbesserung ...: ein Schönfernrohr, Caleidoscop, in",,,,,
4497,Schelivsky,Vinzenz,,,,,,Kaleidoskop,Wien,,1845,12.02.1845
"",,,,,,,Form eines Kästchens ...,,,,,
4498,Schelivsky,Vinzenz,,,,,Beschreibung des Leuchters,Leuchter,Wien,,1843,11.05.1843
4499,Mueller,Leo,,,,,Beschreibung der ... neuerdings verbesserten Buchdrucker Schnellpressen ...,Schnelldruckpresse,Wien,,1844,23.04.1844
"",,,,,,,"Beschreibung zu dem von dem Daniel Hooibrenk, königl.nassausischen Hofgärten Direktor",,,,,
4500,Hooibrenk,Daniel,,,,,,"Luftheizung, Klimaanlage",Wien,,1846,17.01.1846
"",,,,,,,angesuchten Privilegium auf die Erfindung zur Heitzung großer Lokalitäten mit erhitzter Luft,,,,,
4501,Hammer,Jakob,,,,,Beschreibung der ... Erfindung eines zum Einathmen des Schwefeläthers bestimmten Apparates,"Anästhesie, Betäubungsapparat",Wien,,1847,19.02.1847
"",,,,,,,"... überreicht in der Inlage die Muster sammt Beschreibung, dann Anfertigung von seinen neu",,,,,
4502,Keller,Ignaz,,,,,,Knopf,Wien,,1846,10.12.1846
"",,,,,,,erfundenen Ringelknöpfen ...,,,,,
4503,Heller,Johann Florian,Reisser,Karl,,,Beschreibung der ... Erfindung ...: einer neuen Art ... Einathmungsapparate ...,"Anästhesie, Betäubungsapparat",Wien,,1847,27.02.1847
4504,Siegl,Joseph,,,,,Beschreibung und Darstellung der bergamentartig-elastischen Glanz-Hüte,"Hut, Steifung",Wien,,1841,04.02.1841
"",,,,,,,Beschreibung der verbesserten Ziegelofen und des dabei in Anwendung kommenden neuen,,"Mariaschein,",,,
4505,Huffzky,Karl,,,,,,"Ziegelofen, Feuerung",,,1841,25.01.1841
"",,,,,,,Brennverfahrens,,Kreis Leitmeritz,,,
"",,,,,,,,"Flaschenkork, Schneidemaschine,",,,,
4506,Harvig,John,,,,,Beschreibung der ... Erfindung einer Maschine und Vorrichtung zur Erzeugung der Korkstöpseln ...,,Wien,,1842,17.09.1842
"",,,,,,,,Schleifmaschine,,,,
"",,,,,,,Beschreibung einer neuen Maschine zur Auflockerung und Ausräumung von Erde; - auf dem Lande,,,,,
4507,Davy,Henry Savill,,,,,"zur Anlegung von Eisenbahnen, Canälen, Laufgräben etc.; im Wasser zur Räumung und Vertiefung",Bagger,Wien,,1842,27.08.1842
"",,,,,,,"von Flußbetten, Häfen und anderen Wasserbehältern",,,,,
