PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung von der Verbesserung und Erfindung verschiedener außerordentlich holzsparender,,,,,
2809,Schuster,Franz R.v.,,,,,,"Ofen, Kochherd",Wien,,1840,20.07.1840
"",,,,,,,"Heizungsarten, ...",,,,,
"",,,,,,,"Beschreibung der ... neuen Entdeckung, ..., daß durch Hinzufügung eines Ingredienzes bei der","Indigo, Lösungsmittel, Waidküpe,",,,,
2810,Wuelfing,Karl Friedrich,,,,,,,Troppau,,1835,11.12.1835
"",,,,,,,Führung der Waid Indigo Küppe die Auflösung des Indigo vollkommener vor sich geht,Färben,,,,
2811,Liebl,Anton,,,,,Beschreibung der neu erfundenen Ringe,Ring,Wien,,1840,17.12.1840
"",,,,,,,"Beschreibung der ... Erfindung ...: mittelst auf ganz neue Art construirter Tintenfäßer, die er wegen",,,,,
"",,,,,,,"ihrer Constructions-ähnlichkeit mit Artesischen Brunnen, artesische Tintenfässer benennt, die",,,,,
2812,Reuter,Karl,,,,,,Tintenfaß,Wien,,1839,23.08.1839
"",,,,,,,"Tinte stets in reinem Zustande erhält, ihr Eintrocknen ... sowie die Bildung des Bodensatzes",,,,,
"",,,,,,,"verhindert, und ihr Verschütten verhindert, ...",,,,,
2813,Reible,Johann,,,,,"Beschreibung einer neuen Erfindung und Verbesserung der Uhrkästen, ...",Uhrgehäuse,Wien,,1839,05.09.1839
"",,,,,,,Beschreibung und Gebrauchs-Anweisung der von verschiedener Größe und Bauart hier,,,,,
2814,Kratochwill,Joseph Benedikt,,,,,,Federhalter,Wien,,1840,21.12.1840
"",,,,,,,beyliegenden sechs Stück Mechanischen Schreibringe,,,,,
2815,Reichelt,Joseph,,,,,"A. genaue Beschreibung, und B. Zeichnung der ... neu erfundenen Hobelmaschine, ...",Hobelmaschine,Niemes,,1838,07.09.1838
"",,,,,,,Beschreibung und Zeichnungsplan über die Maschine zum Semel und Speckschneiden in kleine,"Semmelschneiden, Speckschneiden,",,,,
2816,Denk,Johann,,,,,,,Wien,,1840,23.09.1840
"",,,,,,,Theilchen,Schneidemaschine,,,,
"",,,,,,,"Privilegiums Bedingniße für die Erzeugung der Kupfer-Walzen für den Cotton-Druck, und andere",,,,,
2817,Grillo,J.W.,Schmidt,Philipp,,,,"Druckwalze, Zeugdruck, Farbendruck",Wr. Neustadt,,1837,18.09.1837
"",,,,,,,Gegenstände etc. ...,,,,,
2818,Lauterbach,Johann,,,,,"Beschreibung der ... Verbesserung der Eberlastin oder Seidenknöpfe, ...","Hornbearbeitung, Knopf",Wien,,1840,11.09.1840
"",,,,,,,"... zeigt ... an, eine neue Erfindung gemacht zu haben, ..., alle bisherigen erzeugten Bijoutierre-",,,,,
"",,,,,,,,"Armband, Halskette, Halsband,",,,,
2819,Albrecht,Alexander,,,,,"Artikeln, als: Braceletten, Ketten, Coillien, Leibgurten, Ringe, Stirnbänder & & sowohl von Gold,",,Wien,,1839,28.07.1839
"",,,,,,,,"Leibbinde, Schmuck",,,,
"",,,,,,,"Silber und allen anderen Metallen elastisch zu erzeugen, ...",,,,,
"",,,,,,,,"Zucker, Raffinade/Zucker,",,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß mittels besonderer Maschinen die Erzeugung des raffinirten",,,,,
2820,Reyer,,Schlick,,,,,"Filtrierapparat, Verdampfapparat,",Wien,,1826,23.08.1826
"",,,,,,,"Zuckers einfacher und schneller vor sich gehe, ...",,,,,
"",,,,,,,,Siedeofen,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß: Steinzeichnungen auf gewöhnlich grundirte Malerleinwand",,,,,
"",,,,,,,"... abgedruckt, und mit Oelfarben ... ausgemalt werden können; so, daß sie von einem aus freier",,,,,
2821,Simon,Gustav,,,,,,"Lithographie, Oelgemälde, Kopieren",Wien,,1833,26.08.1833
"",,,,,,,"Hand gefertigten Oelgemälde nicht zu unterscheiden sind, und wodurch man ... von einem Bilde",,,,,
"",,,,,,,eine beliebige Anzahl ... Copien ... zu liefern [im Stande ist],,,,,
"",,,,,,,"Beschreibung einer neuen Erfindung respec. Verbeserung, ..., daß er die gedruckten Leinwanden",,,,,
2822,Dutemple,Louis Francois,,,,,"mit hölzernen gestochenen Platten drucken läßt, wodurch der Abdruck genauer und mit weniger","Zeugdruck, Druckplatte",Wien,,1836,29.07.1836
"",,,,,,,Farbstoff ... bewerkstelligt wird,,,,,
2823,Harrison,Thomas,,,,,"Meine Verbesserung beim Verfahren der Bleyweis Erzeugung, ...",Bleiweiß,Wien,,1836,26.07.1836
2824,Schmer,August,,,,,"Gegenstand des Privilegiums ist eine verbesserte Brandweinbrenndampfmaschine, ...","Branntwein, Destillierapparat",Brünn,,1836,07.06.1836
"",,,,,,,"Beschreibung der durch Endesunterzeichnete, nach langen Nachsinnen, Mühe und Kosten ganz",,,,,
2825,Herzog,Vinzenz,Huetthaler,Vinzenz,,,"neu erfundenen, und noch nie gesehenen Maschinen zur Erzeugung der Schiffklammern im kalten","Schiffsklammer, Presse",Graz,,1837,11.08.1837
"",,,,,,,Zustande,,,,,
"",,,,,,,Ausführliche Beschreibung und Zeichnung in 4 Tabellen des schnellesten Vorarbeiters für die,"Krempeln, Vorbereitungsmaschine,",,,,
2826,Preu,Hermann,,,,,,,Wien,,1838,30.07.1838
"",,,,,,,"Baumwollspinnerey, ...",Streckmaschine,,,,
2827,Demuth,Karl,,,,,Genaue Beschreibung der ... neuerfundenen Oehl-Luster und Lampen,"Luster, Lampe",Wien,,1839,02.09.1839
"",,,,,,,"Verbesserung in betreff der Eindeckungs der Steinschifferdächer, ...: daß die Steinschifferdächer in",,,,,
2828,Dechant,Franz,,,,,,"Schiefer, Dach",Brünn,,1840,18.04.1840
"",,,,,,,"gerader Linie, doppelt und in halbzirklicher Form eingedeckt werden, ...",,,,,
2829,Mueller,Ignaz,Sander,Joseph,,,Beschreibung der verbeßerten Schöpfbrunnen oder Pumpen,"Brunnen, Pumpe",Wien,,1840,28.07.1840
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß er bei dem gewöhnlichen ... Stahlfrisch-Prozeß in derselben",,,,,
2830,Obersteiner,Alois,,,,,,"Stahl, Eisenfrischen",Murau,,1839,15.01.1839
"",,,,,,,zeit eine größere Erzeugung von besserer Qualität und mit einem kleineren Kohlenaufwand macht,,,,,
2831,Morton,John Richard jun.,,,,,"Beschreibung meiner Verbesserung in der Vergoldung, ...",Vergolden,Wien,,1836,29.12.1836
2832,Guggenberger,Ignaz M.,,,,,Beschreibung der neuerfundenen selbständig umlaufenden Eisenbahn,"Wagen, Raupenfahrzeug",Budapest,,1836,15.09.1836
"",,,,,,,"Beschreibung der Bestandtheile, und Anwendung der von Gustav Wilhelm Raithel, ehemaligen",,,,,
2833,Raithel,Gustav Wilhelm,,,,,,"Regenwasser, Wasserversorgung",Wien,,1840,12.09.1840
"",,,,,,,"k.k.Offizier Neu erfundenen ""Wasserfang-Maschine"" für Höfe in der Stadt, oder auf dem Lande",,,,,
"",,,,,,,"Beschreibung ... zu dem Gesuch ... auf die Verbesserung der Callesch- und Peitschken-Thürflügel,",,,,,
2834,Knierim,Ferdinand,,,,,"..., daß man die Fenster nicht mehr mit einem Federschluß von außen anhängen muß, sondern ...",Wagentüre,Wien,,1840,16.11.1840
"",,,,,,,theilweise oder ganz senken und heben kann,,,,,
"",,,,,,,Beschreibung der privilegirten Erfindung und Verbesserung in Erzeugung aller Gattungen Kämme,,,,,
2835,Auckenthaler,Franz,Seltmann,Heinrich,,,,"Hornbearbeitung, Kamm, Messerheft",Wien,,1835,11.09.1835
"",,,,,,,und Messehefte aus Ochsen- Schaf- Ziegenhorn Ochsenklauen und Pferdehufe - ...,,,,,
