PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung von Prinzipien, Verfahren und Apparaten, welche auf einer neuen Art Thierhäute",,,,,
2514,Milly,Adrien Gustav de,,,,,,"Leder, Gerberei",Berlin,,1839,15.02.1839
"",,,,,,,"oder Felle, zu gerben Bezug haben, ...",,,,,
"",,,,,,,"Beschreibung von Prinzipien, Verfahren und Apparaten, welche auf Erzeugung von Künstlichen",,,,,
2515,Milly,Adrien Gustav de,,,,,,"Brikett, Presse",Berlin,,1838,29.11.1838
"",,,,,,,"Steinkohlen, ..., Bezug haben, ...",,,,,
"",,,,,,,Descrizione della nuova invenzione che ... consiste in Sostanza nel costruire i piani-forti con,,,,,
2516,Cattaneo,Joseph,,,,,"diverso metodo di quelli delle migliori fabbriche Straniere, e principalmente nell'isolamento della",Klavier,Milano,,1834,21.10.1834
"",,,,,,,Tavola armonica [Tafelklavier],,,,,
"",,,,,,,"Beschreibung der ... Verbesserung der ordinari gezogenen, getauchten u. gegossenen","Unschlitt, Raffinade/Unschlitt, Kerze,",,,,
2517,Schlesinger,Anton,,,,,,,Wien,,1825,14.02.1825
"",,,,,,,"Unschlittkerzen, ...",Docht,,,,
"",,,,,,,,"Imprägnierung/Schuhsohle, Schuh,",,,,
2518,Schretzmayr,Mathias,,,,,Beschreibung der ... Verbesserung in Verfertigung der Männer- und Frauen Schuhe und Stiefel,,Wien,,1834,10.03.1834
"",,,,,,,,Stiefel,,,,
2519,Pfister,Mathias,Schenk,Jakob,,,"Beschreibung der ... Erfindung bei Verfertigung der Stiefel und Schuhe, ...","Schuh, Stiefel, Schuheinlage",Wien,,1834,05.04.1834
2520,Graeffer,Franz,,,,,Beschreibung des Sicherheits-Steigbügels ...,Steigbügel,Wien,,1837,25.10.1837
"",,,,,,,"... zeugt ... an, eine ganz neue Verbesserung gemacht zu haben, ... daß; er in der Klavitur",,,,,
2521,Mueller,Joseph,,,,,gegenwärtigen unvollkommenen ausgeführten Acordions (Blasbalg Harmonika) ... eine ganz neue,"Ziehharmonika, Klaviatur",Wien,,1839,02.10.1839
"",,,,,,,"Verbesserung in derselben erfand, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., Wagenachsen zu verfertigen, um welche sich die ebenfalls",,,,,
"",,,,,,,"eigens construirten Radbüchsen, vermittelst in Ersteren angebrachten Frictionsrollen bewegen,","Wagenachse, Wälzlager,",,,,
2522,Bollinger,Samuel,,,,,,,Wien,,1839,02.03.1839
"",,,,,,,"wodurch eine sehr bedeutende Verminderung der Reibung hervorgebracht, und auch an Schmiere",Schmierbüchse,,,,
"",,,,,,,erspart wird,,,,,
"",,,,,,,"Beschreibung der ... Erfundenen Vorichtung, zum Einarbeiten von Nahmen, Zahlen u.dgl. in die",,,,,
2523,Weingaertner,Johann Nikolaus,,,,,,"Weberkamm, Jacquardmaschine, Karte",Wien,,1834,11.08.1834
"",,,,,,,verschiedenen Webestoffe,,,,,
"",,,,,,,"Beschreibung meiner Verbesserung ..., die ... auf eine neue ... Zündhölzcheneinlegmaschine des",,,,,
2524,Stenger,Johann,,,,,,"Zündholz, Einlegemaschine",Wien,,1838,20.03.1838
"",,,,,,,H.St.Romer's angewendet wird- ...,,,,,
"",,,,,,,"Descrizione della Teoria degli apparati per la distillazione del Liquidi, per la Rectificazione delle","Branntwein, Aquavit, Destillierapparat,",,,,
2525,Pasqualoni,Gaetano,,,,,,,Como,,1833,30.10.1833
"",,,,,,,"Acquevite, e de Lambichi usitali ... [Branntwein-Destillier- u. Rektifikationsapparat]",Rektifizierapparat,,,,
2526,Smekal,L.C.,,,,,Beschreibung der neuen Verbesserung einer Papier Beschneidmaschine,"Papier, Zwinge",Wien,,1839,24.01.1839
"",,,,,,,"Angaben über die Erfindung und Verbesserung der Broncen, so wie der feinen",,,,,
"",,,,,,,,"Gußeisen, Bronzieren, Vergolden,",,,,
2527,Glanz,Joseph,,,,,"Eisengußfabrikation, dann des Verfahrens den Eisengußfabrikaten das täuschende Ansehen zu",,Wien,,1830,25.08.1830
"",,,,,,,,"Versilbern, Verkupfern",,,,
"",,,,,,,"geben, als wären dieselben aus edlen oder anderen Metallen verfertigt, ...",,,,,
"",,,,,,,"Beschreibung neuer Verfahren, um Metalle durch Cementation zu legiren, vorzüglich anwendbar,",,,,,
"",,,,,,,,"Kupfer, Eisen, Legierung, Zementieren,",,,,
2528,Westenholz,Friedrich Ludwig,,,,,"das Kupfer und das Eisen zu conservieren, deren Ansehen zu verändern, und denselben mehr",,Wien,,1838,19.03.1838
"",,,,,,,,"Oberflächenschutz, Korrosionsschutz",,,,
"",,,,,,,Glanz zu geben,,,,,
"",,,,,,,Descrizione del miglioramento d'invenzione della Machina a Vapore per li Battelli ...,"Dampfmaschine, Schiffsantrieb,",,,,
2529,Polli,Felice,,,,,,,Trieste,,1835,07.12.1835
"",,,,,,,[Dampfmaschinen für Schiffe],Getriebe,,,,
"",,,,,,,Beschreibung der ... [Erfindung]: 1.durch Mischung verschiedener thierischer Haare und Seide,,,,,
2530,Auhl,Franz,,,,,,Hut,Wien,,1838,26.12.1838
"",,,,,,,Filzhüte zu erzeugen ... 2.diese Hüte mittelst einer neu erfundenen Massa zu steifen,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß in der schon gekannten verschiedenartig gefärbten",,,,,
2531,Haenisch,Franz,,,,,"Transparent Seife innerlich beliebige Nahmen und Devisen in allen Schriftarten, dann","Seife, Transparentseife, Färben/Seife",Wien,,1837,27.11.1837
"",,,,,,,"Verzierungen ... angebracht werden, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß mit einer ganz neuen Methode alle Metallschmelzungen in",,,,,
2532,Obersteiner,Alois,,,,,,"Metall, Schmelzen",Murau,,1834,18.12.1834
"",,,,,,,Tiegeln ... erzielt werden,,,,,
2533,Lax,Joseph,,,,,Beschreibung meiner erfundenen Vorrichtung zur verbesserten Meillerverkohlung,"Holzkohle, Verkohlen, Kohlenmeiler",Gmünd,,1830,15.02.1830
"",,,,,,,Beschreibung der Dampf-Maschine zur Reinigung der Bettfedern und rohen Schaaf und Baum-,"Bettfedern, Schafwolle, Baumwolle,",,,,
2534,Kurth,Eduard,,,,,,,Wien,,1834,31.10.1834
"",,,,,,,Wolle,"Federnreinigung, Wollwäsche",,,,
"",,,,,,,Ausführliche Patentmäßige Beschreibung einer Verbesserung der Transversal Cylinder-,,,,,
2535,Pflieger,Ernst,,,,,,Tuchschere,Bielitz,,1837,24.01.1837
"",,,,,,,Scheermaschine,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., aus einem chemischen Präparate Blumen, Bilder,",,,,,
"",,,,,,,,"Plastische Masse, Modellieren,",,,,
"",,,,,,,"Zimmerverzierungen, dan zur Fassung für verschiedene Bijouterie und Papparbeit ähnliche, und",,,,,
2536,Becher,Adalbert,,,,,,"Siegellack, Färben/Siegellack, Blau,",Münchengraz,,1837,02.03.1837
"",,,,,,,"verwandte Gegenständ, Addressen, und Visitenkarten, endlich Wappen ... Versieglungszeichen ...",,,,,
"",,,,,,,,"Indigo, Gelb, Rot, Schwarz",,,,
"",,,,,,,zu erzeugen ...,,,,,
"",,,,,,,Erklärung der Maschine mit welcher man Bildhauer- und Kunstschnitzarbeiten so wie auch,"Holzschnitzerei, Gewehrschaft,",,,,
2537,Berchtold,Karl Graf,Hoffmann,Joseph,,,,,Wien,,1838,12.01.1838
"",,,,,,,Gewehrschäfte erzeugen kann,Drechselbank,,,,
