PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung einer neuen Erfindung und Verbesserung, ..., die musikalischen Instrumente","Harmonika, Musikinstrument,",,,,
2368,Claudius,Heinrich R.v.,,,,,,,Wien,,1836,01.12.1836
"",,,,,,,"überhaupt- /: insbesondere aber alle Arten von Harmonikas ... zu construiren und zu gestalten, ...","Notenschrift, Fingersatz",,,,
"",,,,,,,"Beschreibung und Zeichnung der ... Erfindung ..., mittelst einer Hadernstampfmaschine den Zeug",,,,,
2369,Grimm,Anton,,,,,"nicht nur allein reiner und faßriger zu erzeugen, sondern auch ... das doppelte Quantum der","Hadern, Stampfwerk",Fischamend,,1837,19.04.1837
"",,,,,,,bisherigen Maschinen zu liefern ...,,,,,
"",,,,,,,"Beschreibung von Feuerungs-Apparaten, ... auf Vorbereitung der Speisungsluft zur Decomposition",,,,,
2370,Orth,Louis v.,,,,,,"Feuerung, Luftvorwärmer",Stuttgart,,1838,26.01.1838
"",,,,,,,bei Brandöfen und Kesselfeuern,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., aus einer besonderen Compositions alle Gattungen galanterie","Plastische Masse, Modellieren,",,,,
2371,Doering,Franz,,,,,,,Wien,,1837,08.03.1837
"",,,,,,,"Waaren, unter den Nahmen, Japanische-Galanterie-Waaren, zu erzeugen, ...","Galanterie, Spielzeug",,,,
"",,,,,,,"Beschreibung der Verbesserung A) Aus Seifensiederlauge und Asche Pottasche zu erzeugen, ... B)",,,,,
"",,,,,,,das Eis oder Salzwasser welches während des Gefrornen machen durch die Auflösung des Salzes,"Seifensiederlauge, Asche, Pottasche,",,,,
2372,Ujhely,Sigmund Joseph,,,,,,,Wien,,1837,20.12.1837
"",,,,,,,"und Eises entsteht, schneller, reiner und wollfeiler ab zu dampfen als bei der bis nur üblichen","Verdampfapparat, Filtrierapparat",,,,
"",,,,,,,Manipulation geschiehet,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ... a) das Durchschwitzen der Röcke und Beinkleider beseitigt","Kleidung, Schneiderei, Schweißblatt,",,,,
2373,Haslinger,Johann,,,,,,,Wien,,1834,28.02.1834
"",,,,,,,"wird, b) das benante Kleider weit dauerhafter sind, ... c) daß das Tuch die Farbe ... gut erhält",Imprägnierung/Schweißblatt,,,,
2374,Goldberger,Philipp,,,,,"[Neuer Art, mit Indigo zu färben]","Indigo, Färben",Budapest,,1827,26.11.1827
"",,,,,,,Beschreibung über die ... Erfindung bei denen bisher üblichen Kaffeemaschienen das Fülterieren,,,,,
2375,Messerer,Andreas,,,,,,"Kaffeemaschine, Filtrierapparat",Karlsbad,,1833,05.09.1833
"",,,,,,,"besser, schneller und reiner und der Gesundheit unnachtheilig zu bewirken",,,,,
"",,,,,,,"Anwendung und Bestandtheile der ... Erfindung, Watta aus Flachs, Hanf und den Abfällen dieser",,,,,
2376,Aupeka,Katharina,Dworzak,Franz,,,,"Hanf, Flachs, Werg, Watte",Prag,,1834,27.01.1834
"",,,,,,,"Produkte, nehmlich aus Werg, ..., zu erzeugen",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß er Ruhesesseln und Sofas verfertiget welche durch",,,,,
"",,,,,,,"angebrachten Mechanismus im Innern, jede Lage in horizontaler, schiefer und wagrechter",,,,,
"",,,,,,,,"Lehnstuhl, Diwan, Liegestuhl, Bett,",,,,
2377,Kovats,Joseph,,,,,"Richtung für den Körper zu geben vermögen, mittelst eines Druckers /:Hebels:/ nebst eines",,Wien,,1834,26.03.1834
"",,,,,,,,Fußschemel,,,,
"",,,,,,,"Fußschemels, der sich erst nach dem Berühren des ... Hebels ... darstellt, ... zu einem Ruhebett für",,,,,
"",,,,,,,2 Personen dienet,,,,,
2378,Ulbricht,Wenzel,,,,,Beschreibung der verbesserten Hutfabrication in allen ihren practischen Verrichtungen,Hut,Brünn,,1834,01.04.1834
2379,Hellmer,Ignaz H.,,,,,"Beschreibung der ... Verbeserung in der Erzeugung von Halbwachskerzen, ...","Unschlitt, Wachs, Kerze",Wien,,1831,04.05.1831
2380,Pritchard,Joseph,,,,,"Verbesserung im Baue der Dampfschiffe, welche für die Seefahrt bestimmt sind",Schiffbau,Wien,,1834,07.05.1834
"",,,,,,,"... zeigt ... an, eine neue Erfindung gemacht zu haben, ..., daß: Zwey der Mehrere eigens",,,,,
"",,Joseph Anton,,,,,,,,,,
2381,Sonnenthal,,,,,,"konstruirte und an einem Schiff angebrachte Stoßhebel, mittelst einer Dampfmaschine,","Schiffsantrieb, Getriebe",Wien,,1836,01.08.1836
"",,Baron v.,,,,,,,,,,
"",,,,,,,"Menschen, oder sonst eine Kraft in Bewegung gesetzt, dasselbe vorwärts stossen ...",,,,,
"",,,,,,,Beschreibung einer neuen Erfindung respective Verbesserung der Marmorirungs-Glaslacke auf,,,,,
"",,,,,,,"alle trockenen Gegenstände, als Holz, Mauer, Stein, Gyps und Metalle, so wie auch auf",,,,,
2382,Plach,Georg,,,,,,"Marmorieren, Lack",Wien,,1836,21.11.1836
"",,,,,,,"Papiertapeten, welche dadurch der Feuchtigkeit und Hitze nach vollendeter Arbeit ohne Schaden",,,,,
"",,,,,,,"ausgesetzt, schneller ... geliefert werden kann, ...",,,,,
"",,,,,,,"Zeichnung und Beschreibung, ..., daß die Verfertigung der Billards, deren Platten von Gußeisen",,,,,
"",,,,,,,"gemacht werden ... und keiner Verkrümmung oder Schwindung unterworfen sind, ... ferner auf",,,,,
2383,Demel,Franz,Dietzler,Karl,,,,"Bobelmaschine/Metall, Billardplatte",Wien,,1837,19.06.1837
"",,,,,,,eine erfundene Verbesserung an der Metal-Hobelmaschine zur Bearbeitung und Abgleichung der,,,,,
"",,,,,,,"Billiardplatten, ...",,,,,
"",,,,,,,"Beschreibung des neu erfundenen, mittelst eines innerlichen Mechanißmus bewegten",,,,,
2384,Arnstein,Ignaz Frh.v.,,,,,,Schwungrad,Wien,,1839,20.02.1839
"",,,,,,,Schwungrades zur Vermehrung der Kraft bei Wasser und anderen Werken,,,,,
"",,,,,,,Zufolge erhaltenen Befehl hat der Unterzeichnete Bittsteller die Ehre die bereits einer hohen,,,,,
2385,Davis,John,,,,,Behörde vorgelegten Zeichnung eines TaucherApparats in Begleitung der verlangten Models der,Taucheranzug,Triest,,1836,01.03.1836
"",,,,,,,"Machine eigentlich Helmes, beyfolgend zu überreichen",,,,,
2386,Bilharz,Johann Nepomuk,Bilharz,Kandidus,,,Beschreibung der neuen Erfindung und Verbesserung auf StearinKompositionsKerzen,"Stearin, Kerze",Wien,,1838,13.09.1838
"",,,,,,,Descrizione della nuova Scoperta che ... consiste nel distruggere il principio ... la malettia detta il,,,,,
2387,Bassi,Agostino,,,,,"Segno, Colicco, o Moscardino die Bachi da Seta, i nei mezzi di sanare li Bachi stessi effetti dal",Seidenraupe,Milano,,1836,16.04.1836
"",,,,,,,risprito Morbo [Die Starr- oder Steißsucht der Seidenraupen gleich am Beginn mit Erfolg zerstören],,,,,
"",,,,,,,"Beschreibung der ... Erfindung einer einfachen, wohlfeilen und zweckmässigen",,,,,
2388,Buergermeister,Anton,,,,,,Dreschmaschine,Langenhof,,1835,28.02.1835
"",,,,,,,Getreiddreschmaschine ...,,,,,
"",,,,,,,"Beschreibung der Erfindung ...: wollene, baumwollene, seidene und überhaupt gewebte Stoffe mit",,,,,
2389,Haeussle,Joseph,,,,,"lithographischen Pressen und zwar auf einer oder zwey Seiten in allen Farben zu verzieren,","Fahnenstoff, Zeugdruck, Lithographie",Wien,,1837,01.07.1837
"",,,,,,,welches der Fall bey Fahnen oder Flaggen ist,,,,,
