PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung nebst Zeichnung einer neu erfundenen Maschine zum Walken von gewebten und,,,,,
4011,Guelcher,Theodor,,,,,gefilzten Schafwollentüchern. Theodor Gülcher im Auftrag der Phönix Gesellschaft [für,"Schafwollstoff, Filztuch, Walken",Wien,,1841,18.12.1841
"",,,,,,,Maschinenbau aller Art zu Gent im Königreiche Belgien],,,,,
"",,,,,,,Beschreibung der ... Erfindung ...: mittelst einer eigenen Vorrichtung Schaf- und Baumwollstoffe so,,,,,
"",,,,,,,,"Baumwollgarn, Schafwollgarn,",,,,
4012,Elbogen,Heinrich,,,,,"zuzurichten, zu weben und zu erzeugen, daß dabei die gewebte Waare ... an Schönheit und",,Wien,,1843,19.01.1843
"",,,,,,,,"Imprägnierung/Garn, Stoff",,,,
"",,,,,,,"Ansehen gewinnt, ...",,,,,
"",,,,,,,"Zeigen an, eine ganz neue Erfindung, zwey Expansionsschuber in den Locomotiv Cylinder in",,,,,
"",,,,,,,,"Lokomotive, Dampfzylinder, Schieber,",,,,
4013,Armbruster,Fidelius,Sessler,Joseph,Buehler,Guenther,"Anwendung zu bringen, welche von dem Locomotivführer durch einen Hebel augenblicklich für",,Wien,,1842,27.01.1842
"",,,,,,,,Steuerung,,,,
"",,,,,,,beliebige Dampfeinströmung eingerückt werden können,,,,,
"",,,,,,,,"Sticklade, Nadelstab, Bandstuhl,",,,,
4014,Messat,Anton,Moering,Andreas,Wallner,Ignaz,Beschreibung einer Sticklade auf Mühl-schub- oder Handstühle mit Nadelstäbe,,Wien,,1843,10.02.1843
"",,,,,,,,Posamentierstuhl,,,,
"",,,,,,,Beschreibung der neuen verbesserung der Vorichtung zur Erzeugung der Herren- u. Damen-,,,,,
4015,Backhausen,Joseph,,,,,"Mieder ohne Nadelstich auf einem gewöhnlichen Webstuhle, blos mit einem Tritt unter","Mieder, Webstuhl, Jacquardmaschine",Wien,,1844,22.01.1844
"",,,,,,,veränderung einer Chaquart Maschine,,,,,
4016,Liszka,Eduard,,,,,Genaue und umständliche Beschreibung der Metallös-Knöpf ...,Knopf,Wien,,1844,23.02.1844
"",,,,,,,"Beschreibung sammt Zeichnung der ... Verbesserungen im Mechanismus der Fadenzubereitung,",,,,,
"",,,,,,,,"Schafwolle, Flachs, Seide, Spinnen,",,,,
4017,Urling,Roo W.,,,,,"des Spinnens und Spulens der Schafwolle, des Flachses, der Seide und anderer spinnbarer Stoffe,",,Wien,,1844,12.01.1844
"",,,,,,,,"Spulen, Fadenführung",,,,
"",,,,,,,...,,,,,
4018,Minotto,Giovanni,,,,,Descrizione del nuovo modo di impulsione per le barche [Schiffsantrieb],Schiffsantrieb,Venezia,,1844,26.01.1844
"",,,,,,,,"Hobeleisen, Stemmeisen,",,,,
"",,,,,,,Beschreibung der Erfindung & Verbesserung in der Erzeugung der mit in- und außländischen,,,,,
4019,Weiss,Johann,Weiss,Vinzenz,,,,"Werkzeugstahl, Plattieren,",Wien,,1844,29.01.1844
"",,,,,,,"Gußstahl aufgelegten Hobeleisen, Stemm- und andere Werkzeuge",,,,,
"",,,,,,,,Härten/Stahl,,,,
"",,,,,,,"[Beschreibung der] Verfahrungsweise, um jede Gattung vegetabilischen und animalischen",,,,,
4020,Juenemann,Friedrich,,,,,,"Fett, Gasapparat, Kerze",Wien,,1845,29.01.1845
"",,,,,,,Fettstoff zu cristallisiren und daraus Kerzen zu erzeugen,,,,,
4021,Huber,Matthias,Rupprecht,Michael,,,Beschreibung der Erfindung resp. Verbesserung der Luftfahrt - Eisenbahn,Vergnügungsbahn,Wien,,1845,01.02.1845
4022,Gallieni,Francesco,,,,,Descrizione del nuovo congegno ... della ruote ... [Wälzlager],Wälzlager,Milano,,1845,18.01.1845
4023,Balling,Michael,,,,,Beschreibung einer neuen eigenthümlichen Art Schnellseifenbereitung ...,Seife,Czaslau,,1845,10.02.1845
4024,Moser,Joseph,,,,,Beschreibung der ... Erfindung und Verbesserung des Wagen Baues,Wagen,Wien,,1838,26.01.1838
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza in un nuovo metode e nuova,,,,,
4025,Salvini,Andrea,,,,,macchina da fabbricazione tubi di lamiera di ferro ... che servono all'incannallamento delle acque,Dachrinne,Brescia,,1836,29.03.1836
"",,,,,,,... [Blechröhren zur Regenwasserableitung],,,,,
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza in un processo economico per,,,,,
"",,,,,,,l'impressione delle etichette od indirizzi in oro od in argento sopra qualunque materia e,"Zeugdruck, Golddruck, Silberdruck,",,,,
4026,Ceroli,Domenico,,,,,,,Milano,,1839,11.03.1839
"",,,,,,,singularmente sopra tessuti per uso de Cappelaj [Gold- und Silberdruck für Etiketten oder,"Etikette, Hutfutter",,,,
"",,,,,,,Adressen auf Stoff und Hutfutter],,,,,
"",,,,,,,,"Eisen, Hochofen, Walzwerk,",,,,
4027,Balleydier,Fratelli,,,,,Descrizione del metodo nuovo di fondere e trattare il ferro ... [Eisenschmelzung und -behandlung],,Milano,,1839,14.11.1839
