PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der ... Erfindung und Verbesserung, ..., daß: die theils neu erfundene, theils",,,,,
1397,Schuetz,Leopold,,,,,,"Darmsaite, Saitling",Wien,,1832,18.04.1832
"",,,,,,,"verbeßerte Erzeugungsmanipulation, aus gedörrten Saitlingen Darmsaiten zu fabriciren, ...,",,,,,
1398,Machts,Franz,,,,,Beschreibung der ... Verbesserung von Uhrblattern aus gewalzten dehnbaren Metallblech-Abfällen,"Zifferblatt, Uhrmacher",Wien,,1834,06.02.1834
"",,,,,,,"Beschreibung, unsere neue Art Oehlleuchter zu erzeugen, in welchen das Oehl durch Anwendung",,,,,
1399,Machts,Franz,,,,,,Leuchter,Wien,,1834,21.08.1834
"",,,,,,,"eines Gewichtes bis zum Brennpunkte in die Höhe getrieben wird, ...",,,,,
"",,,,,,,Beschreibung einer neuen Verbesserung in der bisher gewohnten Publikationsweise von aller Art,,,,,
"",,,,,,,"Bekanntmachungen, unter Benennung der calator, ..., daß sowohl Privatpersonen als alle",,,,,
1400,Kramerius,Wenzel,Seeling,Franz,,,Unterbehörden ihre zur öffentlichen Bekanntmachung geeigneten mit der Druckbewilligung,Plakatierungstafel,Wien,,1835,27.06.1835
"",,,,,,,versehenen Anzeigen ... in diesen zum Anschlagen ... bestimmten Blatte bekannt gemacht,,,,,
"",,,,,,,erhalten,,,,,
"",,,,,,,Mathematische Zeichnung und Beschreibung der Erfindung ... in der Verfertigung der Pendil-,,,,,
1401,Schenk,Alois,,,,,,Pendeluhr,Wien,,1835,23.08.1835
"",,,,,,,Monat-Uhren ...,,,,,
"",,,,,,,Beschreibung der neuen Entdeckung und Verbesserung in der Roth- und Weis-Gerberey alle,,,,,
"",,,,,,,Sorten von Haute und starke Wollstoffe auf eine neue noch nicht bekannte Art höchst einfach und,,,,,
1402,Froehlich,Anton,Froehlich,Karl,,,,"Gerberei, Leder, Lederstoff",Kolin,,1835,14.03.1835
"",,,,,,,"schnelle zu gerben, wie ein zu jedem Gebrauch dauerhaftes Leder verschiedener Gattung zu",,,,,
"",,,,,,,erzeugen,,,,,
"",,,,,,,"Beschreibung der Erfindung einer neuen Blasmaschine, welche die bisherigen Blasbälge ganz",,,,,
1403,Kauffmann,Karl,,,,,,Gebläse,Wien,,1834,01.08.1834
"",,,,,,,"entbehrlich macht, ..., daß eine solche ... Maschine immerwährend fortbläßt, ...",,,,,
