PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,Jakob Franz,,,,,"Beschreibung der ... Verbesserung, welche ... in einem eigenthümlichen Verfahren beym Hütten-",,,,,
5733,Hemberger,,,,,,,Elektrometallurgie,Wien,,1847,17.08.1847
"",,Heinrich,,,,,Prozeße /:Metallurgie im Großen:/ besteht ...,,,,,
5734,Bodmer,Johann Georg,,,,,"Beschreibung ... der ... Verbesserung im Eisenbahn Wesen, ...","Eisenbahn, Oberbau, Geleise",Wien,,1847,07.06.1847
"",,,,,,,Beschreibung einer neuen Verbesserung im Verfahren bei dem Auswaschen der vom Kalk,,,,,
"",,,,,,,,"Stearinsäure, Fällungsmittel,",,,,
"",,,,,,,"befreiten, zur Bereitung der Stearinsäure-Kerzen bestimmten Fettsäuremasse mittelst",,,,,
5735,Bauer,Franz,Boehm,Karl,Riegler,Anton,,"Gipswasser, Saures,",Wien,,1847,30.04.1847
"",,,,,,,"Verwendung des sauren Wassers, das nach Fällung des Gypses sich geklärt hat, anstatt der",,,,,
"",,,,,,,,"Schwefelsäureersatz, Kerze, Polieren",,,,
"",,,,,,,Schwefelsäure; sowie im Verfahren der Polirung der fertigen Kerzen,,,,,
5736,Bauer,Franz,Boehm,Karl,Riegler,Anton,Beschreibung einer neu erfundenen Maschine zum Poliren der Kerzen,Kerze Polieren,Wien,,1847,06.07.1847
5737,Demuth,Peter,,,,,Beschreibung der ... Verbesserung der Moderateur oder Regulator-Lampen,Lampe,Wien,,1847,30.08.1847
5738,Tichy,Anton,,,,,"Verbesserung in der Erzeugung von Schmiede-Eisen, und verschiedener Eisenverbindungen","Eisen, Raffinade/Eisen, Gußeisen",Wien,,1850,22.06.1850
"",,,,,,,Beschreibung des neuen Drathes zur Ziehung electrisch-magnetischer Telegraf-Linien seiner,,,,,
5739,Gleisberg,Friedrich,Selka,Anton,Selka,Joseph,,Leitungsdraht,Wien,,1850,25.05.1850
"",,,,,,,Erzeugung und Angabe seiner Vorzüge im Vergleiche mit Kupfer- und Eisendraht,,,,,
"",,,,,,,"... Erfindung, alle Gattungen Schmier als auch fester Seife aus einem Körper zu sieden, welcher",,,,,
5740,Preshel,Johann,,,,,,"Rübölsatz, Seife, Schmierseife",Wien,,1839,23.05.1839
"",,,,,,,noch niemals zu diesem Zwecke verwendet wurde,,,,,
5741,Tichy,Anton,,,,,Verbesserungen in der Erzeugung von versilberten Glasgegenständen,"Glaswaren, Versilbern",Wien,,1850,22.06.1850
5742,Tichy,Anton,,,,,Verbesserungen in der Darstellung gewisser Metall-Legierungen,"Zink, Eisen, Legierung",Wien,,1850,22.06.1850
"",,,,,,,Beschreibung meiner neuen Erfindung resp. Verbesserung ... einer neuen Drehart und Appretur,,,,,
5743,Taeuber,Ferdinand,,,,,,"Spagat, Zwirnen",Wien,,1847,18.06.1847
"",,,,,,,von allen Gattungen von Spagaten ...,,,,,
"",,,,,,,Genaue Beschreibung der Verfahrungsart zur Erzeugung der Stahlsaiten. Erfunden durch Franz,,,,,
5744,Miller,Franz,,,,,"Miller, Chef der k.k. Landesprivilegirten Uhrfeder-Gußstahl & Stahlwaaren Manufaktur der Martin",Stahlsaite,Wien,,1847,28.06.1847
"",,,,,,,Miller & Sohn: Gumpendorf 351,,,,,
5745,Marcand,Stefano Abraamo,,,,,Descrizione dell'Apparecchio flogostatico ... [Gas- und Oel-Lampe],Lampe,Milano,,1847,21.01.1847
5746,Paltrineri,Giovanni,,,,,Esposizione e Descrizione di un particolar modo di costruire le valvole ... [Schieber und Ventile],"Schieber, Ventil",Milano,,1847,
"",,,,,,,Beschreibung und Zeichnung einer neuen Verbeßerung der Erfindung eines neuen,,,,,
5747,Decker,Eduard Camille,,,,,,Trittbrett,Wien,,1847,14.07.1847
"",,,,,,,"Kutschentrittsystems, ... [Text dt. u. frz.]",,,,,
