PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
35,Baer,Johann,Moser,Joseph,,,Beschreibung zur Verfertigung der neu verbesserten katoptischen Strassenbeleuchtungslampen,Straßenbeleuchtung,Wien,,1823,16.07.1823
36,Schuster,Johann Georg,,,,,Beschreibung des Gewehrfeuerzeuges [Flintenschloß],Gewehrschloß,Wien,,1821,04.11.1821
37,Schuster,Johann Georg,,,,,Beschreibung der ... verbesserten Metallschreibfedern,Schreibfeder,Wien,,1821,17.11.1821
"",,,,,,,"Beschreibung der ... neuen Verbesserung, welche ... darin besteht, daß er mittelst einer einfachen",,,,,
38,Schuster,Johann Georg,,,,,"und dauerhaften Vorrichtung die Feuergewehre dermaßen verbessert, daß man kein Zündpulver",Gewehr,Wien,,1822,23.07.1822
"",,,,,,,aufzuschütten braucht ...,,,,,
"",,,,,,,Beschreibung der neu gemachten Verbesserung in Vereinigung aller bisher gebräuchlichen,,,,,
39,Wackenhagen,Karl,Wibel,Friedrich,,,"Uhrmacher-Werkzeuge auf einem Brett, vermittelst welchem man eine jede Uhr verfertigen kann,",Uhrmacher,Wien,,1823,10.07.1823
"",,,,,,,und zwar mit Einsparung der Hälfte Zeit,,,,,
"",,,,,,,Descrizione della macchina ... per dirompere e preparare il Lino e la Canapa senza il prefidio della,,,,,
"",,,,,,,,"Flachsbrechmaschine,",,,,
40,Catlinetti,Giovanni,,,,,"macerazione, per trebbiare i grani, e per altri simili usi, con tutte le sue parti non visibili nel",,Milano,,1821,30.06.1821
"",,,,,,,,Hanfbrechmaschine,,,,
"",,,,,,,disegno qui annesso,,,,,
41,Probst,Cajetan,,,,,Beschreibung der Einrichtung auf eine besondere Art Latern mit Oel zu Herrschaft-Wägen,"Laterne, Wagenlaterne",Wien,,1821,27.03.1821
"",,,,,,,"Beschreibung der Verbesserung welche im wesentlichen darin besteht, daß sie nach einer, ihnen",,,,,
"",,,Salm -,,,,,,,,,
42,Reichenbach,Karl,,Hugo Altgraf v.,,,eingethümlichen Weise erzeugten Holzessig zur Bereitung eines Baryts und der Baryts zu,"Baryt, Barytsalze, Holzessig",Wien,,1823,14.04.1823
"",,,Reifferscheid,,,,,,,,,
"",,,,,,,verschiedenen technischen Verwendungen anwenden,,,,,
"",,,,,,,"Die höchste Räderkraft im Maschinenwesen, angewendet bey einer neuerfundenen Preß-Heb-",,,,,
43,Spitzbarth,Andreas,,,,,,"Getriebe, Seilwinde",Wien,,1821,30.03.1821
"",,,,,,,"und Zugmaschine, auch Triebwerk aller Gattungen Mühlen ...",,,,,
44,Girzik,Peter Anton,,,,,Anweisung zur Bereitung eines wolfeilen Punsches auf vierzig Maß Wasser gerechnet,Punsch,Wien,,1823,22.03.1823
45,Girzik,Peter Anton,Stenko,Prokop,,,Anweisung zur Bereitung der künstlichen trockenen Hefe oder Görben [Germ],Hefe,Wien,,1823,22.05.1823
"",,,,,,,Beschreibung uiber die ... neu erfundenen und im oesterreichischen Staate noch nie bestandenen,,,,,
46,Lueger,Mathias,,,,,,"Brunnen, Schöpfwerk",Wien,,1821,13.03.1821
"",,,,,,,zwei Brunn-Schöpf-Doppelwerke,,,,,
47,Besetzny,Franz,,,,,Die Verbesserung der Guitarren-Stimmenschrauben,"Stimmschraube/Gitarre, Gitarre",Preßburg,,1822,27.07.1822
48,Seitter,M.A.,,,,,"Beschreibung des ... erfundenen Stoffes zu Damenkleidern, genannt Bourre de Laine","Kleiderstoff, Bourettstoff",Wien,,1822,03.08.1822
"",,,,,,,"Beschreibung der ... Erfindung, welche im wesentlichen darin besteht, daß mittelst einer neuen",,,,,
49,Kargl,Anton,,,,,"Gattern und Hebezeug ... zum einweben der Desseins in Seiden, Baum- Schafwollen und","Webstuhl, Dessin",Wien,,1822,30.12.1822
"",,,,,,,"Leinenstoffe, dieselben einfacher ... eingerichtet werden können",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche in der Wesenheit darin besteht, auf Mühlstühlen Bänder",,,,,
50,Goebel,Joseph,,,,,,"Bandstuhl, Broschieren, Quatrilieren",Wien,,1821,20.11.1821
"",,,,,,,ganz willkürlcih ... zu broschieren und auch zugleich zu quatrilieren ...,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche im wesentlichen darin besteht, daß auf dem gewöhnlichen",,,,,
51,Griller,Georg,,,,,"Hand-, Schu- und Mühlbandstuhl mittelst einer besonderen Einrichtung ... elastische Bänder aus",Bandstuhl,Wien,,1821,25.07.1821
"",,,,,,,"Seide, Baumwolle, Schafwolle und Leinengarn erzeugt werden können ...",,,,,
"",,,,,,,"Beschreibung der ... Entdeckung, welche im wesentlichen darin besteht, daß sie von Tuch, Casimir",,,,,
52,Hartl,Leopold,Schnell,Johann,,,,Knopf,Wien,,1824,08.03.1824
"",,,,,,,"und anderen Stoffen, Rock- und Westenknöpfe zum machen im Stande sind ...",,,,,
53,Reger,Philipp,,,,,"Angabe, echten und guten Wein-Punsch auf eine raffinierte Art zu bereiten",Punsch,Wien,,1823,31.05.1823
"",,,,,,,Manipulations-Angabe über die Erzeugung der (Floor Cloths) Fußwachsleinwand oder,,,,,
54,Groll,Joseph,& Sohn,,,,,Wachstuch,Wien,,1823,07.04.1823
"",,,,,,,"Wachstebiche, welche aus Trilch und Segeltüchern gemacht werden",,,,,
55,Demuth,Karl,,,,,Beschreibung der von mir erfundenen Lusterlampe,Lampe,Wien,,1821,27.06.1821
"",,,,,,,"Beschreibung der ... neu erfundenen Metallknöpfen, besonders auf Westen und Beinkleidern,",,,,,
56,Wibral,Matthaeus,,,,,,"Patentknöpfe, Knopf",Wien,,1822,04.06.1822
"",,,,,,,welche zum Waschen sind,,,,,
57,Mangelkammer,Johann,,,,,"Beschreibung meiner Methode, feuerfeste Oefen und Kochgeschirr zu bereiten","Ofen, Kochgeschirr",Wien,,1821,10.04.1821
"",,,,,,,"Beschreibung der ... Entdeckung, welche in der Wesenheit darin besteht, die vom H.Professor",,,,,
58,Mangelkammer,Johann,,,,,,Ofenlack,Wien,,1822,13.11.1822
"",,,,,,,Meißner erfundenen Lufterneuerungsöfen zu mahlen und zu lackieren ...,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, welche in der Wesenheit darin besteht, daß verfertigte",,,,,
"",,,,,,,"wachsähnliche Unschlittkerzen, nicht nur sehr rein ..., sondern teilweise einen angenehmen",,,,,
59,Boehm,Vinzenz,,,,,,"Kerzen, Unschlitt",Niklasdorf,,1822,18.06.1822
"",,,,,,,"Geruch ... haben, als auch denselben während des Brennens sowie auch beim Auslöschen",,,,,
"",,,,,,,verbreiten,,,,,
60,Hlawa,Vinzenz,,,,,Beschreibung der ... neuen Entdeckung einer Dachschindelmaschine,Schindel,Datschitz,,1822,09.11.1822
61,Rohrbach,Franz,,,,,Genaue Beschreibung der ... verbesserte neuer Art Fußteppichtücher und derlei Fußteppiche,Teppich,Wien,,1824,22.10.1824
