PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung der Erfindung ... zur Construction und Erzeugung der Rauchverlängerungs-,,,,,
5598,Knepler,Moritz,,,,,,Zigarrenspitze,Wien,,1850,29.10.1850
"",,,,,,,Cigarrenspitzen,,,,,
"",,,,,,,"Beschreibung des electro-magnetischen Drucktelegraphen, welcher dem Gymnasiallehrer Rudolpf",,,,,
5599,Raedsch,Rudolph,Wahl,C.B.,,,,Fernschreiber,Wien,,1850,27.05.1850
"",,,,,,,Raedsch [aus Sorau] am 11.03.1850 in Preußen patentirt worden ist. Zediert an C.B. Wahl,,,,,
"",,,,,,,Beschreibung der Erfindung Kochgeschirr und andere Gegenstände von geschmiedetem Eisen und,,,,,
5600,Jentsch,H.W.,Schwenk,Franz,,,,"Kochgeschirr, Email",Wien,,1846,20.07.1846
"",,,,,,,Kupfer dauerhaft zu emailiren,,,,,
"",,,,,,,"Beschreibung des August Becker & Comp. auf die Erfindung, die Dessins sowohl in Gold, Metall,",,,,,
5601,Arlt,Friedrich,Becker,August,,,,"Dessin, Farbendruck, Umdruck",Wien,,1837,09.01.1837
"",,,,,,,Brons und in allen Farben auf jede Gattung lakirte Waare mittelst Maschinen zu erzeugen,,,,,
"",,,,,,,Beschreibung und Zeichnungen der neuen Verbesserung ... an dem System ... mit sehr kleinen,,,,,
5602,Keller - Kellerer,Albert Edl.v.,,,,,"Röhrchen, Röllchen oder Cylinderchen, die feinste so gut als die gröbste Seide, ohne Doppelfaden","Seide, Spinnmaschine",Mailand,,1846,10.10.1846
"",,,,,,,... zu spinnen [Text dt.u.it.],,,,,
"",,,,,,,"Beschreibung der Verfertigungs-Art eines neuen Produktes oder neuen Papierteiges, aus den",,,,,
5603,Charrassin,Friedrich,,,,,,Ginsterpapier,Paris,,1846,01.03.1846
"",,,,,,,verschiedenen Arten der Geniste zu machen ... [Text dt. u. frz.],,,,,
"",,,,,,,Descrizione di un nuovo Apparato mecanico scoperto ... alla ... fabbricazione del formaggio detto,,,,,
