PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung zu dem Privilegium auf allerlei Gattungen Wägen mittelst Anwendung des,"Wagen, Federung/Wagen,",,,,
2321,Reithoffer,Johann Nepomuk,,,,,,,Wien,,1836,02.11.1836
"",,,,,,,Kautschuk /:Gummi elasticum:/,Gummiband,,,,
2322,Regogioli,Cassandra Bertuzzi,,,,,Descrizione del Scaldaletto di Terra come dall'unito Disegno,"Tonwaren, Geschirr",Venezia,,1837,14.10.1837
"",,,,,,,,,"Zöptau, Kreis",,,
2323,Eisenbach,Kaspar,,,,,Beschreibung der ... neuen Feuerspritze ...,Feuerspritze,,,1835,22.06.1835
"",,,,,,,,,Olmütz,,,
2324,Rima,Tommaso,,,,,Descrizione delle Bagnole gollegianti [Schwimmende Bäder],Badeschiff,Venezia,,1833,05.05.1833
"",,Friedrich Heinrich,,,,,,,,,,
2326,Franzenshuld,,,,,,Beschreibung des Privilegiums ... auf die Erfindung von Bettstellen aus alten Gewehrläufen,"Bett, Gewehrlauf, Stahlrohrmöbel",Wien,,1838,28.09.1838
"",,Hartmann Edl.v.,,,,,,,,,,
"",,,,,,,Descrizione: La pressa meccanica ... pel cardaggio delle moresche /:ovvero dette struse:/ ...,,,,,
2327,Bolmida,Luigi,,,,,,"Seidenabfälle, Krempeln, Presse",Torino,,1832,19.06.1832
"",,,,,,,[Presse zum Kardätschen der Seidenabfälle],,,,,
"",,,,,,,Beschreibung des unter 22.Dec.1836 von mir angesandten Privilegiums auf die Verbesserte unter,,,,,
"",Romer - Kiss -,,,,,,,,,,,
2328,,Stephan Edl.v.,,,,,4.Jänner1834 ausschl.priv. noch acta in Wirkungstehende Frictions Phosphorzündmassa zu derley,"Phosphor, Zündholz",Wien,,1836,22.12.1836
"",Enyitzke,,,,,,,,,,,
"",,,,,,,Frictionsfeuerzeugen,,,,,
"",,,,,,,Beschreibung der ... Verbesserung A) MännerSchlafröke aller Gattungen mit westen/Gilees/ und,,,,,
"",,,,,,,"Halsbinden/Cravaten/ von verschiedenen Stoffen, auf eine solche Art zu verbinden, daß sie bloß",,,,,
2329,Lederer,Joseph,,,,,,"Schlafrock, Schneiderei, Kleidung",Prag,,1835,28.12.1835
"",,,,,,,ein einziges anständiges und elegantes Kleidungsstück bilden und B) DamenSchlafröke ebenfalls,,,,,
"",,,,,,,mit Halsbinden/:Schleiffen/ zu einem Kleidungsstüke zu verbinden,,,,,
"",,,,,,,Beschreibung der ... erfundenen und verfertigten gepolsterten Stahlfeder-Matratzen ohne,"Stahlfeder, Matratze,",,,,
2330,Flachnecker,Joseph,,,,,,,Wien,,1836,17.10.1836
"",,,,,,,hölzernen Rahmen,Federung/Matratze,,,,
2331,Mueller,Karl Ludwig,,,,,Beschreibung der ... Erfindung ...: Eine neue BeleuchtungsMethode ... darzustellen ...,"Lampe, Leuchter",Wien,,1834,24.12.1834
"",,,,,,,"Beschreibung der Erfindung ... zur Verfertigung von Knöpfen, ..., daß diese Blech und Metal Knöpfe",,,,,
2332,Montag,Kaspar,Urschuetz,Markus,,,,"Knopf, Presse",Wien,,1838,10.03.1838
"",,,,,,,"mit Oehrln versehen, und ohne Feuer dazu zugebrauchen erzeigt werden ...",,,,,
"",,,,,,,Descrizione della Macchina ... per tagliare in fette i legni duri da Tintoria,,,,,
2333,Pinella,Giovanni,,,,,,"Farbholzmühle, Schneidemaschine",Brescia,,1829,05.01.1829
"",,,,,,,[Farbholzschneidemaschine],,,,,
"",,,,,,,Descrizione del miglioramento al sistema di perforamento dei terreni ... [Verbesserte,,,,,
2334,Brey,Gaetano,,,,,,"Tiefbohrung, Bohrapparat",Milano,,1836,01.02.1836
"",,,,,,,Erdbohrmethode],,,,,
"",,,,,,,"Descrizione della nuova invenzione che ... consiste in Sostanza in una nuova machina di ferro, o di","Spulmaschine, Spinnmaschine,",,,,
2335,Bodra,Andrea,,,,,,,Carpenedole,,1836,09.07.1836
"",,,,,,,"legno per animare qualunque opificio ... [Gewichtsantrieb für Spul-, Spinn- und Zwirnmaschinen]","Zwirnmaschine, Gewichtsantrieb",,,,
2336,Stubenrauch,Peter,,,,,"Beschreibung der ... Erfindung der Erzeugung des gestickten Tüll und der Spitzen, ...","Spitzen, Tüll, Bobinetmaschine",Wien,,1838,09.06.1838
"",,,,,,,,"Seidenbandstoppel, Kleisterkalander,",,,,
2337,Dietschy,Anton,,,,,Beschreibung der neu erfundenen Seidenbandstoppeln,,Wien,,1839,19.01.1839
"",,,,,,,,"Papierstreifen, Kaschiermaschine",,,,
"",,,,,,,Beschreibung der ... Verbesserung ...: Alle Gattungen auf Rahmen gespanntes Leder in einer,,,,,
"",,,,,,,"Verschlossenen Trocknungs-Behältnisse ohne Einwirkung der Sonne und Luft zu lakieren,",,,,,
2338,Gasteiger,Johann,,,,,,"Lederlack, Schwarz, Grün",Graz,,1839,13.02.1839
"",,,,,,,"demselben auf eine Seite die dem Beinschwarz ähnliche Farbe, auf der andern Seite das schöne",,,,,
"",,,,,,,"Grazer Kaisergrün ... zu geben, ...",,,,,
2339,Gemperle,Johann,,,,,"... zeiget ... an, eine neue verbesserte Koffee-Surrogate gemacht zu haben, ...","Zichorie, Kaffee",Wien,,1824,25.01.1824
"",,,,,,,"Neue Verbesserungen an Rauhmaschinen, oder solche um die Haare der Wolle an Tüchern",,,,,
2340,Dobbs,J.,Mellissen,Franz,,,,Rauhmaschine,Wien,,1833,28.08.1833
"",,,,,,,"abzurauhen, oder den Faden ... kreuzweise zu rauhen, und zu bearbeiten, ...",,,,,
"",,,,,,,"Mein Privilegium soll sich auf zwei Gegenstände beziehen, nämlich 1. auf die Anwendung eines",,,,,
"",,,,,,,,"Raps, Rübsen, Leinsamen, Hanfsamen,",,,,
"",,,,,,,"neuen Verfahrens, um aus allen öhlgebenden Samen als Winterraps oder Rübsen, Kohlsaat, Lein-",,,,,
"",,,,,,,,"Sonnenblumenkern, Mohn,",,,,
2341,Huber,Simon,,,,,"u. Hanfsamen, chinesischem Oehlrettig, Mohn, Senfsamen, Sonnenblumen, Leindotter usw.",,Wien,,1833,27.11.1833
"",,,,,,,,"Chinesischer Oelrettich, Senf,",,,,
"",,,,,,,Brennoehl ... zu gewinnen und 2. ... die Oehlteile ... in eine Maße zu vereinigen u. ... zu mehreren,,,,,
"",,,,,,,,"Leindotter, Oel, Seife",,,,
"",,,,,,,Gattungen Seife zu verwenden,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., das Aufsetzen der Zündhütchen bei allen",,,,,
2342,Barandon,J.,,,,,,"Zündhütchen, Gewehrschloß",Wien,,1833,11.09.1833
"",,,,,,,Percussionsgewehren von selbst zu bewirken [Text franz. u. deutsch],,,,,
"",,,,,,,"Genaue Beschreibung der Zeichnungen I, II, III, IIII der neuen Vergnügungsbahn oder Coliseum",,,,,
2343,Demuth,Karl,,,,,,"Vergnügungsbahn, Getriebe, Aufzug",Wien,,1836,19.11.1836
"",,,,,,,Maximum genannt,,,,,
"",,,,,,,"Beschreibung der ... Erfindung einer neuen Gattung Seife, wobei durch Anwendung eines bisher in",,,,,
2344,Strauss,Joseph,,,,,der Seifensiederei noch nicht gebrauchten und billig zu stehen kommenden Stoffes eine sehr gut,"Kleber, Seife",Wien,,1836,15.10.1836
"",,,,,,,schäumende ... Seife zu sehr wohlfeilen Preisen erzeugt werden kann,,,,,
