PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der verbesserten Guillochir-Maschine, für die Verfertigung von Uhrgehäusen,","Guillochiermaschine, Uhrgehäuse,",,,,
1563,Maire,Louis,,,,,,,Wien,,1833,22.10.1833
"",,,,,,,Uhrzifferblätter ...,"Zifferblatt, Dessin",,,,
"",,,,,,,,"Seidenbund, Bandstuhl,",,,,
1564,Munck,Georg,Munck,Joseph Kaspar,,,Beschreibung der Erfindung auf einen Regulator zu dem Seidenbandmacherstuhle,,Wien,,1838,19.07.1838
"",,,,,,,,Schützenregulator,,,,
1565,Leichel,Ferdinand,,,,,Verbesserter Wecker ...,Wecker,Wien,,1834,21.07.1834
1566,Krziwanek,Johann,,,,,Beschreibung des zu privilegirenden Glasziegel-Guß- und Kühlofens,"Glasziegel, Schmelzofen",Wien,,1834,11.09.1834
"",,,,,,,"... zeigen ... an, eine Erfindung und Verbesserung gemacht zu haben, das solcher Gestallte",,,,,
1567,Bichler,Franz,Klein,Heinrich,,,Harmoni bisher gegen alle ander wegen ihrer Schönheit und angenehmen Resonanz weit,Ziehharmonika,Wien,,1834,10.10.1834
"",,,,,,,übertreffen,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß das Leder seine Geschmeidigkeit erhält und daß nichts",,,,,
1568,Salzborn,Franz,,,,,,"Leder, Imprägnierung/Leder",Wien,,1834,22.10.1834
"",,,,,,,vorgfüttert wird,,,,,
"",,,,,,,"Beschreibung der Erfindung, welche darin besteht, bei günstiger so wie bei ungünstiger Witterung",,,,,
"",,,,,,,"aus Kuh und Hundshaar so wie aus Schaafwolle gewebten Tuchs große Flächen zu lakieren,",,,,,
1569,Neumann,Albert,Sentmiklosy,Johann,,,,"Lack, Imprägnierung, Tuch, Lederstoff",Wien,,1834,01.12.1834
"",,,,,,,"welches zu jeder Zeit dem Leder in jeder Hinsicht gleich gestellt werden könne und für Sattler,",,,,,
"",,,,,,,"Kürschner, Kappelmacher und Rihmer usw. anwendbar sind",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß er Stockparaplui, und von selbst aufspringende",,,,,
1570,Horn,Heinrich,,,,,,"Sonnenschirm, Regenschirm",Wien,,1835,02.04.1835
"",,,,,,,"Sonnenschirme, erzeugt, ...",,,,,
"",,,,,,,Beschreibung der ... Entdeckung ...: Stärk und Kraftmehl in einer weit größeren Güte und,,,,,
1571,Sailer,Gottfried,,,,,,"Stärke, Kraftmehl",Wien,,1835,20.07.1835
"",,,,,,,"geringeren Preis als bis jetzt zu erzeugen, ...",,,,,
"",,,,,,,"Beschreibung einer neuen Methode, der Schaafwolle die zum Spinnen derselben nöthige Fette zu",,,,,
1572,Molanus,Heinrich,,,,,,"Schafwolle, Einfetten, Spinnen",Wien,,1835,08.07.1835
"",,,,,,,"geben, d.h. sie einzuschmelzen /:graisser la Laine:/",,,,,
1573,Bartholomae,Johann,,,,,"Beschreibung der ... Verbesserung der dermal bestehenden Seiden-Felper-Hüte,...",Hut,Wien,,1833,13.02.1833
"",,,,,,,,"Sonnenschirm, Regenschirm,",,,,
1574,Winter,Emanuel,,,,,"Meine neue Erfindung der Hand- oder Wagen Parasols, ...",,Wien,,1833,04.04.1833
"",,,,,,,,Wetterdach,,,,
"",,,,,,,"Beschreibung der ... Erfindung eigener Vorrichtung, alle Gattungen Woll und Halbwoll-Stoffe ...",,,,,
1575,Wuest,Alois,,,,,ohne Nachtheil der Stoffe und Farben- einzudunsten und so zum höchst möglichen Glanze zu,Appreturmaschine,Wien,,1833,14.10.1833
"",,,,,,,bringen ...,,,,,
1576,Mueller,Ignaz,,,,,"Beschreibung der Schrotbeutelmaße, ...",Schrotbeutel,Wien,,1834,21.01.1834
"",,,,,,,Beschreibung der neuen Entdekung des Gefertigten auf eine neue Art Transparentpapier zu,,,,,
1577,Kleyle,Karl,,,,,,"Pauspapier, Flachs, Hanf, Brennessel",Wien,,1834,08.02.1834
"",,,,,,,"erzeugen, welches dem französischen ganz gleich kommt",,,,,
"",,,,,,,Beschreibung und Darstellung der erfundenen Eigenschaften zur Verfertigung der Stiefel und,"Schuh, Stiefel, Leder,",,,,
1578,Huber,Joseph,,,,,,,Wien,,1833,22.11.1833
"",,,,,,,"Schuhe für Männer, aus einem durch besondere Beitze dergestallt zuzurichtenden Leders, ...",Imprägnierung/Leder,,,,
"",,,,,,,"Beschreibung ... zeigt ... an, eine neue Erfindung gemacht zu haben, ..., das englische Rederade",,,,,
1579,Krupnik,Mathias,,,,,,"Zimmerklosett, Nachttopf, Abort",Wien,,1834,22.12.1834
"",,,,,,,"von der besten Gattung, ... z.B. in Sessel, oder Waschkörbe, ... der mechanische Topf ...",,,,,
"",,Johann Baptist,,,,,,,,,,
1580,Hoys,,,,,,Umständliche Beschreibung einer mechanischen Verfahrungsweise bei Verfertigung der Nägel,"Nagel, Haken, Presse, Glühofen",Wien,,1831,02.04.1831
"",,Joseph,,,,,,,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß die Horn-Dessinsknöpfe mittelst einer aus Messing",,,,,
1581,Stein,Peter,,,,,"verfertigten Stanze dergestalt gepreßt werden, daß durch die in dieser Stanze angebrachten","Knopf, Dessin, Stanze",Wien,,1836,19.05.1836
"",,,,,,,"Vorrichtung ein erhobener Spiegel über den gilogirten Grund entsteht, ...",,,,,
"",,,,,,,"Beschreibung einer neuen Erfindung ..., daß der ... Erfinder im Stande ist, ohne alle bisherigen",,,,,
"",,,,,,,"üblichen Maßnehmen oder Berechnung, für männliche Personen, einen sogenannten Ueber oder",,,,,
1582,Schmidt,Joseph,,,,,,"Kleidung, Schneiderei, Zuschneiden",Wien,,1832,23.08.1832
"",,,,,,,"Gehrock zu verfertigen, der ... nach Umständen ... augenblicklich ... in einen leichteren Rock, d.i. in",,,,,
"",,,,,,,"einen sogenannten Frack ... verwandelt werden kann, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, das Horn und alle aus Horn verfertigten Kämme und andere",,,,,
1583,Gabler,Anton,,,,,"Waaren mit einer ... Flüssigkeit dergestalt zu peitzen, daß selbe ganz feste, und haltbare, dem","Hornbearbeitung, Beize, Kamm",Prag,,1830,30.09.1830
"",,,,,,,"Schildkrot vollkommen gleiche, feinere und schöner feurige Farben erhalten",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung ...: Baumwollsamte und Manschester, unbeschränkt mit allen","Zeugdruck, Baumwollsamt,",,,,
1584,Wedilis,Nathan,,,,,,,Prag,,1836,16.06.1836
"",,,,,,,Farben ... zu bedrucken und zu färben ...,Färben/Baumwolle,,,,
1585,Waltz,Johann,,,,,"Beschreibung der ... Erfindung ..., einen mechanischen Wagen zu verfertigen, ...","Wagen, Getriebe",Wien,,1835,22.08.1835
"",,,,,,,Beschreibung der ... Erfindung in vervollkommneter Verfertigung der Nr. 1 Ringe auf die Infanterie,,,,,
1586,Werndl,Leopold,,,,,,Gewehr,Steyr,,1830,11.09.1830
"",,,,,,,Gewehre,,,,,
"",,,,,,,"Beschreibung der ... Entdekung resp. Verbesserung, ...: Jeder fabriksmässigen Politur bei",,,,,
1587,Fuchs,Anton,,,,,Bleystiften Einfassung resp. Verbesserung der Einfassung des Holzes in verschiedenen Farben und,"Bleistift, Färben/Holz, Politur",Salzburg,,1834,13.01.1834
"",,,,,,,der Herstellung hölzerner Rechnungs oder Wirtschaftstafeln,,,,,
