PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der Erfindung, deren Wesenheit in einem Apparate besteht, welcher auf dem",,,,,
"",,,,,,,,"Feuersgefahr, Explosionsgefahr,",,,,
5536,Girardet,Charles,Roesler,Theodor,Schmid,Heinrich Daniel,electro-magnetischen Wege jede Feuers- und bevorstehende Explosions-Gefahr sogleich beim,,Wien,,1850,19.06.1850
"",,,,,,,,"Thermometer, Alarmanlage",,,,
"",,,,,,,Entstehen anzeigt,,,,,
5537,Paquet,Francois,,,,,Beschreibung einer Verbesserung in der Schnellgerberei ...,"Leder, Gerberei",Wien,,1850,14.08.1850
"",Donau-,,,,,,Beschreibung und Zeichnung der von der k.k.priv. Ersten Donau-Dampfschiffahrts-Gesellschaft,,,,,
5538,Dampfschiffahrt,Erste Privilegierte,,,,,angeblich gemachten neuen Verbesserung im Baue der Dampfschiffe ... [Eingebracht] von Johann,Schiffbau,Wien,,1836,13.04.1836
"",s-Gesellschaft,,,,,,"Baptist Frh.v. Puthon, Johann Heinrich Frh.v.Geymüller ...",,,,,
5539,Wetterneck,Joseph,,,,,"Beschreibung und Zeichnung der neuen Erfindung einer Turbine, ...",Wasserturbine,Wien,,1847,24.06.1847
5540,Eggerth,Joseph,,,,,Beschreibung ... Knöpfe zu erzeugen,"Knopf, Presse",Wien,,1845,04.02.1845
"",,,,,,,"Practische Beschreibung beim Emailiren des Gußeisen und Metallblech, der nur für den",,,,,
5541,Forbach,Sebastian,,,,,,"Kochgeschirr, Email",Wien,,1849,31.08.1849
"",,,,,,,Küchenbedarf gewünschten Kochgeschirrerten ...,,,,,
"",,,,,,,Beschreibung der ... Anwendung eines neu verbesserten Verfahrens in der Gewinnung und,,,,,
5542,Maier,Karl v.,,,,,"Behandlung der Säfte aus Runkelrüben, mehrere in der Rübenzucker Erzeugung überhaupt","Zucker, Raffinade/Zucker",Wien,,1849,25.09.1849
"",,,,,,,"gemachten Verbesserungen, ...",,,,,
5543,Schmid,Anton,Zappert,Karl,,,Beschreibung eines Abdampfungs-Apparates ...,Verdampfapparat,Wien,,1844,24.08.1844
"",Lehner -,,,,,,"Umständliche Beschreibung über das Verfahren bey der Bearbeitung der goldenen Ketten, wie","Halskette, Goldwaren, Silberwaren,",,,,
5544,,Heinrich,,,,,,,Wien,,1845,30.07.1845
"",Boltzani,,,,,,auch von Silber und Bronze,Bronzewaren,,,,
"",,,,,,,,"Lithographie, Reliefdruck,",,,,
5545,Pagani,Giuseppe,,,,,"Processo ... per l ́esecuzione di stampe, e bassi rilievi litografici ... [Stein- und Reliefdruck]",,Milano,,1846,01.07.1846
"",,,,,,,,"Farbendruck, Golddruck, Silberdruck",,,,
5546,Gasparini,Giorgio,Menetto,Giuliano,,,Scoperta ossia nuovo metodo di costruzione di Battelli a Vapore e Barchi in Legno,Schiffbau,Venezia,,1846,30.07.1846
5547,Schmid,Ludwig,,,,,Beschreibung des neuen Verfahrens zur Erzeugung der Seife,"Seife, Ruhrwerk",Wien,,1846,26.07.1846
5548,Fink,Georg,,,,,Beschreibung der ... Erfindungen als Verbesserungen an der Buchdrucker Schnellpresse,Schnelldruckpresse,Wien,,1849,27.09.1849
"",,,,,,,"Beschreibung und Zeichnung ... in der Erfindung - Kirchen Paramente zu verfertigen, wobei die",,,,,
5549,Seykotta,Franz,,,,,,"Paramente, Borte, Franse",Wien,,1850,11.09.1850
"",,,,,,,Borten und Fransen ... fest aufgeklebt und noch dazu mittelst Draht befestigt sind,,,,,
5550,Alexovits,Vinzenz,,,,,Beschreibung der ... verbesserten Einlege-Maschine für Zündhölzchen,"Zündholz, Einlegemaschine",Wien,,1849,03.12.1849
"",,,,,,,,"Dampfkessel, Puddelofen,",,,,
"",,,,,,,"Beschreibung und Zeichnung der ... Verbesserung einer Feuerungs Methode für Dampfkessel,",,,,,
5551,Wurm,Franz Xaver,,,,,,"Schweißofen, Feuerung,",Wien,,1849,21.09.1849
"",,,,,,,"sowie für Puddlings- und Schweißöfen, ...",,,,,
"",,,,,,,,"Luftvorwärmer, Gebläse",,,,
"",,,,,,,"Beschreibung einer ... Cylinder-Buchdruckermaschine ... zur Anwendung für Zeitungen,","Rotationsmaschine, Zeitungsdruck,",,,,
5552,Bodmer,Friedrich v.,,,,,,,Wien,,1849,09.10.1849
"",,,,,,,Bekanntmachungen ... Beschreibung der Schnellpresse,Schnelldruckpresse,,,,
"",,,,,,,"Beschreibung ... auf eine Verbesserung, welche in einer Maschine zum uiberziehen der Knöpfe",,,,,
5553,Salcher,Mathias,,,,,,"Knopf, Stoffüberzug, Presse",Wien,,1850,28.10.1850
"",,,,,,,"besteht, ...",,,,,
5554,Fouque,Pierre Maria,,,,,Beschreibung ... eines neuen Nothsteuerruders ...,"Schiffbau, Steuerruder",Triest,,1850,04.05.1850
"",,,,,,,"Beschreibung und Zeichnung der Erfindung, mittelst jeder bekannten Flüssigkeit eine solche",,,,,
5555,Wetterneck,Joseph,,,,,"Dichtung oder Abschliesung zu erlangen, daß man jede Gattung Flüssigkeitssäule ... im",Labyrinthdichtung,Wien,,1849,09.10.1849
"",,,,,,,Gleichgewicht erhalten kann,,,,,
"",,,,,,,Beschreibung und Verbesserung meiner Erfindung auf Anfertigung von Perücken und Doupees für,,,,,
5556,Huber,Bernhard,,,,,,Perücke,München,,1846,21.07.1846
"",,,,,,,"Herren, oder Perücken und Scheiteln für Damen, ...",,,,,
5557,Pizzighelli,Kajetan,,,,,"Beschreibung: Das Privilegium auf Verbesserung der Militär- u. Civil Beamten-Kuppel, ...",Koppel,Wien,,1850,20.12.1850
5558,Funk,Leopold,Schiller,Johann,,,Beschreibung der neuen Verbesserung von Tabackspfeifenröhren,Tabakspfeife,Wien,,1851,20.03.1851
"",,,,,,,"Descrizione della nuova invenzione di un instrumento musicale denominato Pelittone, che e un",,,,,
5559,Pelitti,Giuseppe,,,,,,Bombardon,Milano,,1846,30.07.1846
"",,,,,,,basso detta forza quasi tre Bombardoni ... [Pelittone-Bombardon],,,,,
5560,Schosberger,Sigmund,,,,,Beschreibung der von mir erfundenen Mechanischen Bett-Matratze,"Matratze, Federung/Matratze",Wien,,1851,02.01.1851
5561,Hille,Augustin,,,,,Beschreibung ... der von ihm verbesserten Schnallen ...,Schließe,Wien,,1849,11.09.1849
"",,,,,,,Beschreibung der Fabrikations Vorrichtung zur Erzeugung der geschnittenen Schreibfedern von,,"Kuklof, Kreis",,,
5562,Weiss,Adolf,,,,,,"Schreibfeder, Schneidemaschine",,,1851,08.03.1851
"",,,,,,,"animalischen Stoffen, unter den Nahmen, Bein- Horn- und Schildkröth-Federn",,Preßburg,,,
5563,Renkin,,Sirtaine,,,,Erfindung einer Maschine zur Vorbereitung und Reinigung der Schaafwolle,"Schafwolle, Krempeln",Wien,,1849,17.12.1849
5564,Rewolt,Franz,,,,,Gebrauchs Beschreibung als Sturtzmaschine,Kaffeemaschine,Wien,,1850,04.02.1850
"",,,,,,,Beschreibung der Verfahrungsart zur Bereitung einer Massa Accidi margarique genannt und deren,,,,,
5565,Schrader,Gebrueder,,,,,,"Margarinsäure, Kerze",Wien,,1836,05.12.1836
"",,,,,,,Anwendung zur Fabrikation von Lichtern,,,,,
"",,,,,,,Beschreibung: Die hier beiliegende Zeichnung giebt halbe Seiten Ansicht und obere Ansicht einer,,,,,
"",,,,,,,,"Zwirn, Garn, Doubliermaschine,",,,,
5566,Thieme,Heinrich,,,,,"Spule, von einer nach dem neuesten System gebauten Doublir- oder Vorzwirn-Maschine, bei",,Wien,,1844,24.10.1844
"",,,,,,,,Sengen,,,,
"",,,,,,,welcher ich ... Verbeßerungen angebracht habe,,,,,
