PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der ... Erfindung, ...: I. alle Gattungen Meubles und Billards aus luftdichtem Holze zu","Möbel, Billard, Holz,",,,,
1856,Jautz,Franz,,,,,,,Wien,,1831,26.05.1831
"",,,,,,,"arbeiten, ...",Imprägnierung/Holz,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: daß aus seinem neu erfundenen Ruh- oder Schlafstuhl /:auch",,,,,
1857,Krupnik,Mathias,,,,,"engl. Foutelle genannt:/ die Vortheile entspringen, selben durch Vorrichtungen der angebrachten","Lehnsessel, Liegestuhl",Wien,,1831,26.05.1831
"",,,,,,,Maschinen ... zu einer Liegestätte herzustellen ...,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: Kapseln zu Klavierinstrumenten zu verfertigen, welche ... mittels",,,,,
1858,Rosch,Joseph,,,,,"einer Stellschraube, mithin sehr gleichförmig, dauernd, u. genau den erforderlichen Anschlag der",Klavier,Wien,,1831,06.06.1831
"",,,,,,,Hämmer bewirken ...,,,,,
"",,,,,,,"Beschreibung hinsichtlich der ... Erfindung: Eßbestecke aus Stahl zu verfertigen, wovon die Hefte",,,,,
1859,Ehlert,Louis,,,,,,"Silberwaren, Eßbesteck, Plattieren",Wien,,1831,07.06.1831
"",,,,,,,auf englische Art mit Silber plattiert sind ...,,,,,
"",,,,,,,"Beschreibung der ... Erfindung ..., daß er den Graphit der bisher lediglich allein zu Geschirren,",,,,,
"",,,,,,,"Schmelztiegel, und Herdplatten verwendet wurde, auch zu chemischen und technischen Gebrauch",,,,,
"",,,,,,,,"Graphit, Kali, Natronsalz,",,,,
1860,Sommer,Joseph,,,,,"benützen, nehmlich um Kali u. Natronsalze durch die Erfindung einer neuen Zerlegungsart zu",,Wien,,1831,14.06.1831
"",,,,,,,,"Entfärben/Glas, Färben, Bleichen",,,,
"",,,,,,,"zersetzen, und selbe zur wohlfeilern Darstellung der Seife des Glases, ... der Färberey, der Bleiche",,,,,
"",,,,,,,& - statt d. Pottasche u. Soda verwendet werden ...,,,,,
"",,,,,,,Beschreibung der neuen Erfindung: Kalk mit Steinkohlen oder Cokes oder mit einer Mischung,,,,,
1861,Fletcher,Matthew,,,,,"beyder Brennstroffe zu brennen, wodurch natürlich eine sehr bedeutende Ersparung an Holz und","Kalk, Kalkofen",Wien,,1831,22.06.1831
"",,,,,,,zugleich eine Herabsetzung des Kalkpreises erreicht wird,,,,,
"",,,,,,,"Erfindung: Alle Gattungen von Gemälden, Landschaften, Blumenstöcke, Figuren, architektonische",,,,,
"",,,,,,,"u. mythologische Gegenstände, Porträte, kurz! alle wie immer gearteten Ansichten, die durch den",,,,,
1862,Swozil,Emanuel,,,,,,"Brillantfeuer, Mosaik",Bilitz (Schlesien),,1831,20.05.1831
"",,,,,,,Pinsel sich in Kollorit entwerfen lassen - in beliebiger Größe blos durch Zusammensetzung,,,,,
"",,,,,,,geschliffener Gläser mit natürlichen Farbenausdruck voll in Brillantfeuer darzustellen,,,,,
"",,,,,,,Descrizione del Miglioramento ritrovato per Fabbricare li Cappelli di Ratt-mosqui del Canada,"Hut/Wasserdichter,",,,,
1863,Indri,Giovanni,,,,,,,Venezia,,1831,06.06.1831
"",,,,,,,feltrini Impenetrabili all'acqua Elastici [Hüte aus dem Fell der kanadischen Beutelratte],Beutelratte/Kanadische,,,,
"",,,,,,,"Angabe der Verbesserung und Zusätze, welche an der von Spoerlin & Rahn erfundenen Maschine",,,,,
1864,Rahn,Heinrich,Spoerlin,Michael,,,,Papiermaschine,Wien,,1831,27.08.1831
"",,,,,,,zur Erzeugung des Papiers angebracht worden sind,,,,,
"",,,,,,,"Beschreibung und Zeichnung der ... Verbesserung, ..., daß die Kratzen, Strekwerke, Lunten, Docht",,,,,
"",,,,,,,"und Spuhlmaschine, welche zur Vorbereitung der Vorgespunst in der Baumwollspinnerei",,,,,
"",,,,,,,"angewendet und schon im Gebrauche sind, in Sisteme gebracht werden, welche vermittels eines",,,,,
"",,Christian Heinrich,Escher v.,,,,"besonderen Mechanismus ihr Product in Vließen, bändern oder Lunten, ohne den Gebrauch oder",,,,,
1865,Coith,,,Albert,,,,Vorbereitungsmaschine,Wien,,1831,21.07.1831
"",,Edl.v.,Felsenhof,,,,"die Dazwischenkunft von Bechern, Körben, Kannen oder anderen Gefäßen, wie sie immer geartet",,,,,
"",,,,,,,"oder genannt, in Watten vereinigen und aufrollen, und somit das Product der successiven",,,,,
"",,,,,,,Maschinen schon zu den Zwecken der Doublirung und Ausgleichung auf die je darauf folgenden,,,,,
"",,,,,,,Maschinen gebracht wird,,,,,
"",,,,,,,Modelli di due macchine che servono ad uso di far la punta ai denti dei pettini [Fräse zum Spitzen,,,,,
1866,Vallet,Giuseppe,,,,,,Kamm,Milano,,1831,02.04.1831
"",,,,,,,der Kammzähne],,,,,
"",,,,,,,"Beschreibung einer neuen Art von Fußschämeln, welche so eingerichtet sind, daß sie den darauf",,,,,
"",,,,,,,"ruhenden Füssen fortwähren eine gleichmäßige sehr angenehme Wärme mit theilen, und",,,,,
1867,Bolze,Michael,,,,,,"Fußschemel, Thermophor",Wien,,1831,07.10.1831
"",,,,,,,"dieserwegen sich vorzugsweise zum Gebrauche in wenig geheitzten Gemächern, in Wägen und",,,,,
"",,,,,,,"überhaupt in allen Fällen, wo man die Füsse warm zu halten wünscht, eignen",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung der Water-Stick & Strickgarn-Maschinen, ... 1. bey der Water-",,,,,
"",,,,,,,Stick & Strickgarn Maschienen sowohl die Fliegeln als auch die Spuhlen durch den Mechanismus,,,,,
1868,Thornton,Joseph v.,Thornton,Karl v.,,,der Maschiene in Bewegung zu setzen. 2. das Aufwinden des Fadens auf den Spulen durch eine,"Spinnmaschine, Fadenregulator, Garn",Münchendorf,,1831,18.10.1831
"",,,,,,,"conische Trommel zu regulieren. 3. die Vorgespunstspuhlenmaschienen so einzurichten, um auch",,,,,
"",,,,,,,Water-Stick & Strickgarn damit erzeugen zu können,,,,,
"",,,,,,,"Beschreibung der erfundenen neuen Vorrichtung der Kupferhütchen, welche darin besteht: daß",,,,,
1869,Bellot,Nicolas,Sellier,Louis,,,,"Zündhütchen, Stanze",Prag,,1830,29.03.1830
"",,,,,,,"man dieselben auf eine viel geschwindere, als die bisherige Art erzeugt",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: Einer neuen noch nie ausgeübten Drukkerey mit Schübplatten,",,,,,
1870,Jameck,Albert,,,,,wo er damit auf alle Gattungen Stoffe die künstlichsten Drukarbeiten ganz ächt in allen,"Zeugdruck, Dessin",Wien,,1831,19.11.1831
"",,,,,,,Schattierungen in einer oder mehreren Farben ... hervorzubringen ...,,,,,
"",,,,,,,Beschreibung der ... neuen Verbesserungen des Guitarebaues nach akustischen Grundsätzen mit,,,,,
1871,Enzensperger,Bernard,,,,,,Gitarre,Wien,,1831,12.11.1831
"",,,,,,,einer beiliegenden besonderen Abbildung der neuen Guitareform,,,,,
"",,,,,,,"Beschreibung der ... Erfindung und Entdeckung, welche ... darin besteht, alle Gattungen",,,,,
1872,Bach,Michael,,,,,"Seidenabfälle dergestalt zuzubereiten, daß er selbe in beliebiger Feinheit auf Maschinen","Seidenabfälle, Florettspinnerei",Wien,,1831,14.11.1831
"",,,,,,,verspinnen kann,,,,,
