PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der ... Entdeckung und Verbesserung, welche ... in einem neuen System der",,,,,
"",,Jakob Franz,,,,,"Construction der galvanischen Säulen ... genannt, in der Bildung mittelst desselben, der","Batterie, Beleuchtung, Elektrische,",,,,
5794,Hemberger,,,,,,,,Wien,,1849,04.06.1849
"",,Heinrich,,,,,"Magneten, und in der Anwendung ... zur Beleuchtung, sowie auch in den Mitteln, durch eben",Glühlampe,,,,
"",,,,,,,"diese galvanischen Säulen chemische Producte zu erlangen, bestehet",,,,,
"",,,,,,,"Beschreibung der ... Entdeckung und Verbesserung, welche ... in der Anwendung der Electricität",,,,,
"",,Jakob Franz,,,,,,"Batterie, Beleuchtung, Elektrische,",,,,
5795,Hemberger,,,,,,und des Magnetismus zur Beleuchtung mittelst ... Construction der galvanischen Säulen und,,Wien,,1849,04.06.1849
"",,Heinrich,,,,,,Glühlampe,,,,
"",,,,,,,"Batterien, Strom-System genannt, bestehet",,,,,
"",,,,,,,"Beschreibung des Verfahrens, Holz in eine breiartige, insbesondere zur Papierfabrikation dienliche",,,,,
5796,Keller,F.G.,Voelter,Heinrich,,,,"Holzpapier, Zellulose",Bautzen,,1846,28.11.1846
"",,,,,,,Masse zu verwandeln [Abgetreten an und eingereicht] von Heinrich Voelter in Bautzen,,,,,
5797,Eggerth,Joseph,,,,,Beschreibung der neuen Massa zu gepreßten Tampuorin-Knöpfen ...,"Plastische Masse, Knopf, Pressen",Wien,,1849,03.09.1849
"",,,,,,,"Beschreibung der ... Erfindung auf Verbesserung in Erzeugung von Latten-, Rohr-, Fassel-, Tischler-",,,,,
5798,Schleichert,Wenzel,,,,,,"Nagel, Schneidemaschine",Wien,,1850,10.06.1850
"",,,,,,,und Schindel- Nagel mit Lappenköpfen,,,,,
"",,,,,,,"Beschreibung der neuen Verbesserung jener priv. Feuerungsmethode, wobei die athmosphärische",,,,,
"",Managetta -,,,,,,,,,,,
5799,,Albert R.v.,Schedl,Karl,Quidde,August,Luft als ein in der Mite zweier ineinander brennender Feuerflammen wirksames Agens benützt,"Dampfkessel, Feuerung",Wien,,1851,05.08.1851
"",Lerchenau,,,,,,,,,,,
"",,,,,,,wird,,,,,
5800,Freyer,Franz Anton,,,,,Beschreibung der Erfindung feste und flüssige Seife ... zu erzeugen,"Seife, Schmierseife",Wien,,1851,16.07.1851
"",,,,,,,,"Zucker, Raffinade/Zucker,",,,,
