PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Pl.I: Beschreibung einer mechanischen Zahlen-Satz-Maschine, welche vorzügliche zur",,,,,
"",,,,,,,Controllirung anderer Maschinen-Bewegungen geeignet ist. Pl.II: Beschreibung einer Zahlensatz,,,,,
"",,,,,,,Maschine ... zur Nummerirung ... Pl.III: ... Zahlenersatz Maschine ... in Form einer Taschenuhr ... als,,,,,
"",Schwaben auf,,,,,,,"Zifferndruck, Druckmaschine,",,,,
2538,,Franz Frh.v.,,,,,"Schrittzähle anwendbar ... Pl.IV, V, VI, VII: ... Kreis-Segmental Devisenpreße zur Bezeichnung",,Wien,,1838,03.12.1838
"",Altenstatt,,,,,,,"Numerator, Tourenzähler, Zählapparat",,,,
"",,,,,,,"wichtiger Papiere, ... Akzien ... Lotterie-Losen etc.; mit färbigen ... Preß-Devisen ..., welche ... die",,,,,
"",,,,,,,"Menge der ... Abdrükke angibt ... Pl.VIII u. IX: ... Devisenpreße, welche ... auch das Datum ...",,,,,
"",,,,,,,zusammenstellt ... Beschreibung der ... erfundenen wörtlichen Potenz-Ziffern,,,,,
"",,,,,,,Beschreibung der ... Verbesserung in der Verwendung wasserdichter Pasten zum Pflastern der,,,,,
"",,,,,,,"Erdoberfläche auf Straßen usw., ..., daß 1. aus Thon gebrannte wasserdichte Pflastersteine","Tonwaren, Pflasterstein, Oelgas,",,,,
2539,Simon,Friedrich,,,,,"angewendet werden, u. 2. bei der Darstellung der wasserdichten Pasten ... als Nebenproduct auch","Gasbeleuchtung, Straßenpflasterung,",Wien,,1839,12.01.1839
"",,,,,,,"Oelgas gewonnen und zur Gasbeleuchtung verwendet, 3. die Pflasterung mit unserer",Wasserdichte Masse,,,,
"",,,,,,,wasserdichten Pasta auch nach Mac Adams Methode bewerkstelligt wird,,,,,
"",,,,,,,"Beschreibung der ... Erfindung resp. Verbesserung in Verfertigung der Schuhe und Stiefeln, ..., daß",,,,,
"",,,,,,,"durch Inprignierung der Sohle und Oberleders mit ... wasserdichter Flüssigkeit, und Einpassung","Imprägnierung/Schuhsohle, Schuh,",,,,
