PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
1729,Stefsky,Joseph,,,,,"Beschreibung der wesentlichen Verbesserung der Schnürmaschine, ...",Spinnmaschine,Wien,,1828,11.12.1828
"",,,,,,,Beschreibung der ... Methode aus Hanf oder Flachs eine Segelleinwand zum Gebrauch der,,,,,
1730,Filkovics,Konstantin,,,,,,"Hanf, Flachs, Segeltuch",Fiume,,1829,16.01.1829
"",,,,,,,"Meerschiffe zu erzeigen, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: daß er mittelst ein Paar flachen, zwei Paar gezähnten oder",,,,,
1731,Toepper,Andreas,,,,,"versenkten und eingedrehten Walzen, und zwei Paar Schneidwerken sowohl einzeln im Betriebe,","Eisen, Walzen, Strecken",Scheibbs,,1829,14.01.1829
"",,,,,,,"als auch in Verbindung, alle Gattungen Streckeisen damit erzeugen kann",,,,,
1732,Kremp,Heinrich,,,,,"Beschreibung der ... Verbesserungen von Seidenfelper und Filzhüten, ...","Hut, Färben/Filz, Filz",Wien,,1829,17.01.1829
"",,,,,,,"Beschreibung der Druckcylinder, des Spinnverfahrens, der Spinnmaschine [und] Angabe einiger",,,,,
1733,Joos,Jakob,Kappeler,Johann Rudolf,,,,"Nassspinnmaschine, Spinnmaschine",Wien,,1829,19.01.1829
"",,,,,,,Leistungen und Vortheile der neuen Spinnmethode,,,,,
"",,,,,,,,"Dachziegel/Glasierter, Glasur,",,,,
1734,Maldiny,Karl Frh.v.,,,,,Beschreibung der neu erfundenen Dachziegel,,Wien,,1829,09.01.1829
"",,,,,,,,"Ziegelpresse, Kammerofen",,,,
1735,Medis,Antonio,,,,,"Beschreibung der ... Erfindung wasserdichter Filzhüte, ...","Hut, Wasserdichter",Bozen,,1829,03.01.1829
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß die bisher auf eine langweilige und kostspielige Art",,,,,
"",,,,,,,"erzeugten chemischen Zündhölzchen, welche einzeln in den aufgelösten Schwefel ... getaucht und",,,,,
1736,Zwerzina,Joseph,,,,,,Zündholz,St. Pölten,,1829,27.01.1829
"",,,,,,,"gezählt worden sind, durch die erfundene Vorrichtung zu fünf und auch zu mehreren Hunderten",,,,,
"",,,,,,,auf einmal ... in den aufgelösten Schwefel ... getaucht werden können ...,,,,,
1737,Luz,Heinrich,Schoell,Friedrich,,,Beschreibung der Hand-Feuerspritze,Feuerspritze,Brünn,,1829,04.02.1829
"",,,,,,,Beschreibung der ... Wieder-Erfindung zur Erzeugung des Punischen Elidorischen Wachses zum,,,,,
1738,Koenig,Johann,,,,,,Enkaustik,Stein bei Steyr,,1829,03.02.1829
"",,,,,,,"Gebrauche der Enkaustick einer Art Kunst-Wachs-Mahlerey, ...",,,,,
1739,Hoesch,Joseph,,,,,Beschreibung des neu erfundenen Geschirr-Hollenders mit beweglichem Grundwerk,Holländer,Wien,,1829,06.02.1829
1740,Coppadoro,Domenico,,,,,Descrizione del nuovo Torchio da Olio [Oelpresse],Oelpresse,Ragusa,,1828,28.07.1828
"",,,,,,,"Zeiget ... folgende ... Erfindung an, ... nähmlich: Nach einer vorhergegangenen Massa [Gärberlohe]","Gerberlohe, Brikett, Brennmaterial,",,,,
1741,Weber,Franz,,,,,,,Wien,,1829,25.02.1829
"",,,,,,,"Vorrichtung mittelst einer ... Stampf und Preß Maschine ... Brenn-Ziegel ...zu verfertigen, ...",Presse,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß er die sogenannten Harlekin Shawls an Schönheit und",,,,,
"",,,,,,,"Qualität ganz den französischen und englischen gleich, wie auch andere Shawls und Tücher",,,,,
1742,Bluemel,Johann,,,,,,"Schal, Bandstuhl",Wien,,1829,07.01.1829
"",,,,,,,"mittelst einer neuen Vorrichtung, in einem, um die Hälfte kürzeren Zeitraum als gewöhnlich zu",,,,,
"",,,,,,,erzeugen; ...,,,,,
1743,Legrain,Louis,,,,,Description d'une nouvelle manier de travailler le Cuir ...,"Leder, Gerberei",Wien,,1828,22.12.1828
"",,,,,,,"Beschreibung einer Erfindung, ..., daß er jede billige und schönere Fabrizirung aller Arten",,,,,
"",,,,,,,"Bildhauer, Vergolder & Lackier Arbeiten, eine Masse erfunden, woraus mit Anwendung von",,,,,
"",,,,,,,,"Plastische Masse, Presse,",,,,
1744,Kapff,Karl Christian,,,,,Maschinen alle diese Arbeiten gemacht werden. Auch eine Maschine womit er alle Massen als,,Wien,,1829,09.03.1829
