PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung einer neuen Methode von der Erfindung des gehorsamst Unterzeichneten zur,,,,,
3048,Ofenheimer,Leopold Franz,,,,,,"Kochsalz, Soda, Ammoniak",Wien,,1839,21.03.1839
"",,,,,,,Erzeugung des kohlensauren Natrons /:Natron carbonicum:/ kohlensaure Soda,,,,,
"",,,,,,,"Beilage ... der ... Erfindung bestehend in einem Approbativ Rectificator genannt, sammt einer",,,,,
3049,Schmeer,August,,,,,,"Branntwein, Rektifizierapparat",Teschen,,1837,08.05.1837
"",,,,,,,hiezu geeigneten Dampfmaschine,,,,,
3050,Herrmann,Wilhelm,Kremser,Karl,,,Um einen Sud Seife von beliebigem Quantum in einem Tag fertig zu machen,Seife,Wien,,1839,27.08.1839
"",,,,,,,Verzeichnis uiber die Bestandtheile der mechanischen Einrichtung - in Bezug auf die Erfindung zu,,,,,
3051,Koerner,Johann,,,,,"einem Wagen /:Locomotive:/ - nach gegenwärtiger Zeichnung, welche die Dampfmaschine","Wagen, Getriebe",Brünn,,1840,24.04.1840
"",,,,,,,"entbehrlich macht, indem sie selbe hier mit drey Menschen ersetzt; ...",,,,,
3052,Knoll,Karl,,,,,Beschreibung meiner Erfindung der Leder-Papiermaché Dosen,"Pappe, Dose, Kartonagen",Karlsbad,,1836,24.08.1836
"",,,,,,,"Beschreibung einer Verbesserung, wodurch der in den Runkelrüben enthaltene Zuckerstoff","Zuckerrübe, Einweichen, Vorwärmen,",,,,
3053,Weinreich,Karl,,,,,,,Prag,,1831,28.01.1831
"",,,,,,,"leichter, vollständiger und reiner gewonnen werden kann",Zucker,,,,
3054,Lewy,Benjamin,Lewy,Moses,,,Beschreibung einer ganz neuen Erfindung und entdekung sehr nüzliche Stifl Wiches,Wichse,Prag,,1838,15.08.1838
"",,,,,,,Beschreibung ... alle Gattungen Brasletten ganz Elastisch oder theilweise so wie auch nicht,,,,,
3055,Wahlen,Peter,,,,,,"Armband, Schließe",Wien,,1842,05.01.1842
"",,,,,,,"Elastisch einen Schluß zu geben, wodurch es unmöglich wird, selbe zu verlieren",,,,,
"",,,,,,,"Beschreibung der verbesserten Lehrbögen zur Ausgrabung und Wölbung von Tunnels, zur","Tunnel, Bergbau, Brücke, Gewölbe,",,,,
3056,Rosthorn,Joseph Edl.v.,,,,,,,Wien,,1840,31.07.1840
"",,,,,,,"Errichtung von Brücken und Bögen, so wie auch anwendbar für den Bergbau",Lehrgerüst,,,,
"",,,,,,,,"Gallerte, Wein/Schönen,",,,,
3057,Bauherr,Georg,,,,,"Gallerte, Gelatine, braune u. weiße",,Wien,,1839,21.10.1839
"",,,,,,,,Hausenblasenersatz,,,,
3058,Bilharz,Johann Nepomuk,Bilharz,Kandidus,,,Über die Seifenerzeugung mittelst Dampf,Seife,Wien,,1840,17.06.1840
"",,,,,,,"Beschreibung einer neuen Erfindung, ..., durch eine äusserst einfache Vorrichtung dem häufig",,,,,
3059,Steinbach,Wilhelm,,,,,,"Armband, Schließe",Wien,,1841,17.12.1841
"",,,,,,,vorkommenden Uebelstande das Verlieren der Bracelets mit Sicherheit zu verhindern,,,,,
3060,Danner,Pankraz,,,,,Beschreibung der Gasleitung samt Gasöfen und deren Einrichtung,"Gichtgas, Gasofen",Wien,,1841,01.05.1841
