PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
2707,Schulz,Friedrich,,,,,Beschreibung der ganz neuen Erfindung in der Verfertigung der Blasbalg Harmonyka,Ziehharmonika,Wien,,1840,27.02.1840
"",,,,,,,"Versiegelte Beschreibung zu der ... Verbesserung, ..., daß die von ihm gemachten Brückenwagen",,,,,
2708,Pokorny,Michael,,,,,durch das ganze Jahr bey jeder Witterung ohne Nothwendigkeit des Tarirens der Gewicht richtig,"Waage, Brückenwaage",Wien,,1839,10.04.1839
"",,,,,,,zeigen,,,,,
"",,,,,,,Beschreibung der ... Verbesserungen ...: 1 Brücke; deren Verbesserung ... besteht in der,,,,,
2709,Zimpel,Charles Frederic,,,,,"Einfachheit der Konstruktion des Oberbaues oder der Brüchenbahn ..., daher Eisenbahnbrücke","Holzbau, Eisenbahnbrücke, Geleise",Wien,,1838,14.12.1838
"",,,,,,,genannt. 2. Eisbenbahnschienen für Krümmungen ... 3. Eisenbahn Flachschienen ...,,,,,
2710,Schlesinger,Gabriel,,,,,"Recept zur Bereitung einer Flüssigen Seife, ...",Seife/Flüssige,Wien,,1836,09.04.1836
"",,,,,,,,"Webstuhl, Appreturmaschine,",,,,
"",,,,,,,Beschreibung meiner Webe-Schlicht- und der dazu gehörigen Spul- oder Treibmaschine.,,,,,
2711,Schoenherr,Christian Wilhelm,,,,,,"Spulmaschine, Tuchschere,",Schneeberg,,1836,01.10.1836
"",,,,,,,[gedruckt]. Beschreibung einer Wasserheb- und einer Luftaufsaugungs-Maschine,,,,,
"",,,,,,,,"Wasserhebemaschine, Luftpumpe",,,,
2712,Schoenherr,Christian Wilhelm,,,,,Beschreibung der Webemaschine,Webstuhl,Wien,,1839,11.02.1839
"",,,,,,,,,Niederschlema,,,
2713,Schoenherr,Christian Wilhelm,,,,,Beschreibung meiner Schlichtmaschine,Appreturmaschine,,,1839,09.01.1839
"",,,,,,,,,bei Schneeberg,,,
2714,Schoenherr,Christian Wilhelm,,,,,Beschreibung meiner Spulmaschine,Spulmaschine,Wien,,1839,11.02.1839
"",,,,,,,"Beschreibung und Zeichnungen der ... Verbesserungen, ...: 1. bey liegenden Pianofortes ... 2. den",,,,,
"",,,,,,,"Hammerstuhl auf eine elastische Unterlage zu befestigen, ... 3. bey aufrechtstehenden",,,,,
2715,Streicher,Nan(ette),geb. Stein,& Sohn,,,,Klavier,Wien,,1831,14.06.1831
"",,,,,,,"Pianofortes ... mit engl. Mechanik, die Fanger oben an den Abstakten anzubringen, und die",,,,,
"",,,,,,,"Hämmer von diesen anzusondern, ...",,,,,
"",,,,,,,"Beschreibung der ... Konstruktion a) eines Kesselapparats, um in diesem im luftleeren Raum",,,,,
"",,,,,,,,"Verdampfapparat, Destillierapparat,",,,,
"",,,,,,,"kochen, abdampfen, destilliren und austrocknen zu können. b) eine Verbesserung in dem Bau",,,,,
2716,Richter,Anton,,,,,,"Trockenapparat, Kühlapparat,",Wien,,1825,02.09.1825
"",,,,,,,"eines Abkühlers, dann c) eine Verbesserung in dem Bau einer Luftpumpenmaschine, durch welche",,,,,
"",,,,,,,,Vakuumapparat,,,,
"",,,,,,,"der luftleere Raum erzeugt, ... wird",,,,,
2717,Moline,William,,,,,Spiegazione d'un nuovo metodo di raffinare il Zuccaro ... [Zuckerraffinade],"Zucker, Raffinade/Zucker",Fiume,,1825,16.08.1825
"",,,,,,,"Beschreibung des von dem Lieutenant Löhmann in Dresden, neu erfundenen Apparats zur",,,,,
2718,Loehmann,Friedrich,,,,,,"Bettfedern, Federnreinigung",Dresden,,1833,30.12.1833
"",,,,,,,Reinigung der Bettfedern,,,,,
"",,,,,,,"... zeigt ... an eine neue Erfindung gemacht zu haben, .., daß Stiefel und Schuhe, die auf Rahmen",,,,,
"",,,,,,,"gemacht sind, mit eingelegten Stahlfedern zwischen den Brand- und Pfundsohlen nicht nur einen",,,,,
2719,Pollok,Johann,,,,,,"Schuh, Stiefel",Wien,,1838,04.01.1838
"",,,,,,,"lebhaften und sehr angenehmen Gang verursachen, sondern ..., daß sie nämlich jedes Prellen und",,,,,
"",,,,,,,Erschüttern des Körpers vermeiden,,,,,
"",,,,,,,"Beschreibung der ... Methode, wodurch die bey Hauseinfahrten, in Ställen und anderen",,,,,
"",,,,,,,,"Holzpflaster, Imprägnierung/Holz,",,,,
2720,Roll,Franz,,,,,"Localitäten vornehmende Stöckelpflasterung weder in Fäulniß gerathen, sich senken, noch Löcher",,Prag,,1838,15.01.1838
"",,,,,,,,Feuchtigkeitsschutz,,,,
"",,,,,,,"bekommen könne, ...",,,,,
"",,,,,,,"... zeigt ... an, neue Verbesserungen in der von ihm erfundenen und durch eines von ihm am",,,,,
2721,Schmid,Anton,,,,,21.July 1837 erlangtes k.k. ausschließendes Privilegium patentirten Regulations-Wasser-Heb- und,"Wasserhebemaschine, Luftpumpe",Wien,,1838,06.02.1838
"",,,,,,,"Luft-aufsaugungs-Maschine gemacht zu haben, ...",,,,,
"",,,,,,,"Unsere neue Erfindung besteht in der Erzeugung eines Wasserdichten Lederlakes, sowie eines",,,,,
2722,Pollak,,Preshel,,,,,"Lederlack, Huflack",Wien,,1840,20.01.1840
"",,,,,,,ebenfalls Wasserdichten Pferde Huf Lakes,,,,,
"",,,,,,,Stahl-Erzeugung aus jeder Gattung Roheisen im Pfuddlingofen /:Flammofen:/ mit Brennholz oder,"Roheisen, Eisenfrischen, Frischofen,",,,,
2723,Mueller,Anton,Schlegel,Joseph,,,,,Frantschach,,1836,28.09.1836
"",,,,,,,Steinkohle,Stahl,,,,
"",,,,,,,,"Kleieabsud, Mohn, Kuchen, Gebäck,",,,,
2724,Heigler,Christoph,Thaler,Franz,,,Beschreibung der verbesserten Mohn- und Kuchengebäcke,,Wien,,1827,09.02.1827
"",,,,,,,,Kochrezept,,,,
"",,,,,,,,"Wasserdichter Pelz, Wasserdichter",,,,
2725,Krause,Friedrich,,,,,"Beschreibung des Verfahrens ..., Zeuge, Tuch- u. Pelzkappen wasserdicht zu machen","Stoff, Imprägnierung/Pelz,",Wien,,1836,21.06.1836
"",,,,,,,,"Imprägnierung/Stoff, Pelzkappe",,,,
"",,,,,,,"Beschreibung der Erfindung einen feinen Hut von Beuteltuch zu machen, und Verbesserung der",,,,,
2726,Butscheck,Bernard,,,,,,"Beuteltuch, Hut, Färben/Hut",Brünn,,1838,23.09.1838
"",,,,,,,Farbe,,,,,
"",,,,,,,Beschreibung über die Erfindung mittelst dreyer miteinander in Verbindung gebrachter,,,,,
"",,,,,,,"Maschinen in jedes Papier ... linirte, guillochirte Züge, Zeichnungen, Wappen, Kronen, Inschriften,","Papier, Liniermaschine,",,,,
2727,Loewy,Gebrüder,,,,,,,Wien,,1837,20.02.1837
"",,,,,,,"Buchstaben, oder sonstige Verzierungen einzuarbeiten, daß man derlei Papiere nach 100-200",Guillochiermaschine,,,,
"",,,,,,,"Jahren ebenso deutlich und leserlich finden wird, als ob sie erst verfertigt worden wären, ...",,,,,
"",,,,,,,... Beschreibung einer ... Entdeckungs resp.Verbesserung in der Mauer-Ziegel- und Dachstein-,,,,,
2728,Westphalen,Josef Graf v.,,,,,,Ziegelmaschine,Kulm,,1839,18.01.1839
"",,,,,,,Fabrikation ...,,,,,
