PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"Beschreibung der ... Erfindung, ...: sich auf einen Wagen eine Dampfmaschine befindet, diese nur",,,,,
"",,,,,,,"als Betriebsmaschine, zum Betriebe von was immer für Mühlen, Pochwerken, Gebläse von Dampfmaschine, Fahrbare",,,,,
969,Bressler,Karl Graf v.,,,,,,,Wien,,1823,13.10.1823
"",,,,,,,"Hochöfen und Frischfeuer, Walzenstreckwerken und anderen Maschinen verwendet werden Dampfmaschine, Getriebe",,,,,
"",,,,,,,"kann, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: Eines aus Gußeisen verfertigte Maschine erfunden zu haben,",,,,,
"",,,,,,,"mit welcher man auf alle Gattungen Seidene und baumwollene Stoffe, Bänder und Samet in",,,,,
970,Gianicelli,Peter,,,,,"ganzen Stücken, dann auf Papier, Leder etc. Vermittelst punctirter Metall-Walzen die Zeugdruck, Banddruck, Dessin",,Wien,,1823,13.01.1823
"",,,,,,,"Verschiedenartigsten Dessains vertieft oder erhaben, vollkommen rein ausgepreßt werden",,,,,
"",,,,,,,können,,,,,
"",,,,,,,"...zeiget hiermit an, ..., daß Er durch unermüdeten Mühe und forschen ein Tabackrauchrohr",,,,,
971,Hollensteiner,Joseph,,,,,"erzeuget, welches durch seine mechanische Vorrichtung delegatesten Schmauker nichts mehr zu Tabakspfeife",,Wien,,1823,19.08.1823
"",,,,,,,"wünschen übrig bleibt, ...",,,,,
"",,,,,,,"Ausführliche Beschreibung der ... Verbesserung, ..., daß: 1.) durch eine verbesserte Einrichtung der",,,,,
"",,,,,,,"von Benjamin Landesmann in Wien erfundenen, ... Tabakrauchkühler, das Einfüllen und Ablassen",,,,,
972,Kinner,Mathias,,,,,Tabakspfeife,,Wien,,1823,25.08.1823
"",,,,,,,der zum Abkühlen gebrauchten Flüssigkeit sehr erleichtert ... 2.) durch eine ganz neue Art von,,,,,
"",,,,,,,"Tabakrauchkühlern der Rauch, ..., gleichfalls aller seiner Schärfe ... beraubt wird; ...",,,,,
"",,,,,,,"Beschreibung der Neuen Erfindung einer Koch-Dampfmaschiene worin alle Speisen welche zu eine Kochapparat, Papin'scher Topf,",,,,,
973,Kraus,Joseph,,,,,,,Wien,,1824,11.10.1824
"",,,,,,,"Traiteur erforderlich sind gekochet werden, ... Gastwirt",,,,,
"",,,,,,,Beschreibung der ... Erfindung ...: in einem Verfahren beschmutzte Wäsche von allen Arten von,,,,,
974,Schoenfeld,Jakob R.v.,Tedeschi,Anton,,,"Geweben, dann Wolle, und auch andere waschbare Gegenstände, mittelst Anwendung von Waschmaschine",,Wien,,1825,09.06.1825
"",,,,,,,"Maschinen, ... zu reinigen ...",,,,,
"",,,,,,,"Zeigen an, eine neye Erfindung nehmlich eine Art gothische Jalusien gemacht zu haben, und",,,,,
975,Liebelt,Michael,Liebelt,Gottfried,,,,,,,1825,
"",,,,,,,"weniger sichtbar im Wagen sind, nie von selbst herabfallen",,,,,
"",,,,,,,"... zeiget ... an eine neue Erfindung gemacht zu haben, welche ... darin besteht, ein schon",,,,,
976,Lecigosky,Joseph,,,,,"verschloßenes Thür oder Mobilienschloß durch diese neu erfundene Maschine so zu sichern, daß Schloß",,Wien,,1825,16.06.1825
