PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Specification ... für gewisse Verbesserungen in der Construction von musikalischen Saiten-,,,,,
5398,Brooks,Robert,,,,,,"Saiteninstrument, Griffbrett",Wien,,1845,13.10.1845
"",,,,,,,Instrumenten,,,,,
5399,Mandl,Ignaz,,,,,"Beschreibung der ... Verbeßerung bei Erzeugung von allerhand Inschlittkerzen, ...","Unschlitt, Kerze",Wien,,1845,29.12.1845
"",,,,,,,"Beschreibung der ... Erfindung in Verfertigung gemalter, dann gemalter und vergoldeter Rouleaux,","Rouleau, Stärken, Kolorieren,",,,,
5400,Swab,Joseph,,,,,,,Teplitz,,1845,31.12.1845
"",,,,,,,Fenstervorsteller und dergleichen Artikeln ...,Vergolden,,,,
"",,,,,,,"... Beschreibung nebst Zeichnung der Erfindung ..., Eisenbahnen über bedeutende Anhöhen zu",,,,,
5401,Beroaldo,Natalis v.,,,,,,"Eisenbahn, Steigung, Zykloid",Wien,,1846,17.01.1846
"",,,,,,,"bauen, um mit gewöhnlichen Trains ungestört sowol bergauf als bergab fahren zu können",,,,,
"",,,,,,,,"Lokomotive, Dampfkessel,",,,,
5402,Hadley,John,,,,,Verbesserungen an Vorrichtungen und Apparaten zum Speisen der Dampfkessel,,Wien,,1845,16.12.1845
"",,,,,,,,"Kesselspeisewasser, Speisepumpe",,,,
"",,,,,,,"Verbesserungen an Maschinen und Vorrichtungen, um geneigte Ebenen von Eisenbahnen zu",,,,,
5403,Rand,John,,,,,,Zahnradbahn,Wien,,1845,16.12.1845
"",,,,,,,befahren,,,,,
"",,,,,,,,"Lithographie, Wischmanier,",,,,
5404,Baecker,Mathias,,,,,Beschreibung der Erfindung der lithographischen Wischmanier,,Wien,,1850,08.01.1850
"",,,,,,,,Aquatintaersatz,,,,
"",,,,,,,"Beschreibung der ... Erfindung, die Saiten des Claviers mittelst horizontal-liegenden Schrauben zu",,,,,
5405,Stelzel,Ignaz,,,,,,"Klaviersaite, Stimmen",Wien,,1846,01.04.1846
"",,,,,,,"spannen, und zu stimmen",,,,,
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza nel sostituire rampini exordigni di,,,,,
