PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
1311,Hofmann,Georg Anton,,,,,Beschreibung der Erfindung eines Sonnenschirmes für Herren,Sonnenschirm,Wien,,1834,21.08.1834
"",,,,,,,"Meine neue Vorrichtung, Schiffe ... in Bewegung zu setzen, besteht darin, daß mittelst eines auf",,,,,
"",,,,,,,"dem Schiffe aufgesetzten Druckwerkes Wasser durch den Schiffsboden eingezogen, selbes dann",,,,,
1312,Aigner,Engelbert,,,,,aber mit beträchtlicher Gewalt durch eine am Hintertheile oder an beyden Seitenwänden des,"Schiffsantrieb, Rückstoßantrieb",Wien,,1830,19.06.1830
"",,,,,,,"Schiffes angebrachten Öffnung, die jedoch unter der Wasserhöhe, oder der Tauchung ... sein muß,",,,,,
"",,,,,,,hinausgetrieben wird,,,,,
1313,Cervetti,Pietro Antonio,,,,,Processo chimico per rendere la primitiva bianchezza ai Cappelli di paglia ... [Strohhutbleiche],"Hut, Bleiche/Strohhut",Milano,,1830,25.01.1830
1314,Cervetti,Pietro Antonio,,,,,Si suppone la Tinta di Cent Cappelli di Paglia [Färben der Strohhüte],"Hut, Färben/Hut",Milano,,1830,09.01.1830
"",,,,,,,Erklärung auf die geschwindeste und leichteste Art mit den wenigen Zollmaaße der zwey,,,,,
"",,,,,,,,"Kleidung, Maßnehmen, Zuschneiden,",,,,
1315,Schwarte,Konrad,,,,,Körperweiten und Leib und Brust nebst der ganzen Höhe eines menschlichen Körpers aller,,Wien,,1828,13.02.1828
"",,,,,,,,Schneiderei,,,,
"",,,,,,,Gattungen Männerkleider zu verfertigen,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: von Häusern, Pallästen oder Kirchen die Dächer statt mit",,,,,
1316,Naumann,Friedrich August,,,,,"Ziegeln, durch jede Gattung von Metall mit Vermeidung der ... Falzung der Metalle und mit","Dach, Blechdach",Wien,,1831,16.02.1831
"",,,,,,,"Hinweglassung der Nägel ... gedeckt werden, ...",,,,,
"",,,,,,,"Beschreibung der ... Entdeckung ..., mittelst einer neu erfundenen Maschine alle Arten von",,,,,
1317,Ulbricht,Joseph,,,,,,Appreturmaschine,Niedergrund,,1830,02.05.1830
"",,,,,,,"Leingarn- oder Baumwollwaren dergestalt zu appretieren, ...",,,,,
1318,Bellot,Nicolas,Sellier,Louis,,,Beschreibung der erfundenen neuen Art von gespaltenen Kapseln,Zündhütchen,Prag,,1830,29.03.1830
"",,,,,,,"Beschreibung der ... Verbesserung in Erzeugung der Hemd-Knöpf und Vorhang-Ringel, sowie der",,,,,
1319,Caspar,Johann,,,,,,"Knopf, Vorhangring, Nagel",Wien,,1830,30.06.1830
"",,,,,,,Erzeugung der Sattler- und Tapezierer-Nägel,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: In neuen chemischen Schlagfeuerungen, welche nach",,,,,
"",,,,,,,"Umständen eine Zahl von 10, 12, 15 oder 20 Zündern /:im Effekte den bisher üblichen",,,,,
1320,Zang,August,Jung,Joseph,,,,Zündhütchen,Wien,,1833,18.06.1833
