PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,,"Blasinstrument,",,,,
3734,Uhlmann,Leopold,,,,,"Beschreibung der ... Verbesserungen an den Musik Metall Blas Instrumenten, ...",,Wien,,1843,26.07.1843
"",,,,,,,,"Klappe/Blasinstrument, Resonanz",,,,
"",,,,,,,Beschreibung eines zu Privilegirenden neu erfundenen verbesserten Sudapparats zur Erzeugung,,,,,
3735,Wissiack,Johann,,,,,,"Bier, Würzpfanne",Klagenfurt,,1838,25.02.1838
"",,,,,,,des Steinbieres,,,,,
"",,,,,,,Beschreibung der Erfindung resp. Verbesserung a) aus Graphit mit Göttweiher Ton feuerfeste,,,,,
"",,,,,,,"Schmelzgeschirre oder Schmelztiegel für alle Metalle, b) aus Graphit mit Pechlinger Ton und","Graphit, Tonwaren/Feuerfeste,",,,,
3736,Hackel,Michael,Krenn,Franz jun.,,,,,Leoben,,1838,01.03.1838
"",,,,,,,"gebrannten Steinen feuerfeste Ziegeln, und c) aus Graphit mit einem keine Kalktheile","Schmelztiegel, Schamottestein",,,,
"",,,,,,,enthaltenden Thone Töpferwaaren zu erzeugen,,,,,
"",,,,,,,"Die Erfindung besteht darin, die Schornsteine/: russische Kamine:/ gleich während des Bauens mit",,,,,
3737,Angelo,Anton d',Hoegn,Joseph,,,,"Tonrohr, Rauchfang",Wien,,1844,06.02.1844
"",,,,,,,runden Röhren /: Zilinder :/ auszufüttern,,,,,
"",,,,,,,Beschreibung der Erzeugung des Frankenstein'schen Gold- und Silbersalzes zur Hydroelectrischen,,,,,
"",,,,,,,,"Goldchlorid, Kontaktvergoldung,",,,,
3738,Frankenstein,Karl,,,,,"Contact-Vergoldung u. Versilberung ohne galvanische Batterie, und des einfachen Verfahrens bey",,Graz,,1843,11.04.1843
"",,,,,,,,"Silbersalz, Kontaktversilberung",,,,
"",,,,,,,Anwendung dieser Salze,,,,,
"",,,,,,,Beschreibung der ... Verbesserung ...: die in Paris am 14.12.1843 für Frankreich patentirten,,,,,
