PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der Ausführung oder Zusammensetzung der Maschinerie zu einem Privilegium, vor",,,,,
2147,Elsner,Franz,Meill,Franz,Mauss,Johann Baptist,"der Hand Federkraft-Schiffe zu verfertigen und in Anwendung zu bringen, welche aber auch zu","Schiffsantrieb, Getriebe",Wien,,1836,28.02.1836
"",,,,,,,anderen Werken anwendbar ist,,,,,
2148,Hegnauer,Sigmund,,,,,Beschreibung der neuen Entdeckung die Seiden-Abfälle /:Florett-Seide:/ zu waschen und reinigen,"Seidenkokon, Florettseide",Wien,,1836,02.08.1836
2149,Leywolff,Ignaz,& Sohn,,,,"Idee über die verbesserten Oberschlächtigen Wasser-Räder, ...",Wasserrad,Wien,,1836,04.08.1836
2150,Wiese,Heinrich,,,,,"Beschreibung der ... Verbesserung in der Fischbeinreißerei, ...","Fischbein, Reißeisen",Wien,,1836,23.09.1836
2151,Darebny,Joseph,,,,,Beschreibung der ... neu erfundenen ReiseKafeMaschine,Kaffeemaschine,Wien,,1837,25.05.1837
"",,,,,,,"Beschreibung einer neuen Entdeckung ... in Erzeugung der Strickwolle, sogenannten Baum-Woll-",,,,,
2152,Wessely,Anton,,,,,,"Baumwolle, Strickgarn",Wien,,1837,16.06.1837
"",,,,,,,"Zwirns, ...",,,,,
"",,,,,,,Beschreibung der ... in Beziehung auf die gesammte Lampenfabrikation gemachten Verbesserung,,,,,
2153,Darebny,Joseph,,,,,,"Lampe, Nachtlicht",Wien,,1837,28.07.1837
"",,,,,,,"an dem Lampen-Cylinder, und den Cylinderlosen Nachtlampen /:Oehlgas-Lampen:/",,,,,
"",,,,,,,Beschreibung ... an eine Erfindung ... ein Messingblaßinstrument in der Gestalt eines Contrafagots,,,,,
2154,Stehle,Johann,,,,,,Kontrafagott,Wien,,1836,06.05.1836
"",,,,,,,"zu erzeugen, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung ...: Chromgelb zu erzeugen, welches zum Färben der Kottone sehr",,,,,
"",Roethlingshoef,,,,,,,,,,,
2155,,Georg Adam,,,,,"notwendig ist, indem dadurch die so beschwerliche und kostspielige Manipulazion mit basischen","Gelb, Kattun, Färben/Kattun",Prag,,1832,22.09.1832
"",er,,,,,,,,,,,
"",,,,,,,oder saurem chromsaueren Kaly ganz umgangen werden kann,,,,,
"",,,,,,,Beschreibung über die ... Entdeckung und Verbesserung in der Fabrikation des Eisen und des,,,,,
