PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatu
"",,,,,,,"Beschreibung ... der ... Erfindung, ..., eine aeronautische Maschine gemacht zu haben, mittelst",,,,,
"",,,,,,,welcher man in Verbindung mit einem Luftball (ohne Ballast mitzunehmen) sich beliebig in die Luft,,,,,
936,Knezaurek,Joseph,,,,,,"Luftballon, Flugapparat",Wien,,1824,07.08.1824
"",,,,,,,"heben und senken, jeden Windstrich aufsuchen, und auf diese Art beliebige weite Reisen",,,,,
"",,,,,,,"unternehmen kann, welche Maschine aber auch allein für sich ihre Anwendung hat",,,,,
"",,,,,,,,"Bilderrahmen, Gravieren, Dessin,",,,,
937,Seidan,Johann,,,,,Beschreibung ... der gepreßten Goldrahmen & architektischen Verzierungen von Papier und Metall,,Wien,,1823,05.06.1823
"",,,,,,,,Vergolden,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., vermittelst einer besonderen Einrichtung des gewöhnlichen",,,,,
"",,,,,,,"Werkstuhles, dann aber auch auf Mühlstühlen, einen neuen Stoff, aus Seide, Zwirn Baum- oder",,,,,
938,Herrmann,David,,,,,,"Spitzen, Dessin",Wien,,1824,04.08.1824
"",,,,,,,"Schafwolle /:Egerie:genannt:/ zu erzeugen, welcher mit verschiedenen Dessains versehen ist, den",,,,,
"",,,,,,,feinsten Blonden & anderen Spitzen gleich kommt ...,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, aus Mischung und Zusammensetzung von verschiedenen",,,,,
939,Doering,Franz,,,,,,Tabakspfeife,Wien,,1824,12.08.1824
"",,,,,,,Bestandtheilen Tobakpfeiffenköpfe unter dem Nahmen Englische-Lack-Köpfe zu erzeugen,,,,,
940,Girardony,Franz,,,,,"Beschreibung der ... Verbesserung an der Water-Twist Maschine, ...",Spinnmaschine,Münchendorf,,1824,23.08.1824
"",,,,,,,"1. Darstellung der neuen Entdeckung und Verbesserung, mittelst eigener Apparate, Rübsenöhl auf",,,,,
"",,,,,,,"eine ... eigenthümliche Art und Weise, ... zu reinigen ... und dasselbe ... als ... Tafelöhl darzustellen.",,,,,
941,Brachmann,Samuel,,,,,,"Rüböl, Raffinade/Oel",Wien,,1824,10.08.1824
"",,,,,,,2. Darstellung der neuen Entdeckung und Verbesserung aller Arten Brennöhl binnen 3 Tagen zu,,,,,
"",,,,,,,reinigen,,,,,
"",,,,,,,"... Verbesserung ...: 1. In einer ... Maschine zur Erzeugung aller Gattungen Stärke, Haarpuder und",,,,,
"",,,,,,,"Kraftmehl, welche ... den Waitzen, Reiß und andere ... Mehltheile durch ein ... Reibwerk ...",,,,,
"",,,,,,,,"Mühle, Siebwerk, Stärke, Puder,",,,,
942,Kugler,Johann Wolfgang,,,,,"zerquetscht, reiniget, trocknet ... und vier Gattungen ... erzeuget; ... 2. ... diese ganze Maschine",,Wien,,1830,26.01.1830
"",,,,,,,,Kraftmehl,,,,
"",,,,,,,durch einen einzigen Menschen ... in Bewegung gesetzt wird ... 3. ... mittelst der angebrachten,,,,,
"",,,,,,,Filitirungs-Sieben die Stärke zugleich verfertigt ist ...,,,,,
"",,,,,,,"... zeigt ... an, seine ... Verbesserung, welche ... darin besteht, daß er sein Privilegium ... mit der",,,,,
"",,,,,,,"Erfindung Gabelharmon, den Resonanzboden auf eine hölzerne Rahm frey zu legen, so habe ich ...",,,,,
943,Mueller,Mathias,,,,,,Klavier,Wien,,1829,11.07.1829
"",,,,,,,"die Verbesserung gemacht, selben auf eine Rahm von Eisen zu legen, welche mit dem Stimmstock",,,,,
"",,,,,,,"in Verbindung ist, ...",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung, ..., daß derselbe den schon im Jahre 1817 auf seinen ersten",,,,,
"",,,,,,,"Dampfschiffen ausgeführten Dampf-Röhren Aparat, vorzüglich in Rücksicht auf die",,,,,
"",,,,,,,"Dampfschiffahrt so vervollkommnet hat, daß durch ... den Selbstregulator des Wassers ..., die dem",,,,,
"",,,,,,,"Feuer exponirten Röhren ... immer mit Wasser angefüllt bleiben, ... hat der Gefertigte eine ...","Schiff, Dampfkessel, Speisepumpe,",,,,
"",,,,,,,"Vorrichtung erfunden, durch welche sich das gesprungene Dampf- oder ... Wasserrohr von der","Speiseventil, Kesselspeisewasser,",,,,
944,Bernhard,Anton,,,,,,,Preßburg,,1823,15.02.1823
"",,,,,,,"Verbindung mit allen übrigen lostrennt, ohne im mindesten die Wasser Zuflüsse und","Filtrierapparat, Auswechselbares",,,,
"",,,,,,,"Dampfabzüge aller übrigen gesunden Röhren zu stören, fortdauernd miteinander verbundenen",Kesselrohr,,,,
"",,,,,,,"Röhren zu stören, dahero nun auch die Fahrt eines Dampfschiffes durch das Zerspringen von",,,,,
"",,,,,,,"Dampfgefäßen, welche erst nach zurückgelegter Reise durch eine neue ersetzt werden, nicht",,,,,
"",,,,,,,unterbrochen werden kann,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ... den sogenannten englischen Spitzengrund /Bobinet:/ zu",,,,,
945,Haas,Philipp,,,,,,"Tüll, Bobinet",Wien,,1823,07.11.1823
"",,,,,,,"erzeugen, ...",,,,,
"",,,,,,,Anlage zum unterthänigsten Gesuch des Großherzogl.badischen Commerzien Raths L. Newhouse,,,,,
946,Newhouse,B.R.L.,,,,,in Mannheim. Versiegelte genaue Beschreibung seiner Verbesserung des ächten Cölnischen,Parfüm,Mannheim,,1823,05.05.1823
"",,,,,,,Wassers,,,,,
947,Selka,Vinzenz Jakob,,,,,Beschreibung zur neuen Verbesserung der Billard,Billard,Wien,,1823,20.06.1823
"",,,,,,,"Beschreibung zur Verbesserung der vom Gefertigten ausschließend privilegirten Biliards, welche",,,,,
948,Selka,Vinzenz Jakob,,,,,"nur mit 3 Füßen versehen und unterhalb mit einem runden Tafl-Tisch verbunden sind, wodurch",Billard,Wien,,1824,21.08.1824
"",,,,,,,"selbe ihre horizontale Lage, stets auch während des Spiels erhalten",,,,,
"",,,,,,,"Beschreibung der von mir ... gemachten neuen Erfindung, welche im Wesentlichen darin besteht,",,,,,
949,Boehm,Joseph,,,,,daß ein Clavier durch bloße Verschiebung der Claviatur um einen ganzen Ton höher oder tiefer,"Klavier, Stimmen",Wien,,1823,10.03.1823
"",,,,,,,gestimmt werden kann,,,,,
"",,,,,,,Beschreibung des Verfahrens bey Erzeugung des Duftziegel [Tuffziegel] nach der Erfindung des,,,,,
950,Eimong,Anton,,,,,,"Ziegel, Tuffziegel, Gewölbeziegel",Wien,,1823,21.03.1823
"",,,,,,,Gefertigten,,,,,
"",,,,,,,Beschreibung der von Carl Lud. Müller Erfinder der k.k.priv.Schreib Maschiene und Schreib,,,,,
951,Mueller,Karl Ludwig,,,,,"Instrumente ... gemachten neuen Entdeckung, ..., Schreibfedern von allen Kiel Sorten, Metallen,",Schreibfeder,Wien,,1823,08.04.1823
"",,,,,,,"Stahl oder auch anderen Stoffen zu verfertigen, ...",,,,,
