PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"... zeiget ... an eine neue Erfindung gemacht zu haben, welche ... darin bestehet: Eine Gattung",,,,,
"",,,,,,,,"Riechfläschchen, Stock, Regenschirm,",,,,
1873,Nagele,Joseph,,,,,Geruchfläschchen ... mittels der Einrichtung eines Spazierstockes für Herren und Richfläschchen,,Wien,,1831,03.08.1831
"",,,,,,,,Sonnenschirm,,,,
"",,,,,,,"für Damen, wie auch zu dene Parasollstöcken ...",,,,,
"",,,,,,,Kurze Beschreibung des neuen in quali & quanto bedeutend mehr leistenden Kohlungsapparates,,,,,
1874,Ludwig,Philipp,,,,,,"Verkohlen, Holzkohle",Kremsier,,1831,07.09.1831
"",,,,,,,...,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ä..: das Spinnen der sogenannten gestrichenen Schaafwolle so wie","Streichwolle, Spinnmaschine,",,,,
1875,Boner,Franz Anton,,,,,,,Graz,,1831,18.08.1831
"",,,,,,,das Aufwinden des gesponnen Fadens blos durch Maschinerie zu bewerkstelligen,Fadenregulator,,,,
1876,Wolle,Emanuel,,,,,Beschreibung: Die Vorrichtung der neu entdeckten Decatirungs-Methode ...,Dekatiermaschine,Wien,,1831,29.12.1831
"",,,,,,,Beschreibung und Zeichnungen auf die Erfindung neuer Benützungsmethoden hebelartiger,,,,,
1877,Knezaurek,Joseph,Steiner,Ernst Franz,,,"Vorrichtungen, und Verwendung der Schwerkraft der Körper zum Schiff- und Wagenbetrieb und","Schiffsantrieb, Wagen, Getriebe",Wien,,1831,22.12.1831
"",,,,,,,zu anderen mechanischen Gewerken,,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: Alle Gattungen Bau-Meubles Garten und Keller Tischlerarbeiten",,,,,
1878,Galster,Heinrich,,,,,"aus zusammengefügten Theilen, welche im Wasser der Zerstörung widerstehen aus chemisch-","Holz, Imprägnierung/Holz",Wien,,1832,18.01.1832
"",,,,,,,"luftverdünstetem Holze zu arbeiten, ...",,,,,
1879,Dunst,Fanny,,,,,Beschreibung der Wirtschafts Nachtlichter,Nachtlicht,Wien,,1832,24.01.1832
1880,Seufert,Johann,,,,,Beschreibung der verbesserten Jagward-Maschine,Jacquardmaschine,Wien,,1832,09.01.1832
"",,,,,,,Beschreibung der ... Verbesserung: Bey den Kartätschen-Maschinen in Spinnfabriken anstatt der,,,,,
1881,Todesco,Hermann,,,,,,Krempeln,Wien,,1832,28.02.1832
"",,,,,,,bisher gebräuchlichen Abstrichkämme oder 2 Abnehmwalzen nur eine Walze anzuwenden,,,,,
"",,,,,,,Beschreibung ... einer neuen Erfindung der Verfahrungsart und Behandlung aller Gattungen von,,,,,
"",,,,,,,"bereits verfertigten Porzellangeschirr, welches bekanntlich bei dem Gebrauche aus der Kälte in die",,,,,
1882,Saumer,Martin,,,,,,Porzellangeschirr,Wien,,1832,29.02.1832
"",,,,,,,"Wärme und umgekehrt aus der Hitze in die Kälte dem gehrn Zerspringen sehr unterworfen ist,",,,,,
"",,,,,,,"durch eine ganz eigene neue Behandlung vor diesem Zerspringen zu verwahren, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß er bei einem zugemachten Wagen /:Schwimmer:/ die",,,,,
1883,Koller,Nikolaus,,,,,"vorderen zwey Fenster und Jalusien zum Uibereinanderschieben, und nicht, wie es bei den","Wagen, Federung/Wagen, Jalousie",Wien,,1832,05.03.1832
"",,,,,,,"gewöhnlichen Wägen ist, ... verfertige ...",,,,,
1884,Mohr,Joseph,,,,,"... zeigt ...an, eine Verbesserung bei Vorspinn- oder Tuberowing-Maschinen gemacht zu haben, ...",Vorbereitungsmaschine,Wien,,1832,20.03.1832
"",,,,,,,"Beschreibung der ... neu erfundenen Vorrichtungen oder sogenannten Schlüssel-Arben, welche",,,,,
"",,,,,,,"alle schon bereits bestehenden Schlösser die nach der gewöhnlichen Arth verfertigt worden sind,",,,,,
1885,Sammer,Joachim,,,,,,"Schloß, Schlüssel",Wien,,1832,06.04.1832
"",,,,,,,"gänzlich unaufsperrbar machen, oder für das Eindringen fremder Schlüssel und Dittriche vollends",,,,,
"",,,,,,,schützen,,,,,
"",,,,,,,"... zeigt ... an, eine neue Erfindung ..., daß er dem Carthamin /:dem reinen rothfärbenden Stoffe",,,,,
"",,Mauritius,,,,,"aus dem einheimischen Saflor Carthamus tinctorius geschieden:/ auf zwey verschiedene Arten,",,,,,
1886,Ottenso,,,,,,,"Saflor, Färben",Pest,,1832,24.03.1832
"",,Wenzeslaus,,,,,"eine gleich zweckmäßige Grundlage ertheilt, um dasselbe mehr zu verkörpern, und zum färben",,,,,
"",,,,,,,geschickter und tauglicher zu machen ...,,,,,
"",,,,,,,Zeichnung und Beschreibung lufdicht verschloßener Trinkbecher & Krügeln zum zweckmässigen,,,,,
1887,Moser,Leopold,,,,,,"Mineralwasser, Trinkbecher",Baden bei Wien,,1832,09.05.1832
"",,,,,,,Genusse der Mineralwässer ...,,,,,
1888,Zappert,Karl,,,,,Neue Glänzmaschine zur Appretur Bau[m]wollener Stoffe,Appreturmaschine,Wien,,1832,07.06.1832
"",,,,,,,Plann der neu erfundenen SchiffahrtstriebMaschine. Erklärung der Zeichnung der,,,,,
1889,Banheyer,Joseph,,,,,,"Schiffsantrieb, Getriebe, Ueberfuhr",Peterwardein,,1832,14.05.1832
"",,,,,,,Uiberschiffahrtsbetrieb Maschine,,,,,
1890,Kattner,Maximilian,Simon,Friedrich,,,Wesenheit der Chocolade-Maschine,Schokolademühle,Wien,,1832,26.06.1832
1891,Bain,Franz,,,,,Schuh-Glanzwichse unter Benennung k.k. Patent Militair Glanzwichse,Wichse,Wien,,1832,14.07.1832
"",,,,,,,"Das Privilegium bezweckt, den Steindruck auf jede Art Stoff, als baumwollene, leinen, wollenen",,Mittelweyerbur,,,
1892,Valier,Franz,,,,,,"Lithographie, Zeugdruck",,,1832,25.05.1832
"",,,,,,,und Seidenstoff in schwarz und in Farben anzuwenden,,g,,,
"",,,,,,,Beschreibung der ... für das Köhlungswesen höchst wichtigen Entdeckung mit ganz geschlossener,,,,,
1893,Ludwig,Philipp,,,,,,"Verkohlen, Holzkohle, Kohlenmeiler",Kremsier,,1832,26.08.1832
"",,,,,,,Mailerdecke jede beliebige Quantität  Holz besser und mit höherem Ertrage verkohlen zu können,,,,,
