PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza in una stufa da far morire a secco le,,,,,
"",,Onofrio,,,,,,"Seidenraupe, Seidenkokon,",,,,
5267,Bagazzoni,,,,,,"crisalidi nei bozzoli da seta, da riscaldarsi col vapore dell'acqua [Dampfkessel zum Töten der",,Como,,1845,15.07.1845
"",,Pantaleone,,,,,,Dampfkessel,,,,
"",,,,,,,Seidenraupen in den Kokons],,,,,
"",,,,,,,"Beschreibung des verbesserten Verfahrens, den aus Gußstahl verfertigten Sensen durch eine",,,,,
5268,Schroekenfux,Franz de Paula,Weinmeister,Gottlieb,,,,"Sense, Härten/Stahl",Spital am Pyhrn,,1847,11.09.1847
"",,,,,,,erfolgende weiße färbung eine ausgezeichnete und zähe Härte zu geben,,,,,
"",,,,,,,"Beschreibung von Alois Mayer, 1.Spengler und Metallarbeiter im Bahnhof zu Gloggnitz,",,,,,
5269,Mayer,Alois,,,,,,Signal,Wien,,1849,29.08.1849
"",,,,,,,erfundenen Tag- und Nacht Signal-Balon für Eisenbahnen ...,,,,,
"",,,,,,,"Beschreibung der Erfindung eines neuen Lettern-Sistems zum Kunstdruck für Firmen,",,,,,
5270,Gallaseck,Georg,Riss,Michael,,,,"Schild, Metallbuchstabe, Beschriften",Wien,,1849,27.09.1849
"",,,,,,,Aushängeschilder usw....,,,,,
"",,,,,,,,"Holz, Leinwand, Wirwaren,",,,,
"",,,,,,,Beschreibung des Verfahrens zur dauerhaften Erhaltung aller animalischen und vegetabilischen,"Konservierung, Imprägnierung/Holz-",,,,
5271,Zurhelle,Heinrich,,,,,,,Wien,,1845,30.06.1845
"",,,,,,,"Substanzen,  - insbesonders des Holzes, der Leinwand und aller Strickwerke","Leinwand-Wirkwaren, Alaun,",,,,
"",,,,,,,,"Zinkvitriol, Kupfervitriol, Eisenvitriol",,,,
5272,Davy,Henry Savill,James,W.H.,,,W.H. James' Patent System of Propelling Railway Carriages,"Eisenbahn, Standseilbahn, Getriebe",Wien,,1845,02.07.1845
"",,,,,,,Descrizione della nuova scoperta che ... consiste in sostanza: in un originale sistema di strada,,,,,
5273,Avesani,Bartolomeo,,,,,ferrata a movimento continuo con macchina a vapore a bassa pressione stazionaria ... [Stationäre,"Lokomotive, Dampfmaschine",Verona,,1845,30.05.1845
"",,,,,,,Niederdruckdampfmaschine für Lokomotiven],,,,,
