PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
4297,Julli..c,Luigi,,,,,Beschreibung: Bei der Bereitung des Filzes für alle Gattungen von Cassimir- oder Tuchfilzen ...,"Hasenbalg, Filz, Hut",Triest,,1842,24.02.1842
4298,Detter,Anton,Detz,Ignaz,,,Beschreibung einer Raspel- und Feilenhaumaschine,Feilenhaumaschine,Krems,,1842,14.03.1842
"",,,,,,,Beschreibung der ... neu erfundenen Verbesserung der bisherigen dem Zwecke nicht ganz,,,,,
4299,Dobrowsky,Alois,,,,,,Gewehrschloß,Pardubitz,,1843,31.01.1843
"",,,,,,,entsprechenden Kapsel-Setzer,,,,,
"",,,,,,,Beschreibung der ... Erfindung ...: Alle Gattungen Baumwollstoffe mittelst eines eigenen ...,"Baumwollstoff, Färben/Baumwollstoff,",,,,
4300,Friedrich,Andreas,,,,,,,Wien,,1843,03.03.1843
"",,,,,,,"Verfahrens zu färben, ...",Appretur,,,,
"",,,,,,,,,Wellehrad/Mäh,,,
4301,Paukert,Johann,,,,,"... zeigt an, eine neue Entdeckung ... durch einen ... Gährungsapparat gemacht zu haben, ...",Gärapparat,,,1844,01.01.1844
"",,,,,,,,,en,,,
4302,Friederik,J. L.,Loeve,Paul,,,Beschreibung in der Erfindung und Verbesserung der Spielkarten Erzeugung,Spielkarte,Wien,,1845,14.03.1845
"",,,,,,,"Beschreibung zu dem Privilegium ...: Alle Gattungen Stoffe (Seide-, Schaf-, Baumwoll-, Leinen-",,,,,
4303,Hoepfinger,Joseph,,,,,,"Moire, Druckwalze, Zeugdruck",Wien,,1845,17.02.1845
"",,,,,,,"stoffe) auf beiden Seiten so zu moiriren, daß diese ... beliebige Dessine erhalten, ...",,,,,
"",,,,,,,"Beschreibung der ...Erfindung, das fertige Oberleder zur Fußbekleidung überhaupt jedes Leder,",,,,,
4304,Krziwanek,J.L.,,,,,,"Oberleder, Imprägnierung/Leder",Wien,,1845,19.03.1845
"",,,,,,,gelinder wasserdicht und frei vom trockenen Bruche zu machen,,,,,
4305,Girardet,Karl,,,,,Beschreibung des Girardet Schnellzünders,Feuerzeug,Wien,,1845,01.03.1845
"",,,,,,,Beschreibung zu dem ... Privilegium ... auf die Erzeugung und Rafinirung eines Vegetabilischen,,,,,
4306,Kaufmann,Ignaz,Kaufmann,Moritz,,,,"Bierhefe, Raffinade/Hefe, Hefe",Wien,,1845,12.02.1845
"",,,,,,,Gährungsstoffes unter dem Namen Gesundheitsferment oder Kernheve ...,,,,,
4307,Gille,Andreas,,,,,Beschreibung meines Apparats zur Absonderung des Fleisches der Oliven von dem Kerne,"Olive, Entkernen",Verona,,1844,15.09.1844
4308,Wertheim,Franz,,,,,Genaue Erklärung der Maschine zum Löcherstemmen bei allen Höbel ...,"Hobel, Keilloch, Stemmaschine",Krems,,1845,27.02.1845
"",,,,,,,"Beschreibung der ... Erfindung, ..., Ohrgehänge aus allen Gattungen edlen und unedlen Metallen ...",,,,,
4309,Wrubel,Karl,,,,,,Ohrringe,Wien,,1846,11.03.1846
"",,,,,,,"zu erzeugen, ...",,,,,
"",,,,,,,Beschreibung der Erfindung mittelst einer Composition und neuen Modellirung Metallbuchstaben,"Legierung, Metallbuchstabe,",,,,
4310,Goldstein,David,Wappenstein,Rudolph,,,,,Wien,,1846,03.02.1846
"",,,,,,,zu erzeugen und zu placken,Rußüberzug,,,,
"",,,,,,,Beschreibung der ... Erfindung ...: den Saft aus allen Theilen der Eiche mit Ausschluß der Knoppern,,,,,
4311,Rietsch,Franz Gottfried,,,,,,"Eichensaft, Gerberei, Färben",Wien,,1842,22.02.1842
"",,,,,,,... auszuziehen und zum Gebrauche für Gärber und Färber in den Handel zu bringen,,,,,
4312,Ossowski,Johann,,,,,Beschreibung eines von mir erfundenen beweglichen häuslichen Dampfschwitz Bad Apparates,Dampfbad,Wien,,1840,10.12.1840
4313,Sandhaas,Johann,Schwan,Karl,,,"Erfindung einer neuen Art Gradir-Vorrichtung, ...",Gradierapparat,Wien,,1845,23.04.1845
"",,,,,,,"Beschreibung einer Maschine, durch deren Kraftanwendung sowohl größere und kleinere Schiffe",,,,,
4314,Ferdinandi,Franz,Rohrbach,Jakob,Mayer,Johann,"schnell bewegt, dann am Lande Mahlmühlen, Brettsägen, Eisenhämmer bei Wassermangel in",Getriebe,Wien,,1842,29.03.1842
"",,,,,,,Betrieb gesetzt werden können [Göpel],,,,,
"",,,,,,,... zeigt ... an eine neue Erfindung und Verbesserung im Baue von Dampf- und anderer Schiffe,,,,,
4315,Punshon,John,,,,,"gemacht zu haben, welche in der Anwendung eines eisernen Gerippes in Verbindung mit einer","Schiffbau, Stahlbau",Wien,,1842,26.02.1842
"",,,,,,,"Holzwand besteht, ...",,,,,
"",,,,,,,"Beschreibung eines neuen auf alle Dampfmaschinen, und besonders Dampfwagen anwendbaren","Lokomotive, Dampfmaschine,",,,,
4316,Spoerlin,,Zimmermann,,,,,,Wien,,1842,26.02.1842
"",,,,,,,Expansionssystems,"Steuerung, Schieber",,,,
"",,,,,,,,"Dampfmaschine/Feuerlose,",,,,
4317,Bucher,Jean Jacques,Neubauer,Johann Baptist,,,"Beschreibung ... des ... Apparates zur Erzeugung des Dampfes ohne Feuerung, ...",,Wien,,1842,01.02.1842
"",,,,,,,,Lokomotive/Feuerlose,,,,
"",,,,,,,Beschreibung der ... Erfindung: Bei gewebten Stoffen ... mit einer Scheermaschine ...,,,,,
4318,Bonnet,Franz,,,,,,Tuchschere,Wien,,1842,27.04.1842
"",,,,,,,"abzuscheeren, ...",,,,,
"",,,,,,,"Beschreibung auf die Erfindung aller Preparate und Produkte, welche aus dem rohen Harz aller","Nadelbaum, Harz, Terpentin,",,,,
4319,Brisker,Marius,,,,,,,Wien,,1842,15.03.1842
"",,,,,,,Pinusarten gewonnen werden ...,"Terpentinöl, Kolophonium, Farbe",,,,
"",,,,,,,Beschreibung des ... Surrogats ... wodurch die Erzeugung eines schönen und weißen Zuckers aus,,,,,
4320,Zegretti,Filippo,,,,,,"Sirup, Klärmittel, Zucker",Wien,,1844,26.02.1844
"",,,,,,,Runkelrüben-Saft ohne Raffinirung bewirkt wird,,,,,
4321,Schmidmayer,Johann,,,,,Beschreibung der ... Verbesserung an dem Schneidcylinder der Shawl-Ausschneid-Maschine,"Schal, Bandstuhl, Schneidemaschine",Wien,,1845,11.03.1845
4322,Wojaczig,Franziska Rosalia,,,,,"Beschreibung über die Erzeugung der neuen Erdäpfel - Stärke, genannt ""Vegetabilien - Stärke""",Kartoffelstärke,Bruck/Leitha,,1846,19.03.1846
"",,,,,,,"... zeigt ... an eine neue Erfindung ..., den Horrn Klauen Knöpfen einen Goldüberzug zu geben,","Knopf, Hornbearbeitung, Vergolden,",,,,
4323,Kanitz,Simon,,,,,,,Wien,,1846,28.04.1846
"",,,,,,,"welcher mittelst eine lithographische vorrichtung einen schwarzen Dessin erhält, ...",Dessin,,,,
4324,Liebl,Anton,,,,,Beschreibung der ... Erfindung auf Verbesserung von Männer- und Frauensiglringen,Siegelring,Wien,,1846,05.05.1846
"",,,,,,,"Beschreibung der ... Verbesserung ...: daß Wiener-Doppel-Kölner-Wasser ... zu erzeugen, ...",,,,,
4325,Hillinger,Franziska,Schwarz,Wenzel,,,,Parfüm,Wien,,1845,03.07.1845
"",,,,,,,[zediert an Wenzel Schwarz],,,,,
"",,,,,,,"Beschreibung der ... Verbesserung ...: daß Toillet-Schönheits-Wasser ""Eau de mille fleurs"" genannt",,,,,
4326,Hillinger,Franziska,Schwarz,Wenzel,,,,Parfüm,Wien,,1845,03.07.1845
"",,,,,,,"zu erzeugen, ... [zediert an Wenzel Schwarz]",,,,,
