PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Privilegiums-Beschreibung ... diese ... umfaßt die ... neu erfundenen und die Verbesserung seiner,,,,,
4327,Springer,Heinrich,,,,,früher schon priv. und aller andern bekannten Erntemaschinen /:als Mähmaschinen und,Mähmaschine,Wien,,1841,07.04.1841
"",,,,,,,Erntekarren:/ ...,,,,,
4328,Leclaire,Nicolaus,Urbaner,Louise,,,Moderator-Lampe [Lampe à Moderateur deutsch] [Text dt.u.frz.],Lampe,Wien,,1837,22.10.1837
4329,Trampus,Biaggio,,,,,Descrizione dei pezzi componenti il levafumo [Rauchfangaufsatz],Champion,Trieste,,1846,29.06.1846
4330,Spazzini,Filippo,,,,,Descrizione della Strada a Ruotaja mobile [Bewegliche Geleise],Geleise,Milano,,1842,26.03.1842
"",,,,,,,Beschreibung der ... Entdeckung zur Spielkarten Erzeugung ... durch die erfundene Maschine und,,,,,
4331,Krautwurst,Joseph,,,,,,"Spielkarte, Druckmaschine",Salzburg,,1842,24.04.1842
"",,,,,,,rücksichtlich durch deren Walzen ...,,,,,
"",,,,,,,"Beschreibung der Erfindung ..., daß eine Säemaschine zum Säen aller Getreidgattungen mit dem",,,,,
4332,Breitfeld,Karl Friedrich,,,,,"sogenannten Kainz'schen Pfluge (Ruchadlo) in Verbindung gebracht wird, um unter Einem die","Krümelpflug, Pflugsämaschine",Prag,,1844,12.05.1844
"",,,,,,,"Furche zu ziehen, die Saatkörner in beliebiger Entfernung zu legen, und die Furche zu decken",,,,,
4333,Mach,Johann,Rathknecht,Mathias,,,Beschreibung der Verbesserung von geruchslosen Haus- und Zimmer-Retiraden,"Zimmerklosett, Abort, Wasserspülung",Wien,,1845,26.03.1845
"",,,Escher -,,,,,,,,,
4334,Daendliker,J. Jac,,Kaspar v.,,,Unser Verfahren für die Darstellung künstlicher Düngungsmittel aus Pflanzen und deren Abfällen,Düngergewinnung,Zürich,,1845,08.02.1845
"",,,Felsenhof,,,,,,,,,
"",,,,,,,"Beschreibung des Verfahrens aus Elain und Fetten, eine Kristallinische der Stearinsäure in ihren",,,,,
4335,Rochleder,Friedrich,,,,,"Eigenschaften ähnliche Masse (Elaidinsäure) zu erzeugen und aus dieser Lichter, und andere","Oelsäure, Kerze",Wien,,1845,29.03.1845
"",,,,,,,"Produkte zu verfertigen, ...",,,,,
"",,,,,,,Beschreibung der ... Erfindung und Verbesserung ...: daß er die Appretirung des Tuches ... durch,,,,,
4336,Weichmann,Leonhard,,,,,,"Appreturmaschine, Dekatiermaschine",Wien,,1845,30.04.1845
"",,,,,,,"die Schnelligkeit einer dazu erfundenen Luftkastenmaschine ... bearbeitet, ...",,,,,
4337,Hausner,Wenzel,Schubert,Franz,,,Beschreibung der Erfindung in Verfertigung von Wagentritten,Trittbrett,Wien,,1845,21.05.1845
4338,Kinzelberger,,,,,,Beschreibung der ... Erfindung in der Raffinirung des Leinöls,"Leinöl, Raffinade/Oel",Prag,,1845,24.05.1845
"",,,,,,,,"Plastische Masse, Lithographie,",,,,
"",,,,,,,"Beschreibung ... der ... Erfindung aus einer Massa verschiedene Kunstgegenstände zu erzeugen,",,Münchengratz/,,,
4340,Becher,Adalbert,,,,,,"Gelatinographie, Druckmaschine,",,,1842,14.06.1842
"",,,,,,,solche zu bedrucken und malen ...,,Böhmen,,,
"",,,,,,,,Klischee,,,,
"",Lefevre des,,,,,,Beschreibung einer neuen Erfindung betreffend: Die vervollkommneten zusammenlegbaren,,,,,
