PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,,"Eisenbahnwagen, Drehgestell,",,,,
4669,Bozek,J. Romuald,,,,,Beschreibung der neuen Construction von Eisenbahnwägen,,Wien,,1842,25.05.1842
"",,,,,,,,"Wagenrad, Bremse",,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß mittelst einiger Arten von Ackermaschinen ... ohne Zugvieh",,,,,
4670,Kridl,Eduard,,,,,,"Pflug, Sämaschine, Seilwinde",Petrinia,,1842,26.01.1842
"",,,,,,,"... geacktert, ... zugleich gesaet und geeggt, ... angehäuft ... werden kann",,,,,
"",,,,,,,"Beschreibung einer ... Entdeckung und Verbesserung in der ... Zubereitung der Schreibfederkiele,",,,,,
4671,Brisker,Markus,,,,,,Schreibfeder,Wien,,1843,08.06.1843
"",,,,,,,...,,,,,
"",,,,,,,,"Lokomotive, Steigung,",,,,
4672,Scala,Franz,Scala,Johann,,,Bergfahrten des Locomotivs sammt der Last bei beliebigen Steigungen von 1:4,,Wien,,1843,18.05.1843
"",,,,,,,,Schwerpunktverlagerung,,,,
"",,,,,,,"Beschreibung der Luft-Wasser-Druck-Maschine, die sowohl fix wirkend, als auch als lastziehendes","Lokomotive, Getriebe, Perpetuum",,,,
4673,Scala,Franz,Scala,Johann,,,,,Wien,,1843,24.03.1843
"",,,,,,,"Locomotive verwendet werden kann, die Dampfmaschine vollkommen ersetzt",mobile,,,,
"",,,,,,,"Descrizione della nuova scoperta, che Giovanni Giuseppe Larat di Lione dichiara d'aver fatta e che",,,,,
4674,Larat,Giovanni Giuseppe,,,,,consiste in sostanza in un nuovo sistema di illuminazione detta Gasastrale-liquido [Beleuchtung,"Leuchtstoff, Beleuchtung",Milano,,1843,18.01.1843
"",,,,,,,mit flüssigem Gas-Astrallicht],,,,,
"",,,,,,,Beschreibung der Construction eines durch Schwung und Schraubenkraft sich bewegenden,,,,,
4675,Beyer,Paul,,,,,,"Getriebe, Perpetuum mobile",Kuttenberg,,1843,18.03.1843
"",,,,,,,mechanischen Werkes,,,,,
4676,Waldstein,Jakob,,,,,Beschreibung der Fabrikation des Crownglases ...,"Optische Glas, Schmelzofen",Wien,,1844,28.06.1844
4677,Hetti,Mathias,,,,,"Beschreibung der ... Verbesserung in der Bereitung der Leinöhlfirnisse, ...",Leinölfirnis,Graz,,1844,28.05.1844
"",,,,,,,"Descrizione e Modo d'applicazione della macchina Filiera per la fabbricazione de tubi di ferro,",,,,,
4678,Rossini,Pietro,,,,,,Rohrziehbank,Milano,,1845,31.03.1845
"",,,,,,,piombo etc. [Rohrziehbank],,,,,
"",,,,,,,"Beschreibung der Entdeckung in Erzeugung der Koaks, Theer und Theerwasser aus allen","Steinkohle, Braunkohle, Kohlenklein,",,,,
4679,Hnewkowsky,Johann,Zdekaner,Emanuel,,,,,Prag,,1846,31.05.1846
"",,,,,,,Gattungen Stein- und Braunkohle insbesondere aber aus Kohlenlösche,"Verkohlen, Koks, Teer, Teerwasser",,,,
"",,Aloisio Francesco,,,,,"Descrizione delle composizioni disinfettanti per cessi, latrine, ed altri luoghi infetti [Desinfektion",,,,,
4680,Mocenigo,,,,,,,"Abort, Exkremente, Geruchlosmachen",Venezia,,1846,17.04.1846
"",,[Conte] di,,,,,"von Aborten, Latrinen und anderen stinkenden Orten]",,,,,
"",,,,,,,Beschreibung der Strohschneid-Maschine mit einfacher Lade und gewöhnlichen Strohmesser.,,,,,
4681,Vonihr,Joseph,,,,,,Häckselmaschine,Graz,,1846,15.06.1846
"",,,,,,,Beschreibung der Strohschneid-Maschine mit doppelter Lade und mondförmigen Messer,,,,,
"",,,,,,,Descrizione del nuovo ritrovato delle composizione per la preparazione alla Sementi Cereali ...,"Getreidebeize, Samen,",,,,
4682,Moro,Pietro,,,,,,,Milano,,1847,30.03.1847
"",,,,,,,[Getreidesamen-Imprägnierung],Imprägnierung/Getreide,,,,
4683,Richter,Wenzel,,,,,Beschreibung eines neuen Verfahrens in der Verfertigung der Rasir-Pinseln,Rasierpinsel,Wien,,1847,14.05.1847
"",,,,,,,Beschreibung der ... Erfindung mehrerer neuen Vorrichtungen und Verbesserungen in der,,,,,
4684,Nissl,Mathias,,,,,,"Schafwollstoff, Appreturmaschine",Linz,,1847,09.06.1847
"",,,,,,,Appretur von Tüchern und anderer Schafwollstoffe,,,,,
"",,,,,,,"Beschreibung der ... Entdeckung einer Zusammensetzung, wodurch die hölzernen Querhölzer ...",,,,,
4685,Wagner,Joseph,,,,,,"Oberbau, Eisenbahnschwelle, Geleise",Korneuburg,,1847,20.04.1847
"",,,,,,,"auf den Eisenbahnen erspart werden, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: daß Wägen ... beim Umstürzen ... bei seiner mechanischen",,,,,
"",,,,,,,Vorrichtung allem diesem vorgebeugt wird und bei jedem wie immer drohenden Unglücke die,,,,,
4686,Wappenstein,Ascher,,,,,,"Wagen, Aufhängevorrichtung",Wien,,1847,04.05.1847
"",,,,,,,Person oder der Gegenstand der sich im Wagen befindet in einer senkrechten unversehrten Lage,,,,,
"",,,,,,,zu stehen kommt und der Wagenkasten nie umstürzen kann,,,,,
"",,,,,,,Beschreibung eines neu und eigenthümlich construirten Apparates zur Wiederbelebung der,,,,,
4687,Ahrens,Albrecht,,,,,,"Knochenkohle, Regeneration",Wien,,1847,16.02.1847
"",,,,,,,thierischen Kohle,,,,,
"",,,,,,,"Beschreibung eines neuen und eigenthümlichen Verfahrens, aus Eisen, Kobalt und Kupfer aus den",,,,,
4688,Ahrens,Albrecht,,,,,,"Nickel, Aufbereitung",Wien,,1847,16.02.1847
"",,,,,,,Nickelerzen von Nickel auf trockenem Wege zu scheiden,,,,,
4689,Ahrens,Albrecht,,,,,Beschreibung eines neu und eigenthümlichen construirten Coaksofens,"Koksofen, Verkohlen",Wien,,1847,16.02.1847
"",,,,,,,Beschreibung ... meiner neuen Erfindung und Verbesserung in der Erzeugung von parfümirten und,,,,,
4690,Preshel,Johann,,,,,,"Seife, Pomade",Wien,,1847,08.02.1847
"",,,,,,,unparfümirten Seifen und Pomaden ...,,,,,
"",,,,,,,Beschreibung der Verfertigung der ... erfundenen steinernen Fässer zur Aufbewahrung von,,,,,
4691,Detter,Anton,,,,,,Steinfaß,Krems,,1847,01.07.1847
"",,,,,,,verschiedenen Flüßigkeiten,,,,,
4692,Weikersheim,Markus Hirsch,,,,,"... suchen um ein Privilegium nach, aus Knoppern einen Farben-Extract zu bereiten,  ...","Knoppern, Farbextrakt",Wien,,1833,20.07.1833
"",,,,,,,"Erklärung und Beschreibung eines dreyrädrigen ohne Pferde, durch Menschenkraft laufend",,,,,
