PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"... Beschreibung von einer Vorrichtung die den Zweck hat, daß die Lokomotive im Augenblick des",,,,,
"",,,,,,,,"Lokomotive, Entkupplung,",,,,
4430,Ballauff,Karl Ludwig,,,,,Abgleitens von der Bahn durch ihre schrege Bewegung sich von selbst von den ihr angehängten,,Wien,,1846,10.11.1846
"",,,,,,,,Automatische,,,,
"",,,,,,,Wagons ablöst,,,,,
"",,,,,,,"Beschreibung der ... Erfindung ...: aus einem zwar schon bekannten Stoffe Knöpfe, die er",,,,,
4431,Pokorny,Jacques,,,,,,"Perlmutter, Knopf, Galanterie",Wien,,1846,03.12.1846
"",,,,,,,"Perlmutterknöpfe nennt u. alle Arten von Galanteriewaaren erzeugen wird, ...",,,,,
"",,,,,,,Beschreibung eines Sechtel- oder Koch-Apparates zur Ersparung von 1/2 bis 2/3 an,,,,,
4432,Schmidt,Anton,Zappert,Karl,,,,Kochapparat,Wien,,1844,20.08.1844
"",,,,,,,Brennmateriale,,,,,
4433,Florenz,Anton,,,,,Neue Verbesserung der Schnellwaage,Fleischerwaage,Wien,,1844,26.10.1844
"",,,,,,,Beschreibung der ... erfundenen und beziehungsweise verbesserten Methode zur Erzeugung des,,,,,
4434,Lindner,Salomon,Spuehr,,,,,Eisen/Weinessigsaures,Wien,,1844,10.10.1844
"",,,,,,,weinessigsauren Eisens,,,,,
4435,Zehetmayer,Anton,,,,,"... Erfindung eines neuen Damen Schmuck, von mir Agraffe à Poitrail (Busen Diadem) genannt, ...",Schmuck,Wien,,1845,12.11.1845
"",,,,,,,"Beschreibung einer neue Erfindung, ...: Die Buchstaben, Ziffern und Verzierungen der Qualität der",,,,,
"",,,,Friedrich,,,,,,,,
4436,Lindner,J. Karl,Spuehr,,,,Tücher bey den Tuchhändlern genauer und sorgfältiger durch den Druck einer Presse,"Stoff, Signieren, Presse",Leipzig,,1846,01.07.1846
"",,,,Wilhelm,,,,,,,,
"",,,,,,,"auszuprägen, ...",,,,,
"",,,,,,,Beschreibung [der Verbesserung der] bisherigen Wasserstoff- und insbesondere Platin,,,,,
4437,Teichgraeber,Hermann,,,,,,Feuerzeug,Wien,,1846,29.09.1846
"",,,,,,,zündmaschinen ...,,,,,
4438,Tiano,L.M.,,,,,Beschreibung der neuen Verbesserung an den Tabacksdosen von Papiermachée ...,"Papiermaché, Tabaksdose",Wien,,1846,31.08.1846
"",,,,,,,"Beschreibung der ... Erfindung, ..., Stahlmiederfedern zu erzeugen, welche ... nicht mehr dem","Stahlfeder, Eisenbeize, Mieder,",,,,
4439,Schadlbauer,Ernst,,,,,,,Wien,,1840,27.10.1840
"",,,,,,,Roste unterliegen ...,Rostschutz,,,,
"",,,,,,,Beschreibung über eine Verbesserung der am 3.9.1841 Zahl 29627/2270 privilegirten,"Gewölbeziegel, Ziegelmaschine,",,,,
4440,Wunderer,Johann,,,,,,,Wien,,1842,30.07.1842
"",,,,,,,"verbesserten Gewölbe, ...",Hohlziegel,,,,
"",,,,,,,Beschreibung der ... erfundenen Verbesserung zur Vereinfachung und Vervollkommnung des,,,,,
"",,,,,,,,"Schafwollstoff, Baumwollstoff,",,,,
4441,Freund,Jonas Hirsch,,,,,"Bleichverfahrens für gewebte Schaaf- und Baumwollenstoffe, die zum Färben u. Bedrucken",,Wien,,1842,07.09.1842
"",,,,,,,,"Bleichen, Bleichkessel",,,,
"",,,,,,,bestimmt sind,,,,,
