PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung der Entdeckung, jedes Fell oder Haut in zwei brauchbare Theile zertheilt ... zu",,,,,
"",,,,,,,"Maroquèn ... von Hutfabrikanten, Buchbinder und Handschuhfabrikanten ... zur Bedachung der","Gerberei, Spaltmaschine/Leder,",,,,
2995,Appel,Ignaz,,,,,,,Brünn,,1839,03.06.1839
"",,,,,,,"Kutschen u. sonst noch von Sattlern ... verwendet werde können, ... die fleischseite ... wird zu","Maroquin, Sämischleder",,,,
"",,,,,,,Samischleder ausgearbeitet ...,,,,,
"",,,,,,,"Descrizione della nuova sostituzione alle ruote a pale per le barche a vapore ""Lo spingitore sempre",,,,,
2996,Papafava,Marsilio,,,,,,"Schiffsantrieb, Getriebe",Venezia,,1840,03.04.1840
"",,,,,,,"positivo"" [Schiffsantrieb]",,,,,
2997,Stierba,Alois,,,,,"Beschreibung der ... Verbesserung an den sogenannten Oehlgaslampen, ...","Lampe, Vergaser",Prag,,1841,19.04.1841
"",,,,,,,... auf Verbesserung seiner Darstellung vegetabilische Pigmente mittelst Wasserdämpfen oder auf,,,,,
2998,Loosey,Karl,,,,,"dem kalten Wege in eigens dazu construirten Vorrichtungen, und deren Eindampfung ebenfalls in","Farbstoff, Extraktionsapparat",Wien,,1841,22.05.1841
"",,,,,,,eingens dazu construirten Apparaten ...,,,,,
"",,,,,,,,"Getriebe, Quecksilberhebel,",,,,
2999,Scaramelli,Antonio de,,,,,Esposizione di una macchina a Mercurio o Argento vivo,,Venezia,,1827,
"",,,,,,,,Perpetuum mobile,,,,
3000,Basch,Meyer,,,,,Die Wesenheit der unverfälschten Ho[h]lmaßen ...,Hohlmaß,Lemberg,,1837,26.01.1837
3001,Pappafava,Marsilio,,,,,Descrizione della Macchina I dropneumatica Universale [Wasserpumpe],Pumpe,Padova,,1831,26.09.1831
"",,,,,,,"Beschreibung der bei der Verfertigung der Männerstiefeln und Schuhe, so wie auch der","Schuh, Stiefel, Leisten,",,,,
3002,Pergler,Joseph,,,,,,,Wien,,1836,28.06.1836
"",,,,,,,Frauenschuhe gemachten Verbesserungen,Schusterwerkzeug,,,,
"",,,,,,,Beschreibung der Luft Saug-Maschine ohne Kolben. Beschreibung der Regulations Wasser Heb,,,,,
3003,Schmid,Anton,,,,,,"Luftpumpe, Wasserhebemaschine",Wien,,1837,14.06.1837
"",,,,,,,Maschine,,,,,
"",,,,,,,"Beschreibung des WalzenHebels oder einer Maschine, welche sich vermittlest der",,,,,
"",,,,,,,,"Walzenhebel, Gewichtsantrieb,",,,,
3004,Freyberg,Maximilian Frh.v.,,,,,"Zusammenstellung von Walzen u. Hebeln von selbst bewegt, und in Bewegung erhält, und",,Marienbad,,1836,04.08.1836
"",,,,,,,,Perpetuum mobile,,,,
"",,,,,,,zugleich andere Maschinen in Bewegung setzt; ...,,,,,
3005,Brevillier,,,,,,Beschreibung des neu verbeßerten Schraubstokkes ...,Schraubstock,Wien,,1838,11.06.1838
"",,,,,,,Descrizione del miglioramento che ... consistente nella perfizionata applicazione della stagnatura,,,,,
3006,Salvini,Andrea,,,,,,Eisenrohr,Milano,,1839,19.06.1839
"",,,,,,,ai tubi di ferro ... [Eisenrohre],,,,,
"",,,,,,,"Beschreibung der Glieder-Brasletz, Roccoco's und Colliet's, welche ein, zwei bis viermal zu",,,,,
3007,Kontner,Karl,Witz,Joseph,,,"verändern sind, ferner die Verbesserung der Veränderungs-Ohrgehänge und Broches, welche","Armband, Halsband, Ohrringe, Brosche",Wien,,1841,08.07.1841
"",,,,,,,ebenfalls bis viermahl zu verändern sind,,,,,
"",,,,,,,Descrizione della nuova invenzione che ... consiste in sostanza in una nuova caldaja nella quale,,,,,
3008,Filippini,Pietro Antonio,,,,,,"Seidenkokon, Seidenhaspel/Ofen",Milano,,1837,07.08.1837
"",,,,,,,accendesi il tuoco per mezzo di un tubo posto ... ad uso di filanda da seta ... [Seidenhaspelofen],,,,,
"",,,,,,,Beschreibung der ... Erfindung und Verbesserung einer Rastrir-Maschine (:Grammepigraph:) zur,,,,,
3009,Pink,Wenzel,,,,,,"Liniermaschine, Papier/Rubriziertes",Wien,,1838,17.02.1838
"",,,,,,,"Rastrirung der Rubrikenbögen aller Formen, ...",,,,,
"",,,,,,,Beschreibung der ersten Maschine und der Bereitung der Kautschuk-Platten. Beschreibung der,,,,,
"",,,,,,,,"Gummiband, Schneidemaschine,",,,,
3010,Reithofer,Joseph,,,,,"zweyten Maschine Fig. III, womit man die durch die erste Maschine erhaltenen Kautschukbänder",,Wien,,1836,12.08.1836
"",,,,,,,,Posamentierstuhl,,,,
"",,,,,,,in Faden zerschneidet,,,,,
"",,,,,,,"Beschreibung der von E. Prisse, Kaufmann in Paris ... gemachten Erfindung, bestehend in einem",,,,,
3011,Prisse,Eduard,,,,,,"Mahlgut, Konservierung, Silo",Wien,,1840,03.06.1840
"",,,,,,,beweglichen Speicher zur Aufbewahrung und Erhaltung aller Gattungen Getreide & Körner,,,,,
"",,,,,,,Beschreibung nebst zwey Zeichnungen über eine Verbesserung im Baue der Gewölbungen von,,,,,
"",,,,,,,,"Gewölbeziegel, Ziegelmaschine,",,,,
3012,Stollewerk,Hubert,Wunderer,Johann,,,"gebrannten Ziegeln, welche Verbesserung durch die Erfindung ganz besonderer Ziegeln, die",,Wien,,1841,12.07.1841
"",,,,,,,,Hohlziegel,,,,
"",,,,,,,"mittelst einer Maschine verfertiget werden, bewerkstelligt wird",,,,,
"",,,,,,,Beschreibung der Verbesserung über die ... Erfindung von Platina Schnellzündtmaschine ohne,,,,,
3013,Palkh,Joseph,,,,,,Feuerzeug,Wien,,1841,22.02.1841
"",,,,,,,Mechanik,,,,,
"",,,,,,,,"Mannheimer Gold, Plattieren, Pressen,",,,,
3014,Dub,Ignaz,,,,,"... auf die Verbesserung der mit dem sogenannten Similor bekleideten Gegenstände, ...",,Wien,,1838,04.05.1838
"",,,,,,,,Dessin,,,,
3015,Dietrich,Martin,,,,,Plan einer neu erfundenen den besseren Grundsätzen entsprechenden englischen Luftmalzdörre,"Luftmalz, Dörrofen, Malzdörre",Wien,,1839,16.08.1839
3016,Rolle,,Schwilque,,,,Beschreibung der tragbaren Buttenspritze mit ihren neuen Verbesserungen,Spritzbutte,Wien,,1840,20.06.1840
"",,,,,,,"Beschreibung der ... Erfindung, ..., vermittelst geeigneter Vorrichtungen das Auswerfen der",,,,,
3017,Prechtl,J.K. Rudolph,,,,,,"Funkenfänger, Lokomotive",Wien,,1840,09.06.1840
"",,,,,,,Funken aus den Rauchröhren der Lokomotiven zu beseitigen,,,,,
3018,Droinet,Felix,,,,,Beschreibung der Verbesserung oder Vervollkommnung des künstlichen Asphalts [Text frz.u.dt.],"Aspahlt, Straßenpflasterung",Wien,,1840,01.06.1840
3019,Degraa,Heinrich A.,,,,,Verfahren ... in der Erzeugung feiner verbesserter Lampendochte /:aller Gattungen:/ ...,"Docht, Imprägnierung/Docht",Wien,,1841,27.03.1841
3020,Blumfeld,Theodor v.,,,,,"Beschreibung der ... ausgemittelten neuen Verbesserung des Eisenbahn-Oberbaues, ...","Eisenbahn, Geleise, Oberbau",Judenburg,,1840,06.05.1840
"",,,,,,,Beschreibung der ... an seinen im J:832 privilegirten Schlafsesseln gemachten Verbesserungen und,"Lehnsessel, Diwan, Zimmerklosett,",,,,
3021,Krupnik,Mathias,,,,,,,Wien,,1836,31.05.1836
"",,,,,,,"der rücksichtlich jener durch Anbringung ganz geruchloser Retiraden gemachten Erfindung, ...",Wasserspülung,,,,
"",,,,,,,"Beschreibung der Erfindung ...: Damen Mieder, ... für zarte und schwächliche Körper so",,,,,
3022,Rheb,Otto,,,,,"herzustellen, daß diese keine Stahlplakchetten, oder ein anderes Metall, und auch keine",Mieder,Wien,,1837,03.08.1837
"",,,,,,,"Fischbeine benöthigen, ...",,,,,
