PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,,"Garn, Zwirn, Rollmaschine,",,,,
1680,Weber,Franz,,,,,Beschreibung der Faden-Streckmaschine. Beschreibung der mechanischen Rollmaschine,,Wien,,1827,27.12.1827
"",,,,,,,,Streckmaschine,,,,
"",,,,,,,"Delle maglie, e reti metalliche applicate ad una Lucerna di Sicurezza atta a preservare gli edificj dai","Drahtgewebe, Flechtarbeit,",,,,
1681,Aldini,Giovanni cavaliere,,,,,,,Milano,,1827,17.11.1827
"",,,,,,,pericoli del fuoco ... [Metallgeflechte zu Lampen usw.],Grubenlampe,,,,
1682,Wuensche,Franz,,,,,"Beschreibung und Zeichnung der ... Erfindung in der Irisdruckerey auf Cottone, ...","Zeugdruck, Irisdruck",Wien,,1827,11.12.1827
"",,,,,,,"Beschreibung samt Zeichnung einer neu erfundenen Vorrichtung vorzüglich zu irisiren, sowohl für",,,,,
1683,Wuensche,Franz,,,,,,"Zeugdruck, Irisdruck",Wien,,1828,21.01.1828
"",,,,,,,"die Walzen, als auch für die gewöhnliche Handdruckerei, ...",,,,,
"",,,,,,,"Beschreibung der ... Verbesserung in Verfertigung der runden Arbeiten, sowohl in Gold, Silber, als",,,,,
"",,,,,,,,"Drehbank, Goldwaren, Silberwaren,",,,,
1684,Gindorff,Franz,,,,,"anderen dehnbaren Metallen, ..., daß oben benannte Arbeiten durch eine dazu eigends verfertigte",,Wien,,1828,31.01.1828
"",,,,,,,,Metallwaren,,,,
"",,,,,,,Maschine ... verfertigt werden können,,,,,
"",,,,,,,"Beschreibung der ... Entdekung: aus bisher bereits bekannten, auf dem gewöhnlichen Webestuhle",,,,,
"",,,,,,,mit allgemein üblichen Vorrichtungen ohne Beihilfe eines neuen Mechanismus verfertigt,,,,,
1685,Winter,Joseph,,,,,"werdenden ihm in seiner eigenschaft als Weber zu erzeugen ohnehin zustehenden, sowohl","Borte, Bandstuhl",Wien,,1828,04.02.1828
"",,,,,,,"glatten, gestreiften, quadrillirten als auch gemusterten Baumwollstoffen, Streife in jedem",,,,,
"",,,,,,,"Längenmaß zu verfertigen ... zu Kleider-Einsätzen, Borduren ...",,,,,
"",,,,,,,"Beschreibung der von J.P. Princeps, genannt Fürst, ... gemachten neuen Erfindung ...: daß er eine",,,,,
1686,Fuerst,Johann Peter,Princeps,J. P.,,,,"Kordel, Klöppelmaschine",Wien,,1828,05.02.1828
"",,,,,,,"Glöppelmaschine erfunden habe, worauf eine Schnur aus 10 Fäden ... geglöppelt wird, ...",,,,,
