PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung gewisser Verbesserungen in dem Baue und in der Anwendung von umdrehenden,,,,,
3953,Davy,Henry Savill,,,,,"Maschinen, besonders in Rücksicht auf die Flügel an Windmühlen und die Schaufeln bei","Windrad, Wasserrad",Wien,,1842,10.09.1842
"",,,,,,,Triebrädern an Schiffen usw.,,,,,
"",,,,,,,"Beschreibung eines neuen Apparates zur Erzeugung von Kerzen, und einer neuen Vorrichtung, die","Kerzengießapparat, Polieren,",,,,
3954,Davy,Henry Savill,,,,,,,Wien,,1842,20.09.1842
"",,,,,,,oberen und unteren Enden derselben zu formen,Drehbank,,,,
3955,Davy,Henry Savill,,,,,"Beschreibung einer pnuematischen oder Luftdruck-Maschine, wodurch eine Triebkraft erzielt wird","Luftmotor, Perpetuum mobile",Wien,,1843,27.01.1843
"",,,,,,,"Beschreibung einer neuen Art, Wagenbänder, Teppiche und andere Stoffe mit schnurförmiger",,,,,
3956,Davy,Henry Savill,,,,,"Oberfläche ... zu weben, und gewisse Verbesserungen an Webestühlen zur leichteren Erzielung","Borte, Teppich, Stoff, Webstuhl",Wien,,1843,26.05.1843
"",,,,,,,des besagten Zweckes,,,,,
"",,,,,,,"Erfundung gewisser Verbesserungen in Eisenbahnen und Fahrgeleisen, Eisenbahn- und anderen","Hochbahn, Eisenbahnwagen, Omnibus,",,,,
3957,Davy,Henry Savill,,,,,"Wägen, und in der Art, die besagten Wägen zu schieben; Erfindungen, deren einige Theile zur","Raupenfahrzeug, Drehgestell,",Wien,,1843,06.04.1843
"",,,,,,,Verminderung der Reibung an anderen Maschinen überhaupt anwendbar sind,"Schmierbüchse, Luftpolster, Rohrpost",,,,
"",,,,,,,"Beschreibung einer oder mehrerer neuen und verbesserten Methoden, Güter, Reisende und","Hängebahn, Raketenfahrzeug, Aufzug,",,,,
3958,Davy,Henry Savill,,,,,,,Wien,,1843,06.09.1843
"",,,,,,,Nachrichten zu befördern,"Getriebe, Postrakete",,,,
"",,,,,,,"Beschreibung eines verbesserten pyro-hydro-pneumatischen Apparates behufs der Erzeugung,",,,,,
"",,,,,,,,"Dampfkessel, Destillierapparat,",,,,
"",,,,,,,"Reinigung und Verdichtung von Wasserdampf oder anderen Dämpfen, so wie der Extraction der",,,,,
