PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"Beschreibung: Aus allen Gattungen von Metallen, als Gold, Silber, Platina, Messing und sonstigen",,,,,
"",,,,,,,"... Metallen-Compositionen durch Pressen, Walzen, Druck, Stampfen, Treiben alle Gattungen","Posamentierarbeit, Borte,",,,,
4459,Peinknofer,Sebastian,,,,,,,Wien,,1843,30.10.1843
"",,,,,,,"Possamentiererarbeiten als Borten, Chenilien, Lützen, Rosen für Militär: Zakos usw. ... zu erzeugen",Abzeichen/Militärisches,,,,
"",,,,,,,...,,,,,
"",,,,,,,"Zeigen an, eine neue Verbesserung, daß sie 1. einen Cylinder erfunden haben, mit welchem sie",,,,,
4460,Nahler,Alois,Zeller,Franz Karl,,,,"Schafwollstoff, Dekatiermaschine",Wien,,1838,17.11.1838
"",,,,,,,alle Gattungen Schafwoll-Stoffe zu decatieren in Stande sind,,,,,
"",,,,,,,Beschreibung der Einrichtung und Bereitung eines neuen vereinfachten chemisch-elastischen,,,,,
4461,Goldschmidt,Philipp,,,,,,"Abziehen/Messer, Messer",Wien,,1842,29.07.1842
"",,,,,,,Streichriemens zum Schärfen aller Arten von feineren Schneide-Instrumenten ...,,,,,
"",,,,,,,"Beschreibung einer verbesserten Maschine, um Erde auszuräumen bei Erbauung von",,,,,
4462,Davy,Henry Savill,,,,,,"Erdbau, Bagger",Wien,,1842,13.07.1842
"",,,,,,,"Eisenbahnen, Canälen ...",,,,,
4463,Davy,Henry Savill,,,,,Beschreibung ... der ... Erfindung in dem Baue von Eisenbahn-Rädern oder Radfelgen,"Eisenbahnwagen, Wagenrad",Wien,,1842,07.07.1842
"",,,,,,,"... zeigt eine Verbesserung der vom 23.04.1840 Z.13300/1067 priv.Erfindung ... an, Parquetten ...",,,,,
4464,Leistler,Karl,,,,,,"Parkettboden, Holzverbindung",Wien,,1842,29.11.1842
"",,,,,,,"zu construiren, daß dieselben sich nie schwingen, ...",,,,,
4465,Kayser,Philipp Jakob,,,,,"Beschreibung der von mir erfundenen Lampen-Construction, ...",Lampe,Wien,,1842,03.07.1842
"",,,,,,,"Beschreibung ... auf die ... neuen Entdeckung einer neuen Haasenhaarpeitze, durch welchen",,,,,
"",,,,,,,,"Hasenbalg, Imprägnierung/Hasenhaar,",,,,
4466,Prochaska,Johann Joseph,,,,,"Zusatz die Entfettung benommen und die Hüte dem Brechen nicht mehr ausgesetzt sind, eine",,Prag,,1842,06.11.1842
"",,,,,,,,"Schwarz, Färben/Hut, Hut",,,,
"",,,,,,,neue schöne schwarze Farbe ...,,,,,
4467,Honegger,Heinrich,,,,,Beschreibung eines Mech. Webstuhls,Webstuhl,Dornbirn,,1842,21.07.1842
4468,Habich,Hermann,Lafontaine,Johann,,,Ueber die Darstellung des künstlichen blauen Ultramarin's,Ultramarin,Wien,,1843,03.10.1843
"",,,,,,,Beschreibung des ... erfundenen Dampfkessels mit spiral- oder schlangenförmigen durchlaufenden,,,,,
4469,Steuble,Johann Jakob,,,,,,Dampfkessel,Wien,,1843,26.09.1843
"",,,,,,,Heizröhren,,,,,
"",,,,,,,Beschreibung über die ... neu erfundene gestockte wasserdichte Lederfette und fließender,"Lederfett, Schuhsohle, Firnis,",,,,
4470,Mathis,Joseph Anton,,,,,,,Hohenems,,1844,06.07.1844
"",,,,,,,Sohlenleder-Firniß ...,Imprägnierung/Leder,,,,
"",,,Werdmueller -,,,,"Beschreibung der Erfindung, welche in einer Maschine besteht, welche den Buchdruck zum Zweck",,,,,
4471,Mueller,Wolfgang,,Otto v.,,,,Schnelldruckpresse,Pitten,,1844,01.08.1844
"",,,Elg,,,,hat,,,,,
"",,,,,,,"Beschreibung: Das Verfahren bey Verfertigung von waschbaren Rouleaux, nach Art der üblichen",,,,,
"",,,,,,,,"Rouleau, Baumwollbatist, Seidenstoff,",,,,
4472,Freudenberger,David,,,,,Jalousien und der mit verschiedenen Gemählden und Landschaften in Oehl gemahlten,,Wien,,1844,14.09.1844
"",,,,,,,,Kolorieren,,,,
"",,,,,,,Gegenständen auf Baumwoll-battist oder auf Seidenstoff ...,,,,,
"",,,,,,,Beschreibung der Verbeserungen an den sogenannten Woolf'schen Dampfmaschinen mit zwei,,,,,
"",,,,,,,,"Dampfmaschine, Steuerung,",,,,
4473,Dobbs,S.,Luz,H.A.,,,Dampfzylindern wirken Hochdruck mit Expansion und Niederdruck mit Condensation in einer,,Brünn,,1844,07.10.1844
"",,,,,,,,Kesselspeisewasservorwärmung,,,,
"",,,,,,,Maschin,,,,,
"",,,,,,,Beschreibung der neu erfundenen Maschine zum Zerschneiden der Gerstkörner zur Erzeugung der,,,,,
4474,Hayden,Karl,,,,,,"Rollgerste, Graupenmühle",Wien,,1844,29.10.1844
"",,,,,,,Gerstel oder Graupen,,,,,
"",,,,,,,Privilegiums-Beschreibung u. Zeichnung über die neu erfundene nach einer ganz besonderen Art,,,,,
4475,Beckers,Franz,Pfitzner,Heinrich,,,,"Kerzengießmaschine, Dochteinziehen",Wien,,1844,31.10.1844
"",,,,,,,"construirten Kerzengußmaschine, mit ununterbrochener Dochteinziehung",,,,,
"",,,,,,,"Beschreibung nebst Zeichnungen eines besonderen Verfahrens, frische u. alte Drucksachen,",,,,,
"",,Kar Friedrich,,,,,"Handzeichnungen u. Schriften etc. auf Metallflächen zu übertragen u. letztere so zu präparieren,","Zinkographie, Abdruck,",,,,
4476,Baldamus,,Siemens,Ernst Werner,,,,,Berlin,,1845,25.02.1845
"",,Christoph,,,,,"daß sich von Denselben eine unbegrenzte Anzahl scharfer Abdrücke erzielen läßt, u. eine neue",Schnelldruckpresse,,,,
"",,,,,,,Schnelldruckpresse ...,,,,,
"",,,,,,,"Versiegelte Beschreibung der Erfindung und des Verfahrens, um Stabeisen im Tiegel mit","Stabeisen, Tiegelgußstahl,",,,,
4477,Fischer,T. Johann Konrad,,,,,"Beybehaltung seiner Hämmerbarkeit in dünnen Fluß zu bringen, und in Formen von Thon, Sand,","Schmelztiegel, Luftvorwärmer,",Schaffhausen,,1845,01.10.1845
"",,,,,,,oder Eisen zu gießen,Tiegelofen,,,,
4478,Specker,David,,,,,Beschreibung der Verbesserung am Ventilateur,"Stufengebläse, Kompressor",Wien,,1846,24.10.1846
4479,Pottje,Johann,,,,,"Beschreibung sammt Muster der ... neuen Verbesserung der Klavier Kapseln, ...","Klavierkapsel, Klaviermechanik",Wien,,1846,17.06.1846
4480,Czerweny,Wenzel,,,,,"Beschreibung des ... erfundenen Blechblasinstruments ""Cornon""","Blechblasinstrument, Cornon",Königgrätz,,1844,30.07.1844
"",,,,,,,Beschreibung der Erfindung und Verbesserung der lakirten den aechten Goldleisten ähnlichen,,,,,
4481,Behr,Karl Hermann,,,,,,"Holzleiste, Silberlack",Prag,,1844,03.09.1844
"",,,,,,,Silberleisten ...,,,,,
"",,,,,,,Beschreibung des verbesserten Verfahrens: den Grund oder die Zwischenräume gepreßter,,,,,
4482,Kordon,Franz,,,,,"Verzierungen, wie sie bei Galanterie-Schmuckwaaren vorkommen ... in einem Augenblick","Relief, Filigran, Stanzen",Wien,,1844,09.02.1844
"",,,,,,,auszuschneiden oder durchzubrechen,,,,,
4483,Henke,Anton,,,,,Beschreibung und Anwendungsart eines Kolbens sammt Cilinder ...,"Zylinder, Kolben, Gebläse, Pumpe",Wien,,1846,03.12.1846
"",,,,,,,"Beschreibung der Art u. Weise, wie der Küche, der Heitzkammer und der Spalette",,,,,
"",,,,,,,"...""überschießende Luft"" zum Brennen mit Steinkohle, zur Abschaffung des Rauches, der",,,,,
4484,Packh,Nikolaus Franz,,,,,,"Luftschacht, Lüftung",Wien,,1846,08.10.1846
"",,,,,,,sommerlichen Sparherdhitze usw. durch einen allgemeinen Küchenschlauch unter einem,,,,,
"",,,,,,,Gebläsehaus beizuschaffen und zuzuführen sey,,,,,
"",,,,,,,"Beschreibung meiner neuen Verbesserung der Wagenfußtritte, welche sich durch Oeffnung und",,,,,
4485,Moser,Joseph,,,,,,Trittbrett,Wien,,1847,15.01.1847
"",,,,,,,"Schließung der Wagenthür, zugleich mit öffnen und schließen",,,,,
"",Skrabak -,,,,,,,,,,,
4486,,Anton Edl.v.,,,,,Beschreibung des ... neu construirten Sicherheitswechsels,Weiche/Automatische,Wien,,1846,12.12.1846
"",Zasskaly,,,,,,,,,,,
