PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,,"Stecknadel, Nagel, Schneidemaschine,",,,,
3545,Mendelssohn,C.F. Nathanael,,,,,Beschreibung der Maschine zur Anfertigung von Steck Nadeln und Tapezier Stiften,,Wien,,1843,12.03.1843
"",,,,,,,,Presse,,,,
"",,,,,,,Sicherstellungsmittel für das richtige Eigenthum und die Gewichtsvollständigkeit beym Färben der,,,,,
3546,Slatin,Michael,,,,,,"Rohseide, Färben, Signieren",Wien,,1842,23.05.1842
"",,,,,,,rohen Seide,,,,,
"",Lehner -,,,,,,"Beschreibung der ... Erfindung, ..., goldene Männer- u. Damenketten mittelst einer Preßmaschine",,,,,
3547,,Johann,,,,,,"Uhrkette, Halskette",Wien,,1836,19.01.1836
"",Polzany,,,,,,"zu erzeugen, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung: Hüte, Kappen, und andere gefilzte Waaren von verschiedenen","Hasenbalg, Filz, Hut, Kappe,",,,,
3548,Wanig,Joseph,,,,,,,Prag,,1831,25.07.1831
"",,,,,,,"Farben ... zu erzeugen, ...","Färben/Hut, Steifung",,,,
"",,,,,,,"... zeigt ... an eine neue Entdeckung gemacht zu haben ...: Aus dem rückstandigen Oehlsatze, eines",,,,,
3549,Mueller,Moses,,,,,"zum raffiniren gerichteten Brennöhls, ... aus dem nun rückständigen ... Satze das in demselben","Oelsatz, Raffinade/Oel",Wien,,1838,01.08.1838
"",,,,,,,"noch befindliche Oehl so abzusondern, daß kein Tropfen davon verloren gehe, ...",,,,,
"",,,,,,,"Beschreibung der von John Wililam Richardson, Major zu London, neuen Erfindung eines","Wasserdichter Stoff,",,,,
3550,Richardson,John William,,,,,,,Wien,,1839,20.03.1839
"",,,,,,,"Verfahrens, ..., Stoffe, als Tuch, Seide, Linnen, usw. wasserdicht zu machen",Imprägnierung/Stoff,,,,
"",Escher -,,,,,,,,,,,
3551,,Gustav  Albert v.,,,,,"Beschreibung eines neuen Verfahrens beim Gerben der Sohlleder, ...","Leder, Gerberei, Schuhsohle",Bregenz,,1839,28.06.1839
"",Felsenhof,,,,,,,,,,,
"",,,,,,,"Beschreibung der Erfindung ...: 1. Verschiedenen weichen und biegsamen Stoffen, wie Seiden-",,,,,
"",,,,,,,"Baumwoll- und Leinenzeugen Papier u.d.g. oder auch weniger biegsamen ... als Holz, Pergament,",,,,,
"",,,,,,,"Leder, Glas u. Metall die Eigenschaften des lithographischen Steines zu geben, u. sodann ... durch","Lithographie, Zeugdruck, Umdruck,",,,,
"",Schwaben auf,,,,,,,,,,,
3552,,Franz Frh.v.,,,,,Abdruck ... zu vervielfältigen ... 2. Ein eigenes Umdruckpapier zu bereiten und verschiedene,"Umdruckpapier, Abdruck,",Wien,,1839,25.07.1839
"",Altenstatt,,,,,,,,,,,
"",,,,,,,Umdruckmischungen auch auf andere Stoffe als Papier anzuwenden ... 3. ... von alten ... Werken ...,Verdickungsmittel,,,,
"",,,,,,,"Umdrucke ... zu erhalten und ... zu vermehren. 4. ... sowohl in ebener Fläche, als auch in",,,,,
"",,,,,,,Zylinderform ...,,,,,
"",,,,,,,Beschreibung der ... Erfindung ...: Durch ein ganz neues Verfahren durch neue Mittel und,,,,,
3553,Mareda,W.F.,& Sohn,,,,"Vorrichtungen mittelst Oehlsäure eine Seife zu erzeugen, die im Handel unter dem Nahmen","Oelsäure, Seife",Wien,,1839,08.05.1839
"",,,,,,,Apollo-Seife eingeführt werden soll,,,,,
3554,Schmied,Ferdinand,,,,,[Branntweinbrenn-]Apparat - Beschreibung,"Branntwein, Destillierapparat",Brünn,,1839,01.05.1839
3555,Steinkelner,Christian,,,,,"Beschreibung der neu verbesserten Claviatur'n /Tasten/ an der chinesischen Harmonika, ...","Klaviatur, Harmonium",Wien,,1840,12.07.1840
"",,,,,,,"Descrizione della Invenzione che consiste in sostanza di poter fabbricare con facilità, e in",,,,,
