PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung der an der großen Brückenwaage ... zum Abwägen der Frachtwägen angebrachten,,,,,
2080,Rolle,Friedrich,Schwilgue,Johann,,,,Brückenwaage,Wien,,1835,16.01.1835
"",,,,,,,Anderungen laut beiliegenden Zeichnungen,,,,,
"",,,,,,,"... zeigt ... an, eine neue Erfindung und Verbesserung gemacht zu haben, ...: daß die Blasbalg-",,,,,
2081,Klein,Johann,,,,,"Harmonika in einer gänzlichen Form eines Buches ist, und auch gemächlich als ein Taschenbuch in",Ziehharmonika,Wien,,1835,09.07.1835
"",,,,,,,"die Tasche gesteckt werden kann, ...",,,,,
2082,Schuetz,Karl August,,,,,Beschreibung der neu erfundenen vierfachen Säemaschine,Sämaschine,Wien,,1835,09.06.1835
2083,Krupnik,Mathias,,,,,"Die Verbesserung von Staubbädern, ...",Bad,Wien,,1836,04.02.1836
2084,Rahn,Heinrich,Spoerlin,Michael,,,Beschreibung der Grundier-Maschine. Verfertigung der Iris-Tapeten,"Tapete, Irisdruck, Grundiermaschine",Wien,,1822,08.09.1822
"",,,,,,,,"Holzkohle, Verkohlen,",,,,
2085,Reichenbach,Karl,Salm,Hugo Graf v.,,,Beschreibung über das Verfahren der Verkohlung in geschlossenen Oefen,,Raiz,,1822,31.07.1822
"",,,,,,,,"Raffinade/Holzessig, Holzessig",,,,
"",,,,,,,,"Seidenkokon, Seidenhaspel,",,,,
2086,Della Porta,Eleonora Gräfin,,,,,"Beschreibung u. Zeichnung der ... Verbesserungen zur Veredlung der Seidenkultur, ...",,Wien,,1825,12.02.1825
"",,,,,,,,Spinnmaschine,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: Wolle auf eine Art zu bereiten, daß selbe leicht auf dem","Wollwäsche, Waschmittel, Krempeln,",,,,
2087,Deutsch,Emanuel,,,,,,,Wien,,1825,23.03.1825
"",,,,,,,"Krempel sich verarbeiten läßt, und nach der Walke eine sehr glänzende Weiße erhält, ...",Walken,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ..., daß mittels eines Triebrades das Rösten, Schälen, Zerreiben und",,,,,
"",,,,,,,,"Schokolademühle, Kakaomühle,",,,,
2088,Fexer,Franz,,,,,"vollkommene Flüssigmachen der Kakaobohnen, wie auch das Zerstoßen des Zuckers und der",,Wien,,1826,09.10.1826
"",,,,,,,,Mischmaschine,,,,
"",,,,,,,Gewürze bewirkt werde ...,,,,,
"",,,,,,,Beschreibung [der] ... Entdekkung ...: Fußsockeln für Männer und Frauen von allen beliebigen,,,,,
2089,Krebel,Anna,,,,,,"Socken, Wasserdicht(er) Stoff",Wien,,1827,14.09.1827
"",,,,,,,"Stoffen zu verfertigen, u. selbe wasserdicht zu machen, ...",,,,,
"",,,,,,,Beschreibung der ... Erfindung ... daß eine zum Formen und Drucken aller Gattungen Bleche,,,,,
2090,Falkbeer,Anton,,,,,,"Blechbiegemaschine, Presse",Wien,,1828,29.01.1828
"",,,,,,,"dienende Maschine, ... ausgeführt werden könne",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: daß eine neue Methode angewendet wird, um Metall-Waaren",,,,,
"",,,,,,,"aus Schwarz- und Weiß-Blech, dann aus Kupfer-, Zinn-, Zink- oder anderen Blechen, ohne Beihülfe",,,,,
2091,Falkbeer,Anton,,,,,,"Blechwaren, Presse",Wien,,1828,02.04.1828
"",,,,,,,"des bisher üblichen Hammers, des Preß- oder Fallwerkes, sondernd bloß mittelst des Druckes ...",,,,,
"",,,,,,,geformt und erzeugt werden,,,,,
"",,,Werdmueller -,Philipp Heinrich,,,Beschreibung und Zeichnung der von Sterz & Co in Pitten angeblich gemachten neuen Erfindung,,,,,
