PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,,"Aktenklammer, Papierklammer,",,,,
3284,Bauer,,Martin,,,,"Beschreibung der privilegirten neu erfundenen Universal Papier, Schrieften und Zeitungshalter",,Wien,,1842,04.11.1842
"",,,,,,,,Zeitungshalter,,,,
"",,,,,,,,"Stoff, Imprägnierung/Stoff,",,,,
3285,Landesmann,Christian,,,,,"Recept zu meinem neu erfundenen glasierten Weberstoff, Etoffe glissant",,Wien,,1838,25.10.1838
"",,,,,,,,Wasserdichter/Stoff,,,,
3286,Haasmann,Joseph,,,,,"Beschreibung einer Erfindung, ..., die engen, runden Kamine oder Rauchschläuche zu reinigen ...",Rauchfangkehrapparat,Wien,,1841,09.05.1841
3287,Mayr,Joseph,,,,,Beschreibung des Schwimm und Bad Apparates,"Schwimmgürtel, Schwimmflosse",Wien,,1840,22.08.1840
"",,,,,,,"Die Wesenheit dieser Erfindung gründet sich ... auf die inwendig durchlaufende Feder, welche",,,,,
3288,Wrubel,Karl,,,,,vermög ihrer Construction das feste Zusammenhalten und enge Umschließen an den Arm das,"Armband, Schließe",Wien,,1840,26.10.1840
"",,,,,,,Verlieren des Bracelets ganz unmöglich macht,,,,,
3289,Raumer,C.,& Sohn,,,,Beschreibung der von mir erfundenen Schieber an Regen- und Sonnenschirmen,"Regenschirm, Sonnenschirm",Wien,,1841,25.10.1841
"",,,,,,,"Beschreibung der Anwendung, der Wesenheit und des Zweckes 1.) der neuen Methode zu darren",,,,,
"",,,,,,,,"Dörrofen, Malzdörre, Trockenapparat,",,,,
3290,Wiese,Heinrich,,,,,oder zu trocknen mittelst Centrifugal Ventilation ... 2.) meiner neuen Kühlapparate für Bierwürze,,Wien,,1842,22.08.1842
"",,,,,,,,"Kühlapparat, Gebläse",,,,
"",,,,,,,und Branntweindämpfe &&,,,,,
"",,,,,,,"Plan, Profil und Grundriß, bezüglich auf eine Verbesserung der Hochöfen ohne Blasbälge, ...,",,,,,
"",Viesse de,,,,,,,,,,,
3291,,Friedrich Ludwig,,,,,"welche darin besteht, sie mit den sogenannten Puddling-Oefen zu vereinigen, die ihre Nahrung","Hochofen, Gichtgas, Puddelofen",Wien,,1839,09.09.1839
"",Marmont,,,,,,,,,,,
"",,,,,,,"aus den Hochöfen erhalten und wodurch das Eisen geschmiedet werden kann, ... [Text frz.]",,,,,
"",Viesse de,,,,,,,,,,,
3292,,Friedrich Ludwig,,,,,Profil et disposition d'un frem à pudler ... [Puddelofen mit Gichtgasheizung] [Text frz.],"Hochofen, Gichtgas, Puddelofen",Wien,,1840,28.09.1840
"",Marmont,,,,,,,,,,,
"",Viesse de,,,,,,Beschreibung eines neuerfundenen für alle Gattungen von Brennmateriale geeigneten,,,,,
3293,,Friedrich Ludwig,,,,,,"Ziegelofen, Puddelofen, Gichtgas",Wien,,1839,10.06.1839
"",Marmont,,,,,,Eisengußapparates ohne künstliches Gebläse [Text frz.u.dt.],,,,,
"",,,,,,,Beschreibung eines neuen Systems der Gas-Erzeugung zur Beleuchtung und der Herstellung des,"Leuchtgas, Gasbeleuchtung,",,,,
3294,Didier,Felix,Droinet,Felix,,,,,Wien,,1835,29.07.1835
"",,,,,,,Apparats zur Uebertragung und Verzehrung desselben [Text frz.u.dt.],Gastransport,,,,
"",,,,,,,"Beschreibung der Methode verspinnbare, und gesponnene Seide zu erzeugen, aus allen alten",,,,,
"",Du Beine -,,,,,,,,,,,
3295,,Emanuel Frh.v.,,,,,"färbigen Seidenfetzen, Seiden und Sammtlappen, aus allen alten Seidenfäden jeder Art, kurz aus","Seidenabfälle, Seide",Wien,,1838,19.09.1838
"",Malchamps,,,,,,,,,,,
"",,,,,,,jeder Gattung schon verarbeitet gewesener Seidenstoffe,,,,,
"",,,,,,,"Beschreibung nachstehender Methode, durch deren Anwendung sämmtliche in das",,,,,
"",,,,,,,"Zimmermannfach einschlagende Arbeiten, welche entweder zum Einmauern oder aber zum","Bauholz, Imprägnierung/Holz,",,,,
3296,Gerzabeck,Egon Michael B.,Roll,Franz,,,,,Prag,,1838,20.09.1838
"",,,,,,,"Einsetzen in die Erde kommen, so wie auch unterm freyen Himmel alle Regen und jeder feuchten",Feuchtigkeitsschutz,,,,
"",,,,,,,"Witterung preyßgegeben sind, vor Fäulniß zu bewahren",,,,,
3297,Morawetz,Franz,,,,,Beschreibung der ... Erfindung eines beweglichen Dampfbades ...,Dampfbad,Wien,,1840,19.07.1840
"",,,,,,,"Beschreibung nachstehender Vorrichtung mittels eines ... erfundenen vermengten Stoffes, durch",,,,,
"",,,,,,,deren Anwendung dem amerikanischen Hanfe seine roßhaarartige Sprödigkeit benohmen und,"Hanf/Amerikanischer,",,,,
3298,Jaeger,Franz Johann,,,,,,,Prag,,1840,10.09.1840
"",,,,,,,"derselbe dadurch so gelinde hergestellt werde, daß er sodann sowohl zum hecheln, als auch zum",Imprägnierung/Hanf,,,,
"",,,,,,,"spinnen für feine Arbeiten, geeignet erscheint",,,,,
"",,,,,,,Beschreibung des vom Unterzeichneten ganz nach seinem Wissen und Gewissen neu erfundenen,,,,,
3299,Hueber,Franz Anton,,,,,,"Hornbearbeitung, Knopf, Presse",Absam/Tirol,,1840,01.09.1840
"",,,,,,,"Preßapparat für Beinknöpfe aller Arten, ...",,,,,
"",,,,,,,Beschreibung eines neuen Apparates zur Uebertragung von Zeichnungen und anderen Natur- und,,,,,
3300,Urling,Roo W.,,,,,,"Photographie, Atelier, Belichtung",Wien,,1841,21.08.1841
