PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung der ... Erfindung aus dem bereits bekannten chemisch bereiteten Massen /:genannt,"Hornbearbeitung, Plastische Masse,",,,,
4873,Schmidt,Heinrich,,,,,,,Wien,,1845,26.11.1845
"",,,,,,,"Halbschildpart:/ alle Arten Kammacher Arbeiten zu verfertigen, ...",Kamm,,,,
"",,,,,,,Beschreibung und Zeichnung einer neuen Erfindung in Verfertigung von Querbalken zu den,,,,,
4874,Bondonin,Felix Mona,,,,,,"Oberbau, Eisenbahnschwelle",Wien,,1845,28.10.1845
"",,,,,,,"Eisenbahnschienen aus Gußmetallen mit einer Hülle und Seelen von bituminösen Cement, ...",,,,,
"",,,Toscano del,,,,"Beschreibung der neuen Verbesserung auf gepreßte und druchbrochene Waaren von Gold, Silber","Goldwaren, Silberwaren, Metallwaren,",,,,
4875,Albrecht,Alexander,,Johann,,,,,Wien,,1846,24.11.1846
"",,,Banner,,,,"und allen anderen Metallen: als Ohrringe, Bracelets, Broche, Ringe, Ketten etc.",Stanze,,,,
4876,Orth,Louis v.,,,,,Specification einer verbeßerten Methode in der Zugutmachung der Nickel- und Kobalterze ...,"Nickel, Kobal, Gutrösten",Wien,,1846,29.10.1846
"",,,,,,,Specification eines verbeßerten Verfahrens zum Zusammenfügen von Röhren aus geschlagenem,,,,,
4877,Orth,Louis v.,,,,,,Rohrziehbank,Wien,,1846,28.10.1846
"",,,,,,,"oder gewalztem Eisen, ...",,,,,
"",,,,,,,"... Beschreibung derjenigen Vorrichtung , ..., daß jeder Retirad auf natürliche Art durchaus nicht",,,,,
4878,Wolfsohn,Johann,,,,,,Abort,Lemberg,,1846,19.06.1846
"",,,,,,,"verunreiniget werden kann, ...",,,,,
4879,Ferracina,Osvaldo,,,,,Descrizione della Macchina Idrovora ... [Wasserhebemaschine],Wasserhebemaschine,Bassano,,1846,06.09.1846
4880,Borowski,Theodor Frh.v.,,,,,Beschreibung der Erzeugungsart des Indischen Leders ...,"Guttapercha, Kunstleder",Presen,,1847,21.11.1847
"",,,,,,,Beschreibung zu  meinem früher eingereichten Privilegium auf die Erzeugung aller Gattungen,,,,,
4881,Schmid,Franz Edl.v.,,,,,,Spielkarte,Wien,,1847,27.12.1847
"",,,,,,,"Spielkarten auf der Buchdruckerpresse, ...",,,,,
"",,,,,,,"... suchen um ein Privilegium ... an, auf die Erfindung und Verbesserung im Verfahren des Gold-","Goldkrätze, Silberkrätze,",,,,
4882,Huegel,Adam,Milvius,Johann,,,,,Wien,,1847,27.12.1847
"",,,,,,,"und Silber-Gräz-Machen, ...",Amalgamation,,,,
"",,,,,,,Beschreibung der ... Erfindung und Verbeßerung in der Erzeugung aller Gattungen,,,,,
4883,Satori,Anton,Wierer,Anton,,,,Galvanoplastik,Wien,,1848,07.01.1848
"",,,,,,,galvanoplastischer Arbeiten,,,,,
4884,Starck,Johann David v.,,,,,"Beschreibung der ... Erfindung: aus Braun- und Steinkohlen Ruß zu erzeugen, ...","Steinkohle, Braunkohle, Ruß",Altsattl,,1836,10.12.1836
"",,,,,,,Descrizione del miglioramento che ... consiste in sostanza di conciare mediante un nuovo processo,,,,,
4885,Ravizza,Giovanni,,,,,,"Schuhsohle, Leder, Gerberei",Milano,,1834,13.01.1834
"",,,,,,,le pelli per uso di suola ... [Sohlenledergerberei],,,,,
"",,,,Wilhelmine,,,,,,,,
4886,Lux,Franziska,Lux,,,,Bestandtheile der aus animalisch-vegetabilischen Fetten bereiteten Handpomade,Hautcreme,Wien,,1839,30.12.1839
"",,,,Maria,,,,,,,,
"",,,,,,,"Beschreibung der zu privilegierenden Erzeugung der Gold und Silberborden, dann Tressen und",,,,,
4887,Leyritz,Elise v.,geb. Veith,,,,,"Goldborte, Silberborte",Wien,,1843,01.02.1843
"",,,,,,,Port d'Epee-Bänder ...,,,,,
4888,Gross,Joseph,,,,,Schmiedeeiserne Achsen für Eisenbahnwägen,"Eisenbahnwagen, Wagenachse",Wien,,1843,20.04.1843
4889,Heidmann,J. Anton,,,,,Beschreibung einer verbesserten Papierleimung,"Papier, Leimen/Papier",Wien,,1843,24.11.1843
4890,Gross,Joseph,,,,,Schmiedeeiserne Eisenbahnräder ...,"Eisenbahnwagen, Wagenachse",Wien,,1843,25.11.1843
"",,,,,,,"... Verbesserung in dem Bau von Maschinen für die Verfertigung von Nägel, Schrauben, Zapfen ...",,,,,
4891,Dixon,Abraham,,,,,,"Nagel, Schraube, Zapfen, Klammer",Wien,,1843,04.12.1843
"",,,,,,,und Klammern,,,,,
"",,,,,,,Zubereitung der rothen Massa zum einwalken des Streichriemen-Leders überhaupt oder einzelner,,,,,
4892,Hubert,Heinrich Joseph,,,,,,"Rasiermesser, Abziehen/Rasiermesser",Wien,,1844,08.02.1844
"",,,,,,,Riemen,,,,,
"",,,,,,,Proposta di un nuovo Sistema di strade ferrate a motora d'aria compressa (con tavola) - Societa,,,,,
