PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,Beschreibung der Erfindung Ziegeln von bisher nicht gekanter Güte und Dauerhaftigkeit mit,,,,,
4260,Hoffmann,Gustav,Hoffmann,Karl,Mailbeck,Georg,,"Ziegelofen, Kohlenstaub, Feuerung",Prag,,1846,20.01.1846
"",,,,,,,bloßen Steinkohlen-Staub in Zeit von 10-12 Stunden auszubrennen,,,,,
"",,,,,,,,"Holzzerkleinerung, Brennholz,",,,,
4261,Gruener,Karl,Kreitner,Friedrich,,,"Beschreibung und Zeichnung einer neuen Maschine zur Verkleinerung des Brennholzes, ...",,Wien,,1842,21.04.1842
"",,,,,,,,Kreissäge,,,,
4262,Wéschniakoff,Andreas,,,,,Beschreibung der Farbikation des Carboleine,Brikett,Wien,,1841,27.11.1841
"",,,,,,,Beschreibung ... der ... Erfindung ... aus Holz mittelst einer eigenen erfundenen Maschine Rahmen,,,,,
4263,Hofmann,Franz,,,,,,"Rahmen, Fräsmaschine/Holz",Triest,,1842,04.02.1842
"",,,,,,,"aller Art bis zur Vergoldung zu verfertigen, ...",,,,,
4264,Eibenstein,Joseph,,,,,"Beschreibung der ... neu erfundenen Tempestiv-Appretirungs-Maschine, ...",Appreturmaschine,Wien,,1843,16.01.1843
4265,Lidl,J.D.,,,,,"Beschreibung der ... Erfindung von Sommer- resp. Manila-Hanf-Hüte, ...","Pisang, Imprägnierung/Hanf, Hut",Wien,,1843,25.02.1843
"",,,,,,,,"Schiffsantrieb, Flußschiffahrt,",,,,
4266,Gache Aine,Vinzenz,,,,,Beschreibung des ... erfundenen neuen Dampfboot-Apparates,,Wien,,1843,09.12.1843
"",,,,,,,,Dampfmaschine,,,,
"",,,,,,,Beschreibung unserer Erfindung mittelst chemischer Mittel die baumwollenen Garn und,,,,,
4267,Glattauer,Heinrich,Glattauer,Hermann,,,"Seidenstoffen roh als auch gefärbt so zu bereiten, daß selbe mehr Glanz und Ansehen sowie durch","Weizenkleie, Appretur, Schlichten",Wien,,1843,11.12.1843
"",,,,,,,diese Apratur mehr Körper bekommen,,,,,
4268,Derffel,Joseph,,,,,"Beschreibung ..., daß er die sogenannte amerikanische Schnellschrift-Methode ... einrichtet ...",Schönschreiben,Wien,,1844,11.03.1844
"",,,,,,,"Beschreibung der Verbesserung aufrechter- durch Wasser, Dampf oder andere Kraft zu",,,,,
