PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
3023,Teufelsbauer,Mathias,,,,,Beschreibung einer Erfindung eines Neuen Schlußes auf Goldene Handprazelett,"Schließe, Armband",Wien,,1841,29.09.1841
3024,Torri,Giuseppe,,,,,"Descrizione della nuova macchina ... a sgranare le uve, ... [Trauben-Abbeer-Maschine]","Rebbelmaschine/Wein, Traubenmühle",Cologna,,1837,15.02.1837
"",,,,,,,"Beschreibung eines durchaus neuen Apparates, um mittelst Einströmen athmosphärischer Luft die",,,,,
"",,,,,,,,"Zucker, Raffinade/Zucker,",,,,
3025,Baernreitter,Joseph,Krug,Joseph Eduard,,,Verdampfung jeder Art von Flüssigkeit zu bewerkstelligen und jede Art von Destillierung,,Prag,,1832,26.03.1832
"",,,,,,,,"Verdampfapparat, Destillierapparat",,,,
"",,,,,,,auszuüben,,,,,
"",,,,,,,"Beschreibung uiber eine ganz neue von oben erfundene Holzverdekkung an den Billard-Martinelle,",,,,,
3026,Eidlitz,Leopold,,,,,,Billard,Prag,,1839,22.09.1839
"",,,,,,,und der hiedurch gewonnenen bessere Elastizität derselben ...,,,,,
"",,,,,,,"Verfahren mittelst einer natürlichen Kraft Holz in seinen inneren Gefäßen zu durchdringen, um es",,,,,
"",,,,,,,"gegen die trockene und nasse Fäule zu schützen, es zu färben, waaserdicht zu machen, seine",,,,,
"",,,,,,,"Verbrennbarkeit und Entzündlichkeit zu vermindern, ihm verschiedene Gerüche zu geben, und","Holz, Imprägnierung/Holz,",,,,
3027,Delbos,Felix,,,,,,,Bordeaux,,1839,13.08.1839
"",,,,,,,"endlich seine Konstruktion bei der Trocknung dergestalt zu vermindern, daß es kurze Zeit nach","Färben/Holz, Holzschutz",,,,
"",,,,,,,"dem Fällen der Bäume, von denen es genommen ist, in Verarbeitung gebracht werden kann [Text",,,,,
"",,,,,,,frz. u. dt.],,,,,
3028,Cramer,Albert Johann,,,,,"Beschreibung der Art und Weise der Fabrication meiner Seife, ...",Seife,Wien,,1837,03.08.1837
"",,,,,,,,,Karolinenthal,,,
3029,Storkann,Wenzel,,,,,Beschreibung über die vorliegende Zeichnung der verbesserten elastischen Billard's Mantinellen,Billard,,,1840,23.07.1840
"",,,,,,,,,bei Prag,,,
"",,,,,,,"... auf die Erfindung und Verbesserung, ..., daß jedes Facon Ringe, eigentlich Siegelringe, mit",,,,,
3030,Schneider,Karl,,,,,,"Siegelring, Presse",Wien,,1840,20.08.1840
"",,,,,,,"gepreßten Schildern, mittelst einer besonderen künstlichen Vorrichtung verfertiget werden, ...",,,,,
3031,Jung,Joseph,,,,,Beschreibung eines neu erfundenen OehlbeleuchtungsSystems,"Oelbeleuchtung, Steigleitung",Wien,,1841,20.07.1841
"",,,,,,,"... Beschreibung auf die Erfindung einer neuen, hier zu Lande noch unbekannten, Wasserleitung",,,,,
