PrivRegNr,Name1,Vorname1,Name2,Vorname2,Name3,Vorname3,Titel,Schlagworte,,Ort,Jahr,Einreichdatum
"",,,,,,,"... zeigt ... an, eine neue Verbesserung gemacht zu haben, ..., den nackten Kautschuckfaden /:Gumi",,,,,
"",,,,,,,"elasticum:/ eine Beitze zu geben, durch welche er sich in Verwebung und Verbindung mit anderen",,,,,
2683,Kohlhofer,Joseph,,,,,,"Gummi, Imprägnierung/Gummi, Stoff",Wien,,1840,29.02.1840
"",,,,,,,"nicht dehnbaren Stoffen ... nicht ... auf dem Werkstuhle anklebe, abstreife noch theile, hieraus ...",,,,,
"",,,,,,,"ale Gattungen Posamentier-Arbeiten, u. verschiedene Stoffe zur Bekleidung ... erzeigt, ...",,,,,
"",,,,,,,"... bittet um ein ausschließendes Privilegium auf die Erfindung, die Chenilien Bänder gleich auf",,,,,
2684,Buchmueller,Joseph,,,,,,"Chenille, Bandstuhl",Wien,,1839,02.02.1839
"",,,,,,,dem Mühlstuhl zu schneiden,,,,,
"",,,,,,,"Beschreibung eines neu erfundenen Changier-Bracelet, welches sogleich ein volkommenes,",,,,,
2685,Mueller,Friedrich,,,,,,"Armband/Verstellbares, Halskette",Wien,,1841,16.01.1841
"",,,,,,,"gutgeordnetes Colliers bildet, ...",,,,,
"",,,,,,,"Beschreibung der ... Erfindung, ...: fette Oehle ... mittelst eines ... in Oehlen unauflöslich",,,,,
"",,,,,,,"gehaltenen Stoffes gallertartig zu verdiken, dieselben zu Erzeugung von ... Firnißen zu","Oel, Verdickungsmittel, Gallerte,",,,,
"",,,,,,,"verschiedenen ... wohlrichenden Oehlgallerten /:Sulzöhlen oder Oehlsulzen:/, zu einer ...","Schuhcreme, Seife, Schwefeläther,",,,,
2686,Baumer,Anton,,,,,,,Klagenfurt,,1838,01.05.1838
"",,,,,,,"Oelwichse, besonders für den Winter ..., zu einer Art Seife ..., in Erzeugung des Grundstoffes aber","Hoffmannstropfen, Blau, Pottasche,",,,,
"",,,,,,,"mehrere chemische Artikel, als: Schwefeläther, Hoffmannsgeist, Berliner Blau und Duplikatsalz als",Alaun,,,,
