,text,source,class,location
0,ROYAUME D'ITALIE,Paris1867_Italy_0.jpg,120 GROUPE II. — ITALIE. — CLASSE 6.,
1,"1. Dalmasso (Henry), imprimerieroyale, à Turin. — Dictionnaire polyglotte en onze langues, de M. LouisCalligaris.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Turin
2,"2. Negro (AugusteFréderic), à Turin. — Ouvrages imprimés; spécimensde typographie.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Turin
3,"3. Pomba (Louis), à Turin.—Publications de la Société de l'union typographique de Turin.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Turin
4,"4. Gatti (Joseph), à Voghera. —Spécimens de typographie.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Voghera
5,"5. Bernardoni (CièreJoseph , àMilan. — Evangeliarium, Epistolariumet Leclionarium, elc. Documentsdiplomatiques tirés des archives milanaises; Histoire politique, civile etniliteire de la maison royule de Savoie; Statistique générale de la province de Sondrio; Supplément aux vocabulaires italiens de Ghérardini.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Milan
6,"6. Vallardi (François), à Milan.Bibliothèque médicale; Encyclopédienationale; collections scientifiques etlittéraires, Dictionnaire des synonymesde Tommaséo; Vocabulaire de la languehalienne de Trinchersa, Bible de Martini.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Milan
7,"7. Civelli (Joseph), à Milan. — Ouvrages d'architecture; grands concours; la Chartreuse de Pavie; le roiCharlesAlbert; le Dante; MarieLouiseGabrielle de Savoie.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Milan
8,"8. Trieste (Maso), souscommissionde Padoue, à Padoue. — Descriptiondes chapelles des Scrosegniet de SaintAntoine, à Padoue. (Voir cl. ",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Padoue
9,"65, n°",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",
10,"9. Antomelli (Joseph), à Venise.—Ouvrages imprimés et reliés.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Venise
11,"10. Locatelli (Lomi et Piucco), àVenise. — Collection des éfremmes véniliennes. .",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Venise
12,"11. Pères Mechitaristes de SaintLazare, à Venise, — Traduction enarménien de la Vie de Jules César, deS. M. Napoléon Il.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Venise
13,"42. Triantañilo (Christophe), àVenise.— Œuvres brochées et reliées.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Venise
14,"13. Gozszadini (Jean), à Bologne.—Tombeaux étrusques découverts prèsde Bologne; nécropoles découvertes àMarzabotto, près Bologne.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Bologne
15,"14. Barbera (Gaspard), à Florence.— Ouvrages imprimés ; collection dismant reliée en parchemin avec dorures et feuillages coloriés, par M. Tar.tagli et renfermée dans une cassetted'ébène, marquetée par M. Berbette.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Florence
16,"48. Bassi (Frédéric), typographieClaudienne, à Florence. — Ouvragesreligieux.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Florence
17,"16. Bonaini, à Florence. — Recueil d'ouvrages typographiques.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Florence
18,"17. Cellini (Marien) et Cie, à Florence. — Dante et son siècle; Vocabulaire de la Crusca; publicationsd'archives et d'ouvrages littéraires.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Florence
19,"48. Fabroni (Joseph), à Florence.— Poésies arabes, traduites par Antonie Banieri,",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Florence
20,"49. Le Monnier (Félix), à Florence.— Recueil d'ouvrages imprimés.",Paris1867_Italy_0.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Florence
21,"20. Tofani (Jean), à Florence. —Ouvrages sur le mouvement de lapopulation du royaume d'Italie, sur lanavigation italienne à l'étranger et destatistique. PRODUITS D'IMPRIMERIE ET DE LIBRAIRIE. ",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Florence
22,44,Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",
23,"#1. Nistri frères, à Pise. — Collection de manuscrits italiens ; ouvrageslittéraires et philosophiques.",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Pise
24,"2%. Fumi (Théodore), à Montepulciano.— Ouvrages scientifiques et ju . ridiques.",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Montepulciano
25,"33. Sgariglia (Pierre), à Foligno.—Essais historiques sur les ÉtatsUnisd'Amérique; essai sur le caractère etl'esprit des femmes; Ouvrages de liturgie imprimés en rouge et en noir.",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Foligno
26,"34. Caporale (Gaétan), à Naples.— Code de médecine arabe de Mesué.",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Naples
27,"25. Angelis (De) frères, à Naples.— Spécimens typographiques ;: dessind'une machine typographique.",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Naples
28,"26. Detken (Albert), à Naples. —Monumenis  cpigrophica Pompeiana ;Inscriplionum Oscarum Apographa ;vases peints découverts à Cumes.",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Naples
29,"21. Mattei (Pascal), à Naples.— Levieux et nouveau Latium du temps desRomains, avec les frontières et lesalentours de l'Etrurie , de la Marsiqueet de la Campane,",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Naples
30,"3. Lao (François), à Palerme. —Traduction de la SainteÉcriture.",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Palerme
31,"9. Chiossone (Bominique), à Paris.— L'Ilalie artistique illustrée.]",Paris1867_Italy_1.jpg,"CLASSE 6..— PRUDLITS D'IMPRIMERIE
ET DE LIBRAIRIE.",Paris
