Name	Place	Description	Pdf
Faruffini	Pavie	Liqueur stomachique dite robur	Paris_1867_Italy_95.jpg
Marabelli (Gaétan)	Voghera (Pavie)	Elixir Caopolivano	Paris_1867_Italy_95.jpg
Opizzi (Louis)	Voghera (Pavie)	Liqueur aromatique	Paris_1867_Italy_95.jpg
Pisani (Pierre)	Voghera (Pavie)	Curaçao et kirschwasser	Paris_1867_Italy_95.jpg
Salimbeni (Cte Jean)	Voghera (Pavie)	Liqueurs rafraîchissantes	Paris_1867_Italy_95.jpg
Cornacchia (Charles héritiers)	Soresina (Crémone)	Anesone triple; Alkernès; punch	Paris_1867_Italy_95.jpg
Ponzoni (Hyacinthe)	Piadena (Crémone)	Liqueurs	Paris_1867_Italy_95.jpg
Margretti (Jean)	Savone	Liqueurs	Paris_1867_Italy_95.jpg
Grossi (Ferdinand)	Gènes	Liqueurs	Paris_1867_Italy_95.jpg
Morando (Jean)	Sanpierdarena (Gènes)	Absinthe, vieux cognac, élixir, vermout, punch et liqueurs	Paris_1867_Italy_95.jpg
Reale (Étienne)	Gènes	Liqueurs	Paris_1867_Italy_95.jpg
Podesta (Jean-Antoine)	Chiavari	Alkernès	Paris_1867_Italy_95.jpg
Campolonghi (Jean-Baptiste)	Parme	Liqueurs	Paris_1867_Italy_95.jpg
Lucarini (Jacques)	Sarzana (Gènes)	Rossoli et Alkernès	Paris_1867_Italy_95.jpg
Cocchi (François)	Réggio (Émilie)	Liqueurs, anisette et eau-de-noix	Paris_1867_Italy_95.jpg
Montefiore et Mondolfi	Parme	Vermout, élixir amer et eau gazeuse	Paris_1867_Italy_95.jpg
Savorini (François)	San Giovanni in Persiceto (Bologne)	Anisette, ratafià et rhum blanc	Paris_1867_Italy_95.jpg
Agnini (Thomas)	Modène	Liqueurs	Paris_1867_Italy_95.jpg
Bazziche (Lucio)	Modène	Liqueurs	Paris_1867_Italy_95.jpg
Gilioli (Jacques)	Modène	Curacao indigene	Paris_1867_Italy_95.jpg
Trevimani (Félix)	Modène	Liqueurs	Paris_1867_Italy_95.jpg
Manini (Auguste)	Bologne	Liqueur stomachique d'écorce d'orange	Paris_1867_Italy_95.jpg
Ciullini (Louis)	Florence	Alkermès. - Verrrout et liqueurs	Paris_1867_Italy_95.jpg
Ammannati (Raphaël)	Pistoie (Florence)	Vermout	Paris_1867_Italy_95.jpg
Marchi (Louis)	Florence	Alkermès	Paris_1867_Italy_95.jpg
Pastuccaldi (Joseph)	Pistoie (Florence)	Dragées à la manière de Pistuje et liqueurs	Paris_1867_Italy_95.jpg
Monitini (Pascal)	Fabiano (Ancône)	Elixir; anisette; curaçao, marasquin, vanille, café blanc et chocolats	Paris_1867_Italy_95.jpg
Giacobini (Goriorlan)	Fano (Pesaro)	Liqueurs	Paris_1867_Italy_95.jpg
Pallotta (Gaétan)	Ascoli (Piceno)	Liqueurs à la framboise, marasquin, kirschwasser; genièvre et spiritueux	Paris_1867_Italy_95.jpg
Olivieri (François)	Porto San Giorgio (Fermo)	Liqueurs	Paris_1867_Italy_95.jpg
Palmegiani frères	Rietti (Fuligno)	Liqueurs	Paris_1867_Italy_95.jpg
Baldaini (Pierre)	Fuligno	Liqueurs	Paris_1867_Italy_95.jpg
Cecchetti (Poliphème)	Macerata	Liqueurs	Paris_1867_Italy_95.jpg
Toro (Benjamin) et fils	Tocco Casauria (Chieti)	Centerba, liqueur fabriquée avec les herbes de Monte-Majella	Paris_1867_Italy_95.jpg
Angel-Antoni (Laurent)	Tocco Casauria (Chieti)	Centerba blanche et verte	Paris_1867_Italy_95.jpg
Celano (Gaétan)	Vasto (Chieti)	Centerba blanche	Paris_1867_Italy_95.jpg
Lutini (Thomas de)	Chieti	Centerba douce et forte	Paris_1867_Italy_95.jpg
Marchesanni (Vincent)	Chieti	Vin, vermout, café des Abruzzes; rhum hygiénique, centerba, rossolis stomachique	Paris_1867_Italy_95.jpg
Palombaro (Dominique)	Chieti	Centerba	Paris_1867_Italy_95.jpg
Petronemolo (Annibal)	Ortona (Chieti)	Rossolis et centerb	Paris_1867_Italy_95.jpg
Grassi (Louis)	Nola (Caserta)	Rossolis et liqueurs	Paris_1867_Italy_95.jpg
Novi (Joseph)	Naples	Rossolis et Tufle	Paris_1867_Italy_95.jpg
Sabino (Antoine)	Naples	Liqueurs	Paris_1867_Italy_95.jpg
