Name	Place	Description	Pdf
MINGUZZI AMADUCCI (David)	Civitella (Forli)	Vin rouge ordinaire dit: Sangiovese.	Paris_1889_Italy_60.jpg
MORABITO Frères	Mongiana (Calabre)	Vin rouge et vin blanc de Logri. Vermouth.	Paris_1889_Italy_60.jpg
PAPÉ (Pierre), Prince de Valdina	Palerme	Vin blanc du Château Calatubo. Vin rouge.	Paris_1889_Italy_60.jpg
POLICASTRELLO (Marquis Pierre)	Palerme	Vin de Castel Mezzuojo rouge et blanc du cru 1869.	Paris_1889_Italy_60.jpg
RITTER (Jean)	Chiavenna	Bière à douze degrés.	Paris_1889_Italy_60.jpg
LOUFF (L.)	Naples, via Chiaia, 146	Vins divers.	Paris_1889_Italy_60.jpg
RUFFI (Hercule)	Rimini	Vin rouge ordinaire de Sangiovese.	Paris_1889_Italy_60.jpg
SCALA (Pascal)	Naples, via Chiaia, 135	Vins : Pompéi rouge. Gargano rouge. Muscat de Lipari. Syracuse rouge. Amarene de Syracuse. Malvoisie. Grece, Geéace. Lacryma-Christi rouge, blanc mousseux. Palerme blanc, rouge.	Paris_1889_Italy_60.jpg
SCOTTI (Egisthe)	Paris, rue Popincourt, 13	Vins divers.	Paris_1889_Italy_60.jpg
SPINOLA-BRUNI (Marquis Etienne de)	Acqui (Alexandrie)	Vin de table ordinaire. Vin de Barbera. Vin de Barolo.	Paris_1889_Italy_60.jpg
