Name	Place	Description	Pdf
Gorno (Ange)	Brescia	Modèle de char à quattro routes.	Paris_1867_Italy_75.jpg
Sandri (Dominique)	Vicence	Voiture.	Paris_1867_Italy_75.jpg
Santi (François)	Sienne	Galèche garnie d’argent.	Paris_1867_Italy_75.jpg
Bassino (Michel)	Turin	Bât pour bêtes de somme d’une armée en campagne.	Paris_1867_Italy_75.jpg
Conti (Louis)	Milan	Harnais pour chevaux de voiture.	Paris_1867_Italy_75.jpg
Lichtenberger frères (NA)	Turin	Harnachement pour cheval d’officier général; selles à l’anglaise.	Paris_1867_Italy_75.jpg
Angelini (Achille)	Turin	Cheval de bois, selles et harnais de trait avec coussinets en caoutchouc.	Paris_1867_Italy_75.jpg
Bogliero (Salvator)	Verceli Novare	Harnais de selle pour l’armée.	Paris_1867_Italy_75.jpg
Scita (Michel)	Verceli (Novare)	Harnais pour service militaire.	Paris_1867_Italy_75.jpg
Coglio (Ambroise)	Milan	Harnachements.	Paris_1867_Italy_75.jpg
Conti (Louis)	Milan	Assortiment de mors à chevaux.	Paris_1867_Italy_75.jpg
Antorri (Maxime)	Forli	Harnais garnis d’argent et collier pour chevaux.	Paris_1867_Italy_75.jpg
Céri (Blaise)	Florence	Selles.	Paris_1867_Italy_75.jpg
La Manna (Fortuné)	Palerme	Selle élastique pour campagne.	Paris_1867_Italy_75.jpg
Foresta (François-Joseph de)	Turin	Modèle réduit d’un indicateur pour chemin de fer (arristator chilounetrio).	Paris_1867_Italy_75.jpg
Locati (Alexandre)	Turin	Dessin de wagon pour transporter les blessés.	Paris_1867_Italy_75.jpg
Lue (Ange)	Milan	Modèle de chemins de fer à chevaux sur routes ordinaires; indicateur électrique.	Paris_1867_Italy_75.jpg
Comde (François)	Turin	Modèle de wagons à frein antomeoteur.	Paris_1867_Italy_75.jpg
Bencech-Rocchetti (NA)	Padoue	Boites à graisse pour wagons et voitures.	Paris_1867_Italy_75.jpg
Ateliers des chemins de fer romains (section nord)	Florence	Wagon couvert pour le transport des marchandises et bestiaux; pistons en fer forgé pour locomotives, système suédois.	Paris_1867_Italy_75.jpg
Société des chemins de fer romains (NA)	Sienne	Pièces de locomotives, pistons, guides, bielles, grenouilles et secteur avec barre d’expansion.	Paris_1867_Italy_75.jpg
Mundo (Jandvier)	Naples	Travers de chemins de fer et plaque de fer inoxydable.	Paris_1867_Italy_75.jpg
Société nationale d’industrie mécanique (NA)	Naples	Locomotive à six roues couplées, tender et wagon à quatre roues.	Paris_1867_Italy_75.jpg
Lucifero (Thomas)	Messine	Modèle de frein à vapeur pour arrêter les trains.	Paris_1867_Italy_75.jpg
Pioce (Thomas)	Alexandrie	Paratonnerre automatique à l’usage des bureaux télégraphiques.	Paris_1867_Italy_75.jpg
Saceo (Gaspard)	Turin	Appareils télégraphiques.	Paris_1867_Italy_75.jpg
Longoni et Dell’Acqua (NA)	Milan	Télégraphe système Morse et Maroni.	Paris_1867_Italy_75.jpg
Bonelli (Gaétan)	Florence	Appareil typotélégraphique, appareil antographique.	Paris_1867_Italy_75.jpg
Poggisoffi (Joseph)	Florence	Appareil télégraphique Morse.	Paris_1867_Italy_75.jpg
Tréviviani (Mis Joseph et Ignace) et Maffié (François-Ernest)	Ascoli-Piceno	Câble électrique sous-marin.	Paris_1867_Italy_75.jpg
Detti (Bélaisaire) et fils (NA)	Naples	Bout de câble télégraphique sous-marin.	Paris_1867_Italy_75.jpg
