Name	Place	Description	Pdf
Muratori (J.)	à Finale (Modène)	Haricots de 400 qualités; grains de mais et autres; échantillons de terres analysées et de leurs produits.	Paris_1878_Italy_68.jpg
Nicolosi (J.)	à Catane	Noisettes.	Paris_1878_Italy_68.jpg
Pallotta (G.)	à Ascoli (Piceno)	Truffes conservées; olives préparées; figues sèches.	Paris_1878_Italy_68.jpg
Parlato (L.) et Ci°	à Syracuse	Amandes.	Paris_1878_Italy_68.jpg
Pittorino (J.)	à Saline (Messine)	Câpres au vinaigre.	Paris_1878_Italy_68.jpg
Porcerari (Baron A.)	à Palerme	Légumes et fruits conservés.	Paris_1878_Italy_68.jpg
Profeta (J.) di Giovanni	à Naples	Tomates en conserve.	Paris_1878_Italy_68.jpg
Sabuzzi (M.)	à Tarano (Pérouse-Foligno)	Figues sèches; raisins secs.	Paris_1878_Italy_68.jpg
Saieca della Scala (Baron)	à Palerme	Figues sèches, olives et autres fruits.	Paris_1878_Italy_68.jpg
Serzanettisti (J.)	à Anzola (Bologne)	Tomates en conserve.	Paris_1878_Italy_68.jpg
Siena (T.)	à Syracuse	Olives au vinaigre; conserve de tomates crue et cuite.	Paris_1878_Italy_68.jpg
Talamo (F.)	à Messine	Câpres au vinaigre; olives en saumure.	Paris_1878_Italy_68.jpg
Traverso (J.)	à Gênes	Champignons préparés; conserves alimentaires.	Paris_1878_Italy_68.jpg
Tritta (D.)	à Trani (Bari)	Amandes et autres fruits secs.	Paris_1878_Italy_68.jpg
Tulimiero (L.)	à Avellino	Noisettes.	Paris_1878_Italy_68.jpg
Virgili (D.)	à Varone (Pérouse)	Figues et pruneaux secs.	Paris_1878_Italy_68.jpg
Agnini (T.)	à Finale (Modène)	Rossolis et boissons.	Paris_1878_Italy_68.jpg
Allaergotti (Marquis J.)	à Arezzo	Vinaigre.	Paris_1878_Italy_68.jpg
Allegri (O.)	à Milan	Liqueurs.	Paris_1878_Italy_68.jpg
Amato (R.), frères	à Catane	Conserve de fruits; liqueurs; boissons alcoooliques.	Paris_1878_Italy_68.jpg
Aseione (S.)	à Naples	Rossolis; ratafia; fruits au marasquin.	Paris_1878_Italy_68.jpg
Bagnani (R.)	à Pise	Liqueurs; travaux en sucre.	Paris_1878_Italy_68.jpg
Barattucci (J.)	à Chieti	Liqueur confaio; liqueur gran sasso d'Italie.	Paris_1878_Italy_68.jpg
Bassini (C.)	à Brescia	Liqueur anisette (anisette); liqueur mistra triiulo (anisette).	Paris_1878_Italy_68.jpg
Bellardi (D. et Ci°)	à Turin	Liqueurs diverses.	Paris_1878_Italy_68.jpg
Bellia (frères)	à Catane	Nougat.	Paris_1878_Italy_68.jpg
Belloki (J. B.)	à Scandiano (Reggio, Emilia)	Rossolis, café.	Paris_1878_Italy_68.jpg
Benedetti (B.)	à Rome	Liqueurs.	Paris_1878_Italy_68.jpg
Bergia (C.)	à Turin	Liqueurs.	Paris_1878_Italy_68.jpg
Bertea (S.)	à Turin	Liqueurs; confiserie.	Paris_1878_Italy_68.jpg
Bertolini (E.)	à San-Remo (Port-Maurice)	Liqueurs.	Paris_1878_Italy_68.jpg
Bigonzetti (B.)	à Fabriano (Anconé)	Vinaigre de table; vinaigre pour sauce.	Paris_1878_Italy_68.jpg
Borina (frères)	à Trévise	Vinaigre de quatre qualités.	Paris_1878_Italy_68.jpg
Braggio (F.)	à Strevii (Alexandrie)	Vinaigre de muscat.	Paris_1878_Italy_68.jpg
Branea (frères)	à Milan	Liqueurs.	Paris_1878_Italy_68.jpg
