Name	Place	Description	Pdf
Ghilardi (S.) & Cie	Milan, Viale Magenta, 63	Carreaux en ciment et pièces de décoration.	Paris_1900_Italy_140.jpg
Ghilardi (S.) & Filippis (DE) & Cie	Bari	Carreaux en ciment et marbres artificiels.	Paris_1900_Italy_140.jpg
Gianoli (G.) & frère	Crusinallo (Novare)	Colonnes. Dalles. Corniches. Basses, etc. Ingénieur. Sciage, Tournage, Polissage, etc., mécaniques des granits du Lac Majeur et des pierres en général. Installation d'une force de 400 chevaux.	Paris_1900_Italy_140.jpg
Lapini (E.-C.) frères	Florence	Sculptures en marbre. Albâtre blanc. Colonnes en marbre.	Paris_1900_Italy_140.jpg
Leone-Solari (Eugène)	Naples	Kiosque en bois avec figures et ornements divers.	Paris_1900_Italy_140.jpg
Longo de Pascalis (Isaac)	Lecce	Statue en carton-pâte.	Paris_1900_Italy_140.jpg
Lucrezi (A. de) & fils	Lecce	Crucifix, bas-reliefs.	Paris_1900_Italy_140.jpg
Manzo (Joseph)	Lecce	Papier mâché : groupe représentant la Vierge de la Pitié.	Paris_1900_Italy_140.jpg
Michelucci (Joseph) & fils	Pistoia (Florence)	Deux grilles en fer forgé.	Paris_1900_Italy_140.jpg
Mina (Pasquale)	Milan, rue A. Volta, 1	Vitrines en fer battu.	Paris_1900_Italy_140.jpg
Montelatici (Jean)	Florence	Mosaïques de Florence. section de pavage en pierres dures. Tableaux en mosaïques.	Paris_1900_Italy_140.jpg
Morani (Alexandre)	Rome	Plafonds mobiles en carton-pâte. Mosaïques, etc.	Paris_1900_Italy_140.jpg
Negri (Pascal)	Turin	Album de dessins de décorations. Photographies.	Paris_1900_Italy_140.jpg
