Name	Place	Description	Pdf
Rispoli (Rodolpe)	Naples	Eaux minerales acidulees, ferrugineuses, sulfureuses.	Paris_1900_Italy_277.jpg
Sachelli & Ferraris	Casale Monferrato (Alexandrie)	Appareils economiques d'hygiene; conca-siphon, syphon-cracheoir.	Paris_1900_Italy_277.jpg
Sansoni (Joseph)	Pari (Grossetto)	Eau minerale gazeuse.	Paris_1900_Italy_277.jpg
Societe Anonyme des Thermes Magnaghi	Salsomaggiore(Parme)	Eau salso-bromo-iodique de la concession.	Paris_1900_Italy_277.jpg
Societe Concessionnaire de l'Eau de Sangemini	Rome	Eau minerale.	Paris_1900_Italy_277.jpg
Societe des Eaux sulfureuses de Bacedansco	Plaisance	Eaux minerales; analyses; apercus historiques.	Paris_1900_Italy_277.jpg
Societe du Sanatorium pour les Traitements Salso-iodiques	Salsomaggiore	Dessins; photographies; relations; etudes.	Paris_1900_Italy_277.jpg
"Societe ""Margherita"" de Patronage pour les aveugles"	Florence	Journaux avec caracteres en relief.	Paris_1900_Italy_277.jpg
Thermes Belliazzi	Casamicciola (Naples)	Eaux minerales; sel, etc.; photographies.	Paris_1900_Italy_277.jpg
Tonci-Fabbrini (Michel)	Livourne	Eaux lithinees.	Paris_1900_Italy_277.jpg
Verdiani Bardi (Arnauld)	San Quirico d'Arcia (Sienne)	Eau salso-iodique.	Paris_1900_Italy_277.jpg
Villa	Milan	Lit hygienique pour malades.	Paris_1900_Italy_277.jpg
Zambelli & Cie	Turin	Appareils et instruments hygieniques.	Paris_1900_Italy_277.jpg
