Name	Place	Description	Pdf
Cristiani (C.), Paglio et Cie	Bologne	Spécimens de petites briques pour pavage; ornements et ouvrages de décoration en ciment blanc.	Paris_1878_Italy_54.jpg
Croppi (P.-B. de)	Pallanza (Novare)	Colonnettes en granit rouge, blanc et gris ; cubes et moulons de granit blanc; dalles Berola.	Paris_1878_Italy_54.jpg
Delange (H.)	Naples	Spécimens de pavés en faïence.	Paris_1878_Italy_54.jpg
Della Casa (N.)	Boveno (Novare)	Piédestral en granit rouge transparent, taillé et orné.	Paris_1878_Italy_54.jpg
De Ferrari (Commandeur J.)	Gènes	Dalles en ardoise brute.	Paris_1878_Italy_54.jpg
Ferruggento (A.)	Seravezza (Lucques)	Carreaux de diverses dimensions et couleurs.	Paris_1878_Italy_54.jpg
Fontana (J. et A.) frères et fils	Luserna San-Giovanni (Turin)	Marmornines pour pavage, dalles en gneiss.	Paris_1878_Italy_54.jpg
Frollo (G.-G.)	Mestre (Venise)	Ciment hydrofuge imperméable; ponts; objets divers exposés comme spécimens de la qualité du ciment, c'est-à-dire de la dureté, de l'imperméabilité et de la cohésion.	Paris_1878_Italy_54.jpg
Giustiniani (M.)	Naples	Carreaux pour pavage, disposés de façon à représenter en mosaique la bataille entre Darius et Alexandre.	Paris_1878_Italy_54.jpg
Gombi frères et Cie	Sala Baganza (Parme)	Briques réfractaires.	Paris_1878_Italy_54.jpg
Laboratorio meccanico di marmi (marbrerie mécanique)	Caprino (Vérone)	Marches et souches travaillées; dalles de marbre.	Paris_1878_Italy_54.jpg
Ligue industrielle véronaise	Vérone	Collection de marbres de la province de Vérone.	Paris_1878_Italy_54.jpg
Lossa (N.)	Milan	Tubes en asphalt avec âme en ciment; latrine inodore fixe; latrine inodore automatique, fixe ou portative.	Paris_1878_Italy_54.jpg
Maceagnani (L.)	Bologne	Échantillon de pavage en ciment.	Paris_1878_Italy_54.jpg
Maiocchi (A.)	Crémone	Modèle en fer de toiture mobile.	Paris_1878_Italy_54.jpg
Martonori (E.), ingénieur	Rome	Spécimens de marbres colorés des carrières modernes italiennes.	Paris_1878_Italy_54.jpg
Mattei (Y.)	Seravezza (Lucques)	Piédestraux pour bustes, de diverses qualités de marbre de la Versilie.	Paris_1878_Italy_54.jpg
Ministère de la marine		Spécimens de marbres du golfe de La Spezzia.	Paris_1878_Italy_54.jpg
Ministère des travaux publiques		Illustrations des ouvrages publics du royaume d’Italie, exécutés pour le compte du Ministère, spécialement de 1860 à 1877, sous la direction de M. Baccarini (A.), inspecteur du génie civil.	Paris_1878_Italy_54.jpg
