Name	Place	Description	Pdf
Bellinato (Alphonse)	Minerbio (Verona)	Cocoons de vers à soie	Paris_1900_Italy_66.jpg
Bianchi & Dubini	Milan, passage Carlo-Alberto, 2	Etouffoirs pour cocons	Paris_1900_Italy_66.jpg
Bignami (Blaise)	Fiorenzuola d'Arda (Plaisance)	Appareil à jet continupour le soufrage des vignes	Paris_1900_Italy_66.jpg
Candeo (Ange)	Mestrino (Padoue)	Pompes à soufflet	Paris_1900_Italy_66.jpg
Caranti Suant	Turin, Avena Louise	Miel. Cire.	Paris_1900_Italy_66.jpg
Casati (Rinaldo et Agostino)	Milan, rue S. Andrea, 19	Cocoons à soie	Paris_1900_Italy_66.jpg
Cecchetti (François et Joseph)	Cascina (Pisa)	Pompes à arroser	Paris_1900_Italy_66.jpg
Centa (Antoine)	Feltre (Bellune)	Hivernage de graines de vers à soie.	Paris_1900_Italy_66.jpg
Cerutti (François) fils	Revigliasco (Turin)	Cocoons. Photographies de l'établissement pour la préparation de la graine de vers à soie.	Paris_1900_Italy_66.jpg
Chambre de Commerce de Lecce	Lecce	Miel et cire	Paris_1900_Italy_66.jpg
Chiappetti (Alessandro)	Jesi	Miel extrait	Paris_1900_Italy_66.jpg
Ciotti (Hyacinte)	Teramo	Miel. Cire et miel.	Paris_1900_Italy_66.jpg
Cittarda Minneci (Nicolas)	Palermo	Miel	Paris_1900_Italy_66.jpg
Comice agricole d'Aoste	Aoste (Turin)	Miel	Paris_1900_Italy_66.jpg
Coppa Zuccari (Orace)	Città S. Angelo (Teramo)	Cocoons	Paris_1900_Italy_66.jpg
