Name	Place	Description	Pdf
Macoma-Pigna et Cle.	à Milan	Papier fin de différentes qualités; papier fabriqué à la main.	Paris_1867_Italy_2.jpg
Vita (Guillaume)	à Milan	Papier pour affiches; papier d’emballage fabriqué avec des matières végétales indigènes.	Paris_1867_Italy_2.jpg
Berriegati (J.-Ango)	à Bergame	Papiers de paille.	Paris_1867_Italy_2.jpg
Comnani (Paul)	à Nave (Brescia)	Papier de paille de tous formats et épaisseur; cartons; papier azuré.	Paris_1867_Italy_2.jpg
Nedardi (Bernardini) et Cie	à Lugo de Vicenza (Vicence)	Papiers sans fin à la mécanique; papiers à la main.	Paris_1867_Italy_2.jpg
Loos (Nicolas)	à Trévise	Papier de chiffons fabriqué à la main.	Paris_1867_Italy_2.jpg
Galmarni (André)	à Udine	Papier fabriqué à la main.	Paris_1867_Italy_2.jpg
Galleogno (Jérôme)	à Varnze (Savone)	Papier de chiffon.	Paris_1867_Italy_2.jpg
Civisano (Barthélemy)	à Verrazza Savone	Papier dit de protocole.	Paris_1867_Italy_2.jpg
Ghigliotti (Barthélemy) et fils	à Pegli (Gênes)	Papier de la main de diverses qualités.	Paris_1867_Italy_2.jpg
Testa frères	à Gênes	Papiers.	Paris_1867_Italy_2.jpg
Jacob (Louis) et Cie	à Rovereto (Trente)	Spécimens de papiers.	Paris_1867_Italy_2.jpg
Martinomi (Joseph)	à Parella (Ivrée)	Échantillons de papier, blanc et coloré fait avec des chiffons et des déchets de papier.	Paris_1867_Italy_2.jpg
Rivario (Pierre)	à Maslianico (Côme)	Chiffons et papier; fibres végétales pour la fabrication des papiers; tubes d’une seule pièce pour cartouches.	Paris_1867_Italy_2.jpg
Ferrario (François de David) frères et Ventura	à Maslianico (Côme)	Papier fabriqué à la main.	Paris_1867_Italy_2.jpg
Munda (Ambroise) et Cie	à Milan	Papiers blancs et de couleur pour l’imprimerie, pour lettres et pour dessin; enveloppes. (Voir cl. 36, No. 2, cl. 36, No. 10.)	Paris_1867_Italy_2.jpg
Molinari (Jean-Baptiste)	à Varazze (Savone)	Papier de chiffon.	Paris_1867_Italy_2.jpg
Villa (Antoine)	à Varazze (Savone)	Papier de chiffon.	Paris_1867_Italy_2.jpg
Tarendni (Jean)	à Turin	Échantillons de reliures de luxe.	Paris_1867_Italy_2.jpg
Fracacesca (Alexandre)	à Livourne	Grand livre, à l’usage du commerce.	Paris_1867_Italy_2.jpg
Volpinat (César)	à Florence	Papier de différentes qualités.	Paris_1867_Italy_2.jpg
Poli (Antoine)	à la ville Basilicea (Lucques)	Carton et papier de paille.	Paris_1867_Italy_2.jpg
Cavorelli frères	à Borgo San-Sopoloero (Arezzo)	Papier de paille; papier de chiffons.	Paris_1867_Italy_2.jpg
Ferrari (Antoine)	à Fabriano (Ancône)	Papier à la main pour dessin et pour administrations; cartons glacés, papier sans colle pour chalcographie.	Paris_1867_Italy_2.jpg
Malattoni (Joseph-Antoine)	à Camerino (Macerata)	Papier à la main avec ou sans colle.	Paris_1867_Italy_2.jpg
Miliani (George)	à Fabriano (Ancône)	Papier à la main pour imprimerie, lithographie, dessin et registres; cartons.	Paris_1867_Italy_2.jpg
Benedent (Jean)	à Naples	Papier à la main et à la mécanique.	Paris_1867_Italy_2.jpg
Monachedo (Xavier)	à Naples	Carton imperméable pour étiquettes de jardin.	Paris_1867_Italy_2.jpg
Vincedesti frères	à Naples	Papier à écrire et à imprimer.	Paris_1867_Italy_2.jpg
Ademni (Louis)	à Florence	Jeu de cartes.	Paris_1867_Italy_2.jpg
Maseo (Jean)		Encre bleue grasse, pour timbre.	Paris_1867_Italy_2.jpg
Bettini (Antoine)	à Milan	Encre violette-noir.	Paris_1867_Italy_2.jpg
Milani (Angelo)	à Milan	Pour la musique, papier discret.	Paris_1867_Italy_2.jpg
Garofonletti (Ferdinand)	à Milan	Bleu soluble; encre blanche et encre noire.	Paris_1867_Italy_2.jpg
Braldaro (Antoine)	à Salo (Brescia)	Encre dit d’écriture, obtenue de substances végétales.	Paris_1867_Italy_2.jpg
