Name	Place	Description	Pdf
Savio (Pierre)	Alexandrie	Cadres dorés.	Paris_1867_Italy_17.jpg
Bussi (Christophe) et Giacobini (Charles)	Varollo (Novare)	Cadre en noyer sculpté.	Paris_1867_Italy_17.jpg
Moretti (Louis)	Milan	Cadre sculpté sur bois et de style byzantin avec figures.	Paris_1867_Italy_17.jpg
Pirovano (César)	Milan	Cadres pour cheminées, sculptés, à fleurs et figures dorées.	Paris_1867_Italy_17.jpg
Villa (Philippe)	Milan	Cheminée en bois sculpté, style rococo; bénitiers en bois sculpté avec incrustations d'ivoire.	Paris_1867_Italy_17.jpg
Gianni (Fortuné)	Venise	Tableaux de marqueterie représentant deux ouvrages de Bibiena.	Paris_1867_Italy_17.jpg
Trevesse (Pierre)	Castelfranco (Trévise)	Cadre sculpté en bois de tilleul par feu Jocond Trevesse.	Paris_1867_Italy_17.jpg
Giovanni (Dominique)	Vicence	Tableau avec cadre en bois de noyer, style antique; group en bois de noyer (Ganymède enlevé par Jupiter); cadres et tables dans les styles des XVe et XVIe siècles.	Paris_1867_Italy_17.jpg
Boro (T. Georges)	Vicence	Cadre en bois de noyer sculpté.	Paris_1867_Italy_17.jpg
Panciera (Valentin)	Belluno	Niche contenant un buste de Brustolon; corniche avec portrait.	Paris_1867_Italy_17.jpg
Garbato (Pierre)	Venise	Sculpture sur bois de buis.	Paris_1867_Italy_17.jpg
Monterumici (Antoine)	Venise	Cadre sculpté en buis.	Paris_1867_Italy_17.jpg
Panciera (Valentin)	Venise	Devant d'autel en bois sculpté en haut-relief (le Christ sur la croix, les Maries et saint Jean); cadre en bois sculpté (l'Amour accompagné de la Musique).	Paris_1867_Italy_17.jpg
Bezarel (Valentin)	Belluno (Venise)	Sculptures sur bois.	Paris_1867_Italy_17.jpg
Lubi et Bozzini	Plaisance	Cadres de bois.	Paris_1867_Italy_17.jpg
Sassi frères	Reggio (Émilie)	Cadres en bois de noyer et en bois de cirmolo.	Paris_1867_Italy_17.jpg
Giovanardi	Lampride (Modène)	Tableau mobile.	Paris_1867_Italy_17.jpg
Devoto (Benott)	Chiavari	Meubles marquetés.	Paris_1867_Italy_17.jpg
Cheloni (Ange)	Florence	Miroirs sculptés et dorés, style chinois et style moderne.	Paris_1867_Italy_17.jpg
Cajani (Egyste)	Florence	Cadre de style florentin du XVIe siècle, en bois de noyer sculpté en bas-relief sur fond doré; cadre en bois de tilleul sculpté en haut-relief; bordure en bas-relief, style du XVIe siècle, sculptée sur bois de jujubier.	Paris_1867_Italy_17.jpg
Franceschi (Émile)	Florence	Cadre sculpté en bois; cadre pour cheminée sculptée en bois.	Paris_1867_Italy_17.jpg
Institut Royal de sourds-muets	Sienne	Cadre et presse-papier sculptés.	Paris_1867_Italy_17.jpg
Lavezzarini (Achille)	Sienne	Cadres dorés; coffrets sculptés sur fond d'or; porte-portrait en bois de noyer sculpté.	Paris_1867_Italy_17.jpg
Leoncinini (Pascal)	Sienne	Cadres sculptés en noyer, style du XVIe siècle; cadre sculpté en ébène et en sorbier, style du XVIIe siècle.	Paris_1867_Italy_17.jpg
Monteneri (Alexandra)	Fuligno (Pérouse)	Trumeau et bergère.	Paris_1867_Italy_17.jpg
Filippetti (Dominique)	Macerata	Cadre pour glace.	Paris_1867_Italy_17.jpg
Salomoni (Vincent)	Fermu (Ascoli)	Cadre en bois avec fonds dorés.	Paris_1867_Italy_17.jpg
Musolino (Salvator)	Naples	Cadre et porte-bijoux avec figures.	Paris_1867_Italy_17.jpg
Varelli (Charles)	Palerme	Cadre sculpté en bois de tilleul sur fond noir.	Paris_1867_Italy_17.jpg
Calvi (Antoine)	Milan	Profils, coffre à bois et guéridon sculptés, avec vernis imitant l'or.	Paris_1867_Italy_17.jpg
Sotto (Ignace)	Savone	Ecrin incrusté avec médaillon et figures.	Paris_1867_Italy_17.jpg
Gorassino (Vincent) et frères	Savone	Mosaïques en bois.	Paris_1867_Italy_17.jpg
Camproni (Ange)	Forlim-Poli (Forli)	Coffre à bijoux sculpté, guéridon marqueté.	Paris_1867_Italy_17.jpg
Niecolini (Louis)	Florencel	Bahut d'ébène incrusté d'ivoire de NA.	Paris_1867_Italy_17.jpg
