Name	Place	Description	Pdf
Boselli (Leopold)	Vill'Albese (Côme)	Soies grèges et ouvreses	Paris_1900_Italy_179.jpg
Bosone (Carlo)	Milan, rue Lauro, 4	Soies grèges et ouvrées	Paris_1900_Italy_179.jpg
Bossi (Luigi-A.)	Cuggiono (Milan)	Soies grèges et ouvrées	Paris_1900_Italy_179.jpg
Bourcard (Henri) & Cie	Milan, rue Aurelio-Saffi, 11	Étoffes pour ameublements et tissus pour cravates	Paris_1900_Italy_179.jpg
Boutet frères & Cie	Milan, rue Brera, 5	Soies, grèges et ouvrées	Paris_1900_Italy_179.jpg
Brenni (Louis)	Côme, Via Milano, 133	Soieries, Blanc	Paris_1900_Italy_179.jpg
Brun (Jacques Dal)	Schio (Vicence)	Laine cardée et peignée imperméable	Paris_1900_Italy_179.jpg
Bruno frères	Cavour	Soie grège	Paris_1900_Italy_179.jpg
Bulletin de Sériculture	Milan, Via Brera, 17	Récolte	Paris_1900_Italy_179.jpg
Butti (Agostino-Cav.)	Garbagnate Monastero (Côme)	Soies grèges et ouvrées	Paris_1900_Italy_179.jpg
Camozzi & Cie	Como, rue Unione, 20	Tissus de soie	Paris_1900_Italy_179.jpg
Capra & Galizioli	Milan, Corso Indipendenza, 7	Tissus et couvertures	Paris_1900_Italy_179.jpg
Capriolo (C.)	Asti (Alexandrie)	Grège grand extra, extra, classique	Paris_1900_Italy_179.jpg
Cassinis & Cie	Turin	Grèges, Organsins, Grenadines, Poils, Trames, Assemblés	Paris_1900_Italy_179.jpg
Cavadini (Noémi) & Cie	Milan, rue Monte di Pieta, 1	Soies grèges et ouvrées	Paris_1900_Italy_179.jpg
