Name	Place	Description	Pdf
Barbanti (S.)	à Modène	Gourde en bois d'un seul morceau à l'usage des militaires.	Paris_1878_Italy_59.jpg
Chiarolanza frères	à Naples	Fusils de guerre se chargeant par la culasse, nouveau système à percussion centrale et à deux mouvements seulement.	Paris_1878_Italy_59.jpg
Direction de l‘institut royal topographique militaire	à Florence	Spécimens de la carte d'Italie à l‘échelle de 1/100,000°, photographiée avec le système du général Avet.	Paris_1878_Italy_59.jpg
Frattola (S.V.), capitaine au 48e régiment d'infanterie	à Messine	Fusils de guerre se chargeant par la culasse: avec hausse et petite mire respective; hausse et verge à coulant lié à la seconde facette du fusil lui-même.	Paris_1878_Italy_59.jpg
Gilardini (J.)	à Turin	Objets d‘équipement militaire, savoir: habillement complet pour sergent d‘artillerie, pour brigadier de carabiniers à cheval, pour sergent des compagnes alpines, y compris les selles et harnachements pour les chevaux; chaussures d‘écurie pour la cavalerie et pour l'infanterie.	Paris_1878_Italy_59.jpg
Gnecco (Chevalier G.), colonel commandant le régiment de cavalerie de Gènes	à Terni (Pérouse)	Modèle d‘arçon en fer et acier pour selle de cavalerie.	Paris_1878_Italy_59.jpg
Magrelli Sante	à Milan	Machine automatique pour charger les cartouches métalliques; machine automatique pour la fabrication des cartouches.	Paris_1878_Italy_59.jpg
Ministère de la marine		Modèle au vingtième du canon de 100 tonnes monté sur le ponton du Mugnano, et avec les cibles cuirassées après le tir des journées des 25, 26 et 27 octobre 1876; série de toutes les fusées; instrument de Gaetani, Chionio, indicateur des feux préparés; instrument vérificateur des projectiles des nouveaux canons du vaisseau Ricotti; canon de 75 monté sur affût automatique; affût de débarquement de 75 B. R., chassis complet; une mitrailleuse	Paris_1878_Italy_59.jpg
Moiraghi (A.)	à Turin	Chaussures pour militaires.	Paris_1878_Italy_59.jpg
Pesci (P.), capitaine	à Rome	Hausses pour mesurer les distances, à adapter sur les fusils Werderli.	Paris_1878_Italy_59.jpg
Pitani (L.)	à Bologne	Capote-manteau militaire d'un nouveau modèle (brochure et photographies illustrées).	Paris_1878_Italy_59.jpg
Primerano (Général, Commandeur D.)	à Rome	Système de tir réduit pour exercer les troupes dans la caserne (matériel et illustrations).	Paris_1878_Italy_59.jpg
	GROUPE VII. PRODUITS ALIMENTAIRES		Paris_1878_Italy_59.jpg
Amendola (M.) et frères	à Amaffi (Salerne)	Pâtes.	Paris_1878_Italy_59.jpg
Arrighetti (M.), maison représentée par Vannozzi	à Florence	Pâtes pour potage.	Paris_1878_Italy_59.jpg
Aula (N.)	à Trapani	Chènevis (Phalaris canariensis).	Paris_1878_Italy_59.jpg
Bianchini (J. et C.) frères	à Rovigo	Grains et semences.	Paris_1878_Italy_59.jpg
Biechi (A.)	à Livourne	Pâtes alimentaires.	Paris_1878_Italy_59.jpg
