Name	Place	Description	Pdf
Chambre de Commerce de Lecce	Lecce	Marbre. Pierre. Phosphates naturels de stris.	Paris_1900_Italy_131.jpg
Chambre de Commerce de Sienne	Sienne	Produits minéraux.	Paris_1900_Italy_131.jpg
Chambre de Commerce de Trapani	Trapani	Marbres et pierres pour construction.	Paris_1900_Italy_131.jpg
Collège des Ingénieurs et Architectes	Naples	Marbre de l’Italie continentale du Sud.	Paris_1900_Italy_131.jpg
Compagnie anglo-italienne des mines de Talc et de Plombagine	Turin, via dei Mille, 2	Produits des carrières.	Paris_1900_Italy_131.jpg
Compagnie des Cuivres et Soufres Pignerol	Turin, rue Saint-Maxime, 40	Pyrites des cuivres-soufres.	Paris_1900_Italy_131.jpg
Compagnie des Mines d’or du Mont Rosa	Alagna Valsesia (Novare)	Minerais aurifères. Dessins et modèles de machines.	Paris_1900_Italy_131.jpg
Conservatoires féminins réunis de Sienne	Sienne, rue Fiero Venhlia, 11	Marbre jaune de Sienne.	Paris_1900_Italy_131.jpg
Conti (Aristide)	Castrocrao (Florence)	terres coquillières.	Paris_1900_Italy_131.jpg
Corps royal des Mines	Rome, rue Sainte-Suzanne, 9	Publications. Collections et carte géologique.	Paris_1900_Italy_131.jpg
Florio (Ignace)	Palermo	Soufres bruts.	Paris_1900_Italy_131.jpg
Gaffuri-Massardi	Mazzano (Brescia)	Marbres bruts et travaillés.	Paris_1900_Italy_131.jpg
